1693965133# #张艺谋这标题党写的真吓人，太无语了允悲
1687784016# #你永远不知道在别人嘴中的你会有多少版本，也不会知道别人为了维护自己而说过什么去诋毁你，更无法阻止那些不切实际的闲话。。。而你能做的就是置之不理，更没必要去解释澄清，了解你的人永远信你，真正的朋友是不会站错队的，否则也不会让你知道那么多版本。。。我最喜欢的一句话：&nbsp;如果你没瞎，就别从别
1701314790# #老头强暴自己孙女致其怀孕系谣言网络空间并非法外之地，希望广大群众自觉做到不造谣、不信谣、不传谣，共同维护清朗的网络空间。
1688729537# #中国被日本侵略的这段悲惨历史！我们每一个中国人是不会忘记，日本政府应该向中国死去的人民道歉和谢罪！
1698377040# #挪威组合M2M的《TheDayYouWentAway》(你离去的那天)。听过这首歌曲的你们，孩子都可以打酱油了吧！时间如穿越时空，距离第一次听到时间已19年，依然经典好听。涨姿势
1701309767# #两家公司董事长失联据中国证券报报道11月29日晚，*ST天山、美吉姆两家A股上市公司双双公告，无法与公司董事长取得联系，且不确定无法取得联系的具体原因。。。值得注意的是这这两家上市公司都与最近风波不断的中植系有所关联，也许估计可能跟中植系事件有很大关系了吧，等待公司的进一步公告吧，反正
1690062333# #年轻时的柬埔寨王国西哈努克亲王正与后宫的嫔妃们相谈甚欢，突有一客人过来握手致意，亲王不得己中断谈笑回敬客人，这一场景被摄影师抓拍了下来。从这一瞬间就能体现出来西哈努克亲王平易近人的处事风格和风度。亿点曝光计划
1689394706# #瞧你这认知，辈份分的清吗？难道你在家对称呼你爷爷叫爸爸的吗？
1700569415# #1944的延安！
1695698154# #据英国路透社消息，当地时间25日，加拿大锡克教徒聚集在多伦多、温哥华等地的印度领事馆外，举行小规模示威活动。在多伦多领事馆外，约100名示威者焚烧了一面印度国旗，并用鞋子踩踏印度总理莫迪的纸板模型。另外，约200名示威者也聚集在温哥华领事馆外。。。锡克教是崛起于15世纪的印度新兴宗教。历史上
1701086655# #这里是上海！黄浦思南路！深秋的味道！上海身边事
1688430028# #律师称蔡徐坤可能被列为劣迹艺人虽然蔡徐坤出面回应此事，但此事带来的影响却早已经持续发酵，其对蔡徐坤带来的影响短期内或许无法消除。关键是蔡母太蠢太抠了，这下凉凉了。
1696822275# #巴以冲突对乌军不利巴以冲突对乌克兰肯定不利，美西方的“双標”表现的淋漓尽致！
1690593918# #将“四人帮”押解秦城实录（一）。。自1976年10月6日晚8时以后，到1977年4月10日凌晨，江青、张春桥、王洪文、姚文元一直被隔离于由8341部队管辖的同一工程的不同区段。这是一项设施完善、防范严密的地下工程。。。在整个隔离期间，按战备要求，采取了地下、地上严密结合的安全警戒措施。。加强值班。由8341
1698366583# #王光美还是替老人家说好话的。
1695007233# #韩国检方申请拘捕李在明李在明都要快饿死了，韩国检方都不肯放过他，不知道李在明作为在野党，他怎么渎职？看样子尹锡悦不把他弄死誓不罢休。
1695857035# #沈从文的一段非典型的爱情。。“三三，莫生我的气，许我在梦里，用嘴吻你的脚。我的自卑，是觉得如一个奴隶蹲下用嘴接近你的脚，也近十分亵渎了你的美丽。”。。沈从文和张兆和的爱情，一向是沈从文爱好者感兴趣的问题。沈从文写给张张兆和的情书已然成为了文学界的范本，后来难有人与之相比。说起沈张二人
1696633679# #1976年10月6日晚10时，中央政治局召开会议，听取华国锋、叶剑英关于粉碎“四人帮”的汇报，与会者赞同对“四人帮”及其帮派骨干采取果断措施，实行隔离审查的决策与行动。。。1976年，10月21日，首都150万群众举行盛大游行，热烈庆祝粉碎“四人帮”的伟大胜利。涨姿势日常
1701684907# #国乒vs瑞典恭喜孙颖莎为国乒拿下3分，首盘林高远/王曼昱贡献3分，只要第3盘王楚钦拿下2局，国乒首战就可以8：0大胜瑞典。加油中国队。
1688174314# #爹”和“爸”有啥区别？二字拆开才明白，难怪古人称父亲为爹爹。。“妈妈”和“爸爸”或许是每个人来到世界上最先学会的两个词语。。。“爸，父也”，本意是对父亲的称呼。。。许慎《说文解字》提到：“巴，虫也。或曰食象蛇。”《山海经》中也提到：“巴蛇食象，三岁而出其骨。”。。由此可知，巴最初是大蛇的
1687693631# #台湾作家三毛曾写下这样一段话：“朋友这种关系，最美在于锦上添花；最可贵，贵在雪中送炭；朋友中的极品，便如好茶，淡而不涩，清香而不扑鼻，缓缓飘来，似水长流。”人生感悟情感
1703552219# #陶韵西：我们只承认你是元首。。在中国老百姓心目中，西哈努克是一位亲切又神秘的老者。说他亲切，是因为他在中国寓居长达几十年；说他神秘，则是因为我国对西哈努克长期周到的保护，他的消息并不为人所知。。。1970年1月6日，西哈努克偕夫人离开金边，对法国、苏联和中国展开为期数周的国事访问。3月18日
1690719759# #大家晚上好！我现在在虹桥机场，准备搭乘21点多的飞机去青岛。这是我疫情后第一次去青岛，也是第五次去青岛。。。我第一次去青岛是在我上小学三年级时的暑假。我小姑父老家是烟台的，那次带我去烟台后顺便去青岛游玩了两天。在我幼小的记忆中，青岛老房子的屋顶大多是红色的，站在一座山上远远看去，红房
1695781511# #现在的小孩教育任重而道远！不能以未成年有保护法就肆无忌惮！
1698823471# #呼吸道感染情况调查问卷近期我国流感、新冠、呼吸道合胞病毒、支原体等病原在部分地区高发，引起高度关注。为了解近期全国呼吸道病原活动水平，微博新知专业机构北京协和医学院群医学及公共卫生学院联合开展线上问卷调查，评估不同地区不同人群呼吸道感染流行情况。无论您目前是
1693559547# #日本是加害者不该鸣冤叫屈日本应当做的，不是以受害者的面目“鸣冤叫屈”，而是以加害者的身份检讨反省。海洋被核污染之后，受到影响最大的，恰恰是全球普通民众。
1692950361# #我国除了海盐，还有井盐、湖盐等，盐的种类还是比较多的，并不是单独的靠吃海盐为主。
1697711577# #曝韩国L姓顶级演员涉嫌吸毒不管是中国还是韩国娱乐圈都对待吸毒问题一直持零容忍态度，并采取了严厉的措施打击毒品行为。李善均此次事件的处理结果将决定着他在娱乐圈的未来发展，同时也提醒了其他明星要时刻保持清醒和警惕，不容忽视个人形象和社会责任。
1696204937# #吴艳妮抢跑后为何还能继续比赛无论如何、运动员们奋力拼搏、流血流汗、即使犯规了、争取也好、争论也罢，作为一个中国人，多一些理解包容,多一些关怀，运动员们已经很不容易了！不是落井下石幸灾乐祸、拿着道德标准衡量别人！
1698656571# #余姚北站进入铁路轨道女子暂无生命危险不知道该女子出于何目的突然跳入轨道，还是横穿马路习惯了，具体真相等待官方通报吧！
1702975604# #校方回应震后学生在操场烧书取暖由于救援保暖物资缺少，灾区有学生旧烧书本取暖。师生们烧书取暖被网友们誉为教育终于不再迂腐，着实感动了一众网友们的心。看到这群充满青春充满激情的学生们就是我们的希望，就是克服一切困难的动力，灾难虽然不受控制，但是我们可以团结一致，只要我们的心紧紧在一
1691713144# #8月1日，蒙古国的总理奥云额尔登访问了美国，和美国签订稀土协议和开放天空协议。。。8月10日，蒙古国政府单方面宣布取消与美稀土协议。大概率是蒙古总理从美国回来后，蒙古国就此事同俄罗斯中国沟通后，俄罗斯彻底否决其稀土通过俄领土，而通过中国则需要运到天津港后，再运往美国，恐怕中国不会让美在
1694873159# #天津天塔上空惊现金龙好漂亮啊！这让我想起了，中国发明了火药，但是做成了烟花。后来传到蛮荒之国，人家造了大炮，然后打开了我们的国门！历史总是惊人的相似，而且不断的重演！让技能点亮天塔上空
1698976316# #以色列对巴勒斯坦平民灭绝人性的大屠杀，已经耗尽了世人对犹太人当年被纳粹德国大屠杀的同情。
1690084165# #中建八局再被曝工程质量问题这种一查一个准，层层分包，层层收点，最后干活的人没利润就会偷工减料了。这是一个行业内部深层问题，希望国家能从根部整顿，给中国工程和民生建筑一个放心的质量！
1698557104# #近日，以色列著名记者李维严厉批评以色列：我不记得在哪一次占领中，占领者将自己伪装成受害者！以大使称以色列目前不打算退出联合国巴以冲突
1699879265# #披巾、伪娘…
1693395861# #网友攒局博主拍出逃出大英博物馆小短剧再好，也不喜欢看，太短了，一会儿就没有了，又得换集。
1703929709# #近日，湖北黄石一男子侧方停车9分钟，擦碰前车6次后逃逸，最终被处扣6分，罚款1900元。客服回应16个摄像头系新旧替换测试
1697162194# #官方通报成都中学生校内自缢事件未成年人心里健康真的需要重视起来，特别是家长，更要多和孩子沟通，学会心理疏导。
