1693693199# #我们想念毛主席…鲜花🙏鲜花🙏鲜花
1689115161# #排毒食品…作揖作揖
1688718199# #浮屠有道从根起；求下联！鲜花鲜花鲜花祸从天降本无根。
1701300667# #走过路过（五）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1691280247# #玩得无间道，皆知灯下黑。腐败查根源，污染一方土。允悲允悲允悲允悲
1688424514# #魔幻世界榜上有名…哈哈挤眼哈哈
1687565889# #养生堂…作揖作揖
1702632698# #老师笔法细腻，线条流畅自然。刀光剑影之中，彰显大师风范。作揖佩作揖服作揖
1691364961# #多日不见牵手，怎能把人忘记。只是工作太忙，恩爱前行路上。挤眼挤眼挤眼挤眼挤眼
1699231111# #窗外气温下降，屋内热气蒸腾。幸福一家真好，儿女情长孝道。早安美丽子萱，鲜花微风作揖音乐心
1691280506# #动物名星走街巷，和谐相处情未了。家庭成员有排面，乖巧懂事好可爱。挤眼哈哈挤眼哈哈挤眼
1696032415# #涨知识…作揖作揖
1690406331# #罗娜超话。炎炎夏日骄阳似火，。勤饮温茶多食瓜果，。充足睡眠宽心生活，。防暑降温开心快乐。。美丽的娜妺早上好！。鲜花微风作揖咖啡音乐心
1693871940# #生命在于运动…鲜花鲜花鲜花
1697337422# #现在全变了，什么上市公司，住豪宅，开豪车等等，我们见到，听到的太多了，早已经不是我心中的那个样子。反正我是有佛必拜，但是香火钱很少给了…阿弥陀佛🙏🙏🙏
1695023050# #这是颐和园大闸那边。我今天暴了一句粗口，保安来回走动，禁止此处游泳🏊‍♀️，也是为了大家的安全。说个小插曲，小时候听说红领巾公园水是温的，野泳后身上有亮光，后来一问旁边是发电厂，把我们吓坏了，以后再也没去游过。想想农村水库没少去，大一点的，京海湖（我们叫海子水库），怀柔水库等…
1699311965# #🙏🙏🙏
1687299930# #溶洞金壁辉煌，天工造化人间。仙境灯光奇缘，万物皆有灵性。鲜花微风作揖音乐心
1692143233# #喜鹊叫喳喳，树上挂满果。登在枝头笑，福禄寿禧财。赞赞赞赞
1701812874# #走过路过（七）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1702688804# #宅家雪生情，墙挂美人图。独饮二两酒，只有猫做伴。哈哈哈哈哈哈哈哈
1687474673# #国泰民安康，周村第一家。门丁兴旺处，男女老少多。哈哈哈哈哈哈哈哈
1703803911# #走过路过（四）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1702684300# #少年同窗老来伴，聚集当院晒老阳。知根知底情无价，亲情友情皆发小。鲜花微风作揖音乐心
1700604841# #上联：春风将逝芳菲尽下联：===========作揖作揖：踏雪寻梅高原红。
1701126355# #踏雪寻梅冬来俏，喜鹊枝头叫喳喳。御笔乾坤大挪移，人间正道画沧桑。鲜花作揖鲜花作揖鲜花
1700174485# #隔江相望心怀旧，旧时模样依稀记。记得儿时春朝暖，暖冬船家夜来香。鲜花微风作揖音乐心
1690242226# #景色迷人心生意，意到笔随长流水。水到渠成山河颂，颂歌一曲唱祖国。鲜花微风作揖音乐心
1703540484# #罗娜超话。🌹一辈子很短，来不及细算，不知不觉丢了童年，悄无声息走了青年，转眼就来到了今天。让我们珍惜眼前，活好当下，平安健康，快乐每一天！🌹。亲爱的娜妹早上好！咖啡太阳握手
1698788546# #走过路过（一）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1687742222# #行程疑似过山车，飘浮不定落下来。昨日国外今上海，朋友相聚跑得忙。挤眼哈哈挤眼哈哈挤眼
1703286617# #古人云：。向内求一尺，长一尺智慧。。向外求一丈，长一丈烦恼。。大道不外得，万物备于我，。行有不得。。反求诸己，道不外求，。但从心愿，反观内照，。智慧如海。。莫看他人过，莫论他人非，。所看皆虚妄，所受皆因果，。所行皆所愿，所得皆自在！。🙏阿弥陀佛🙏阿弥陀佛🙏
1694937630# #城市漫步全是景，随手拍下众人迷。探亲访友喜相逢，梦里寻觅千百度。鲜花微风作揖音乐心
1699655255# #罗娜超话。牵挂，联系，是我们的缘；。惦记，想念，是我们的情；。快乐，健康，是我们的福；。愿我牵挂的人，吉祥如意，。幸福安康！娜妹妹早上好！。🌹咖啡微风作揖音乐赞心
1699132716# #罗娜超话。亲切问候，暖在每天，。真诚祝福，甜在心间。。金山银山，不如我们健康平安！。照顾好自己，开心快乐每一天。。鲜花美丽的娜妹早上好！鲜花，
1696836374# #疫情未来多美好，每周两次颐和园。北宫门进翻土坡，半圈西堤走过来。随心所欲人漫步，隔湖相望万寿山。四季轮回景不断，我自逍遥成半仙。🙏阿弥陀佛🙏
1695252937# #小三峡.。作揖作揖
1688251770# #走过路过（七）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1698532396# #色彩今早最好，看来功夫到了。每天都在重复，营养丰富美味。作揖作揖作揖作揖作揖
1698358389# #中午自助五元，放开肚子大吃。出门感觉太饱，抓紧时间转圈。哈哈挤眼哈哈挤眼哈哈
1700342362# #罗娜超话。🍎🍁一辈子很短，。微风音乐来不及细算，。不知不觉丢了童年，。悄无声息没了青春。。珍惜眼前，活好当下，。天气渐凉，多多保重，。娜妺早安！🌹🌹🌹
1696288413# #养生之道…作揖作揖
1689461088# #养生堂.。作揖作揖
1691788445# #罗娜超话。有颗不老心，四季都是春，快乐度日月，珍惜好光阴。烦事过烟云，每天都开心！。🌹娜妹早安吉祥🌹
1702687249# #人生莫管多少天，只要过好每一天。吃喝玩乐在当天，出门牵手人望天。哈哈哈哈哈哈哈哈哈哈
1703625609# #罗娜超话。珍惜上苍给我们的缘份！有感恩，有尊重，有关心，有牵挂！有在乎，有想念，还有深深的祝福！祝天天开心，幸福安康！。心音乐美丽的娜妹早上好太阳🌹
1700260997# #后海经常过去，偶尔停留片刻。如此这般宁静，心情舒畅许多。鲜花微风鲜花微风鲜花
1699223713# #走过路过（四）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1701126959# #乡土气息扑面来，纯真无邪原生态。可爱之处皆环保，地大物博宝贝多。鲜花作揖鲜花作揖鲜花
1703291945# #玉龙观雪山，众生好度客。朝拜人转世，只求心里安。🙏🙏🙏🙏
1690931948# #新月吉祥花如海，海中穿梭美人鱼。鱼儿戏水跳龙门，门前皆是女人花。鲜花心鲜花心鲜花
1701729278# #罗娜超话。🙌寒从脚底起，热从头上散。护好脚，戴好帽，出门还要戴口罩。御严寒，防病毒，愿我们在多变的气候中都平安健康！娜妺早安吉祥！🌹🌹
1698709018# #老声常谈古战场，谈古论今相似多。经书藏卷字为证，水煮英雄看今朝。鲜花微风作揖音乐心
1700614630# #“花雪随风不厌看，。更多还肯失林峦。。愁人正在书窗下，。一片飞来一片寒……＂。今日小雪。作揖作揖作揖
1698919751# #清晨起床一柱香，湖中钓鱼一只杆。二斤高高一盘菜，读书看报一代人。🙏阿弥陀佛🙏
1687814892# #养生之道（一）。生命短促随风过，。转眼之间是百年。。众说纷纭在当下，。健康生活保平安。。🙏阿弥陀佛🙏
1688765119# #走过路过（五）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1700439705# #理解万岁…作揖作揖作揖
1687220252# #树上挂满果，馋虫涌上来。摘下一二个，打个小牙祭。哈哈哈哈哈哈哈哈
1703546549# #日出东方太阳红，我们想念毛主席，他为人民谋幸福，他是人民大救星。鲜花🙏鲜花🙏鲜花
1698788804# #走过路过（八）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1700604048# #宅在家中无聊，窗外阳光明媚。放开心扉之时，梦想蓝天飞翔。鲜花作揖鲜花作揖鲜花
1689465574# #时间不多任务急，急功近利可不行。行程安排要妥当，当然边看边美食。挤眼挤眼挤眼挤眼挤眼
1690924199# #罗娜超话。大雨小雨下不停！。伴着雨声寄深情！。雨水无情人有情！。平安健康你我行！。雨天出门需小心！。注意安全请慢行！。美丽娜妺早上好！　。鲜花微笑音乐咖啡微风心
1693183008# #佛罗伦萨好去处，画家众生派系争。天生奇才请过来，边走边看皆风景。作揖作揖作揖作揖作揖
1687266090# #虎背熊腰扇子面，步入佳境健身忙。器材装备不离身，肌肉发达超男模。鲜花微风作揖音乐心
1702243947# #罗娜超话。吉祥的早晨，。真诚的祝福，。美好的一天，。幸福和快乐。。娜妺早上好！。🌹咖啡握手心，
1702688310# #佛缘心生相，相爱不言中。中华善识人，人生大赢家。阿弥陀佛🙏🙏🙏🙏
1687987481# #走过路过（七）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1703628688# #抓紧时间动起来.。作揖作揖
1700312918# #我想说句题外话，今天玩牌输了，我非常的高兴，花钱交个门票，让三位朋友陪我一个下午，那是多么的开心。人生很多事情，换位思考一下，你就会在无形中，升华。这些话，妹妹您应该懂得…哈哈挤眼哈哈挤眼哈哈
1703025871# #走过路过（七）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1698622117# #长卷在手比天歌，大小写意花鸟画。推陈出新独一品，水墨丹青笔耕耘。🙏阿弥陀佛🙏
1699923183# #福禄寿禧财，手把小葫芦。收藏千万种，只为心里乐。作揖把玩作揖
1692745432# #其实每天都在看，关注重点在水果。因为品种实在多，有些不知是何物。哈哈哈哈哈哈哈哈哈哈
1701211194# #京圈饭局…（下）。帝都脚下四九城，。达官贵人喜相逢。。推杯换盏酒司令，。美酒佳肴论东西。。鲜花微风作揖音乐心
1694737383# #又是小草夜听，秋风秋雨佛面。生活晨起日落，真谛花开花谢。鲜花作揖鲜花作揖鲜花
1700262705# #养生堂作揖作揖
1689208417# #十年寒窗苦读书，得取功名当老师。视力下降不会吧，幸亏有个大孝子，心音乐作揖微风鲜花
1702689565# #啥也不说了，赶紧来点赞…鲜花鲜花鲜花
1696114195# #祖国颂…（下）。中秋佳节遇国庆，。繁荣昌盛丰收年。。山川河流唱颂歌，。共祝祖国更美好。。鲜花微风作揖音乐心
1696202353# #看着锅里吃碗饭，餐具上桌杀风景。苍蝇小馆都这样，投资精华菜品上。鲜花作揖鲜花作揖鲜花
1696804761# #罗娜超话。山水相逢大自然，人之相识前世缘，有缘远近都牵挂，幸福快乐在心间，每天屏中来问候，相互珍惜到永远。。娜妺早安吉祥🌹
1696982332# #活页习作记事本，留下太多时间差。小画依然情不尽，思绪万千却难舍。鲜花作揖鲜花作揖鲜花
1701381126# #走过路过（一）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1689385736# #我有紫檀小摆件，。雕刻老子下山图。。形神兼备人物画，。先人指路拜香堂。。🙏阿弥陀佛🙏
1703635106# #冬天晨练不容易，寒风凛冽路难行。跑步贵在是坚持，生命不息奋斗中。作揖作揖加油作揖作揖
1700089578# #走过路过（五）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1697925877# #四季轮回春打头，大地复苏万物生。夏日炎炎蒸桑拿，风雨过后见彩虹。金秋时节丰收季，辛勤劳作粮满仓。雪花飞舞寒霜日。睡不醒的冬三月。🙏阿弥陀佛🙏
1699046742# #佛说：。一眼就喜欢的人，。从来都不是颜值，。而是似曾相识的感觉，。前世未了的情，。来还今生的债，。爱不得，。舍不得，。你喜欢的再看一眼还是会喜欢…。🙏阿弥陀佛🙏阿弥陀佛🙏
