1693986157# #斯是陋室，惟吾德馨
1691644248# #差点撞车允悲
1698763022# #万圣节的年味真是越来越浓了
1689141067# #居然有这样的爷爷？？
1697514735# #作死，超谁不好你超大车？
1695564581# #上海某小区女子乱停车堵了小区进出口半小时引过路车主怒斥。女子：我都讲了对不起了你还在那骂…这事你怎么看？
1689754919# #这个女学生真不愧是顶尖学校的人才！讲话不吵不闹，有理有据！赞
1696646617# #强者从不抱怨环境
1702611872# #还以为大哥停那查百度呢，结果搁哪钻地呢
1695544879# #逆行压弯害人害己啊！
1696949897# #高汤煮的，老板实在人！
1693754781# #水深火热之中！
1691570203# #我真的（觉得秋天第一杯奶茶）很恶心
1691497456# #这是谁的部下
1698729478# #这时候站过去让口水一直流到地上那家伙的嘴里….反正他现在动不了了！
1693308120# #我确实有想过她会回家用！！！但是没想到她特🐴现场用！！！
1701694444# #结婚还是结义？
1699334820# #就载妹子的撞车了
1694511545# #女子背部被地铁门夹住，以为到站就好了，结果迎来了悲剧…
1701932563# #这歌好骚啊！
1701324395# #哦，这该死的肥美
1697442527# #看到最后笑不活了允悲
1698744629# #哈哈哈哈哈
1695706594# #这种男人不值得可怜
1695647780# #这一看就是高校，要是夜店早就封了
1689824015# #自由？？
1694241171# #88岁北大教师关于养老的看法
1693988237# #这不管正放倒放，总有一个很🐮🍺啊
1701004196# #好怕他对我咔嚓一下，眼睛都眯起来了。
1700638061# #有空常回家看看父母吧
1701614716# #晚安～宝子们
1695956065# #说实话，我要是跟这种人喝酒我都感觉丢人！
1693809047# #一个来自泰国的说这一口英伦呛的中国话
1703920659# #排第一的总是有原因的
1693622881# #这玩意在夜店门口摆摊，不得爆火？
1693710939# #这人脑子里想什么啊
1699859431# #四川的都这么好看！
1696561614# #吴艳妮在采访中回答“刘翔是我的信仰，但我不希望被称女刘翔”
1702109518# #第一批过年回家的年轻人已经到家了吗
1698382517# #这是个狠人啊！
1696584939# #片子拿到手那一瞬间气场zer一下就上来了允悲
1691456151# #又一位兄弟进化出摄像头了
1692865850# #这绳子薅回去有什么用？
1701734002# #每天早起打卡早呀～
1691399077# #双方试图激活贵人
1694750202# #一次失手就失手
1703043488# #这种情况会被扣分吗？
1700873882# #每天早起打卡早呀～
1700638169# #放这么多佐料拌💩都好吃！
1691551932# #听说压力达到一定水平，就会不受控制允悲
1694964448# #死去的老梗突然攻击我
1692274499# #以彼之道还施彼身，结局舒适了！
1696864019# #这就是身体好的，身体不好的气都喘不明白，还打架！
1694568149# #怒发冲棺，凭拦出
1689208875# #每天早起打卡早呀
1693492350# #太阳有点晒，转个方向就好了
1692965977# #太特么吓人了！
1691726353# #都穿这么清爽去水上乐园嘛？
1694071907# #这是什么车？？
1700144851# #一脚刹车的事，何必呢？人家又没有恶意别车，正常打转向变道…真是的
1693791851# #这是什么车啊，仪表转起来跟闹着玩一样
1701217196# #这个段子拍的好，当赏！
1695024185# #一堆0和1组成的数字已经这么先进了
1695787700# #啥情况？开这么快衰
1696342615# #这主持可以，就是不惯着你，让你叭叭讲个不停到最后变成推广了
1697598919# #女童躺妈妈怀里被突然窜出大狗咬伤遛狗不栓绳什么时候能立法？
1692171790# #这也太美了吧
1689835626# #给架子都整吓一跳
1699246993# #你最喜欢哪一种？
1702022319# #学姐穿。腰子都挂外面了
1702022790# #花里胡哨的会更好喝吗？
1689434642# #这是什么病毒？？
1700553371# #还得是浩浩妈呀。
1689305151# #这种情况该如何避险？
1694843796# #强身健体八段锦
1702110832# #我连1在哪都没看清楚，他就全对了？
1689777683# #嘞个抓到怕是有点痛哦～
1690038056# #滑成宝马
1697559819# #晚安💤
