1701835427# #清者自清
1703821915# #大熊猫强生风雪中思考熊生【大熊猫强生风雪中思考熊生】近日，陕西秦岭佛坪熊猫谷，大熊猫强生坐在风雪交加的山头上，胳膊肘撑在膝盖上，默默地啃着南瓜。原来熊猫也会有心事（陕视新闻）L人民网的微博视频
1700032680# #校园形式主义有哪些新变种【迎检、填表、留痕仍然过滥……校园形式主义禁而不绝】如何真正减轻教师非教学负担一线教育工作者和专家认为，校园形式主义是教育管理和考评体系懒政化、层层转移责任和摊派任务变形的结果，由此还衍生出一些形式主义新变种。1⃣️考评体系懒政化。2⃣️责任包袱向下
1702944782# #周海媚告别仪式已完成周海媚12月18日在北京以佛教方式告别遗体,从此再无周芷诺了，全网都在悼念她，说明她的为人做事，得到了广大观众的认可，海媚姐姐一路走好🙏🙏
1702777440# #毛主席是多么慈祥，多么温暖，多么亲切，他永远是人民心中不落的红太阳！致敬伟人！！赞赞赞
1700801035# #江苏打响减财政第一枪！公职人员激发创业能量，经济腾飞！
1700293045# #05后医学生公交车上沉稳冷静救人【05后医学生公交车上沉稳冷静救人】近日，浙江宁波。公交上一乘客突发癫痫，情况危急。同车上的医学生华智宇开启了一场“教科书式救援”↓↓↓120赶到后，她向医护讲述了患者的情况。她说，这次“真是将理论和实践结合起来了”。点赞！人民日报
1702977944# #苏大惠江苏医惠保2024年度，截止12月31日。
1702806358# #转发微博
1702858633# #希望官方能公布事故情况，并对违规用车研学进行处理，给学生家长及热心群众一个满意的答复！
1701073290# #苏大惠10月13日，2024年度“江苏医惠保1号”正式上线发布。产品面向全省基本医疗保险参保人员，不限年龄、不限户籍、不限职业、不限健康状况，都可以投保。职工医保参保人员可以通过医保个人账户为全家投保，可以省内跨地区为配偶、父母、子女投保。2024年度“江苏医惠保1号”推出两个版本——“基
1703467242# #苏大惠 “江苏医惠保1号”确实是个保险，并且设了免赔额。所以，有人花了一个大菜的💰也就是是158元买了，但没用上，感觉亏了。我想对这些朋友说，难道你买就为了一定要用上吗？也有买了，又用上了，很庆幸。文/江苏道法自然，视频制作/苍龙飞天79事关明年看病报销请速办
1702442216# #让老人寒风中捧两棵大白菜摆拍？当地确有必要澄清。近日，一网传视频中，疑似河南商丘一政协委员前往当地敬老院送爱心行动时，让几位老人在寒冬中领取两颗大白菜并拍照合影。该视频一经曝光便招致质疑，“折腾人”“形式主义”“摆拍”等声音充斥视频评论区。睢阳区政协的一位工作人员告诉记者，并不是
1699572407# #转发微博
1699489917# #转发微博
1702296656# #转发微博
1703466502# #转发微博
1700355397# #以色列最大的王牌不是犹太财团，不是核武器，不是先进的武器；而是二战600万无辜被剥夺生命带来全世界的同情。轰炸加沙医院的那天起，这点共情被消费殆尽，剩下的自求多福吧，别老是想杀这个杀那个，被流放千年的民族不是没有道理的！以上内容素材来源于网络，如有侵权请联系本人删
1701560988# #转发微博
1702479043# #-江苏淮安恶性冤假错案事件曝光引人众怒-今日头条-今日头条
1699661591# #转发微博
1703307171# #张纯如，她用尽一生只为给中华儿女换来一声道歉！娱乐
1703059357# #小朋友在安置点排队吃热腾腾的饺子【小朋友在安置点排队吃热腾腾的饺子】20日一大早，在甘肃积石山县大河家镇大河村安置点，爱心志愿者准备的饺子吸引了很多小朋友。来自兰州的爱心志愿者说，他们已经煮了上百箱饺子。安置点饺子锅热气腾腾好暖心。14亿多同胞是你们的坚强后盾！灾难无情人有情
1701842205# #人生相聚，真诚可贵。友谊如歌，岁月悠长。善意四溢，心存感激。朋友相伴，真情永在。
1703037945# #司令官独自一人乘中国飞机出访，朝鲜三军仪仗队和众官员流泪接送
1699675064# #爷俩一个打呼噜一个开嗓能唠一宿【事事有回应爷俩一个打呼噜一个开嗓能唠一宿】近日，河北，一位妈妈拍下有趣一幕：自家6个月大的萌娃凌晨两点不睡觉，以为爸爸打呼噜是在逗他玩儿，高兴地跟着“开嗓”。网友：宝宝心想爸爸回消息还挺快。（中国青年报）
1699837527# #转发微博
1703637391# #毛泽东与人民政协事业【天安门城楼伟人画像有八个版本（下）】天安门城楼先后悬挂了八版伟人画像。北平和平解放大会，伟人画像第一次悬挂在天安门城楼。随后的“五一”“五四”及北平市各界人民纪念抗战十二周年暨庆祝新政协会议筹备会成立大会上，天安门城楼都高悬伟人画像。“开国大典”上，伟人
1703562179# #转发微博
1700627226# #【125名跨境裸聊敲诈嫌犯被批捕】近期，北京市房山区人民检察院经依法审查，对北京市公安局房山分局提请批准逮捕的赴印度尼西亚实施跨境裸聊敲诈的电信网络诈骗犯罪团伙共计125名犯罪嫌疑人，以涉嫌敲诈勒索罪、诈骗罪、偷越国（边）境罪等罪名作出批准逮捕决定。央视新闻
1700524439# #刘强东耿直发言：中国是全世界竞争最惨烈的市场。。说的非常真实！我家小县城之前有烧烤店和水果店，原来一家，生意好了，后来好多家，最离谱的是外行的都摆个摊来分一羹，最后都没生意了！以上内容素材来源于网络，如有侵权请联系本人删除，
1703146574# #女网红就涉甘肃地震言论道歉并捐款【女网红就涉甘肃地震言论道歉并捐款为地震灾区捐款5200元】据12月21日凌晨，拥有300多万粉丝的女网红“董事轩”道歉，并为地震灾区捐款5200元。此前，她在直播时称“甘肃地震离我这儿800公里远，跟我有什么关系吗”，引发争议。头条新闻
1700178455# #转发微博
1701008176# #【国考笔试参考率约为86.2%】国考参考人数与录用计划数约57:1国家公务员局消息，中央机关及其直属机构2024年度考试录用公务员公共科目笔试今天在全国31个省（自治区、直辖市）的237个城市、87682个考场同时举行，共261.3万考生考前进行了报名确认、225.2万人实际参加考试，参考率约为86.2%，参加考
1701582059# #北京多地拍到罕见极光专家：强地磁暴引发，对人体健康没有影响。12月1日晚，北京怀柔区、门头沟区等地均有天文爱好者拍摄到极光现象，引发网友热议。天文专家对记者表示，在发生极强地磁暴现象时，原本常见于高磁纬地区的极光，发生范围会扩大至中低纬地区乃至赤道地区，这种情况是十分罕见的，但对普
1702798292# #【孟羽童仅一年广告收入或达400万你现在有副业吗？思考】董宇辉孟羽童给企业大佬上了一课近日，董明珠发言表示，因看到了孟羽童的勤奋，主动将其选为自己的秘书，“我希望她能够成长起来”。但很快孟羽童的工作能力就遭到了质疑，董明珠直言“当秘书连一个文都写不出来，我不知道是什么秘书”。
1701560947# #转发微博
1701562905# #亲爱的何老，时光不等人，年轻一辈更适合处理当下的挑战。您应该好好休息了！老去是人生的一部分，哪怕是院士，知识结构和人生经历也会限制理解的深度。这是自然的规律，我们也都会在年轻时形成对世界的根本理解，但时代不断前进，我们不能一味坚持过去的观点，不是吗？
1701008044# #心底无私天地宽，人间正道最逍遥。
1699191496# #江苏自媒体联盟超话苏大惠从2021年投保了江苏医惠保1号到目前，但是没生病没用到，2024年还要不要继续买？就当作毛阿敏的一首歌《人人都献出一点爱》———大爱无疆！
1703030588# #韩红为什么要坚持一直做慈善，自述是因为收入太高感到到不安，还因为自己是一名军人，我爱我的祖国！话道微评
1702518332# #转发微博
1702957431# #又一国将汉语纳入必修课，专家：国外超2亿人学习使用，汉语热会持续下去。据中国青年报日前报道：越南教育部12月5日正式批准汉语教科书，2024年起将汉语纳入小学三、四年级的必修课。越南成为第五个将汉语纳入必修课的国家。对此，相关专家表示，国外超2亿人学习使用中文，随着我国综合国力的提升，汉语
1699168492# #转发微博
1702526312# #这3类人烫发要慎重这3类人千万别轻易烫头【这3类人，千万别轻易烫头！】这3类人烫发要慎重俗话说，过年三件套：烫头、美甲、种睫毛。眼看着年底将至，不少人已将烫头提上日程。烫发导致头发物理或化学性受伤的情况屡见不鲜，那么，去烫发该注意哪些事宜？哪些人不能烫发？该如何拯救烫发后那又
1700042111# #苏大惠苏大帮江苏医惠保，实惠又好保，还剩45天，截止时间到。风吹半夏超话
1700387502# #马六甲困局将要结束了。。当地时间16日，泰国总理赛塔宣布正在启动耗资280亿美的马六甲路桥项目，可成为替代马六甲海峡的低成本、快速且安全的新通道，能节省4天时间，15%的运输成本。。这一项目将惠及多国，包括我们，俄罗斯，东亚国家，及东南亚国家。最不高兴的可能是新加坡了。。。替代马六甲海峡
1703581399# #女子遭未婚夫强奸曾逃出房呼救被拖回【男女订婚后算不算合法夫妻？】订婚强奸案受害人左右手臂均有淤青12月25日，山西省大同市阳高县人民法院一审公开宣判被告人席某某强奸一案，对席某某以强奸罪依法判处有期徒刑三年。该案审判长接受了记者采访，回答了社会大众关注的问题。记者：本案中的订婚
