1602822161# #快讯|广州花都发现1例新冠肺炎疑似病例快讯|广州花都发现1例新冠肺炎疑似病例
1640510372# #今天是伟人毛泽东涎辰128周年，谨以此文纪念:🌹🌹🌹🌹🌹。【纪】念伟人毛泽东。【念】恩不忘韶山冲。【毛】家润之主沉浮。【泽】光普照中国龙。【东】方日出彩霞飞。【诞】生救星济世穷。【辰】星璀璨明天宇。【一】世英名万古颂。【百】姓敬仰真佛祖。【二】话不言铭心中。【十】亿神州尽舜尧。【
1689588253# #搜狐新闻:【练肌肉=降血糖？3个方法帮你长肌肉，让血糖越来越平稳！-搜狐新闻】
1640687311# #分享视频
1684283138# #分享图片
1674867795# #分享图片
1552041780# #新浪邮箱问候语旅行是消除无知和仇恨的最好方法。
1624789696# #转发微博
1604966090# #凤凰新闻【特朗普下台后做什么？美媒已安排得明明白白】“不管我少赚了20亿美元，还是50亿美元，我都不在乎。我（当总统）是为了美国，为了美国人民。”2019年10月22日，美国总统特朗普在当天的内阁会议上“炫富”，...
1659586230# #神农架木鱼镇树林子里的交响乐
1687759460# #转发微博
1649142621# #转发微博
1670497580# #分享图片
1594199314# #夏季祛暑佳品
1621343931# #【新华社】我国首个单剂新型冠状病毒疫苗，在上海开始接种。与之前的疫苗相比，接种方式、接种年龄范围、安新华全媒+|只需打一针中国首个单剂新冠疫苗来了
1662508726# #亲们早上好！。今天是2022年9月7日星期三，阴历八月十二（白露）。。武汉市今天多云转阴天，东风二级，气温21℃~36℃，空气污染57（良），空气湿度98%。明天阴天，气温23℃~33℃。。总是观望别人的幸福，咀嚼自己的痛苦；仰望别人的成就，比照自己的短处，那美丽自然总在别处。
1572392415# #新浪邮箱问候语早安！看着初生的太阳，希望你的一天也如刚升起的红日一般！
1670028821# #早安吉祥🙏。解封不等于解防！管住自己的腿，管住自己的嘴，方能平安无恙！赞赞赞鲜花鲜花鲜花
1656630758# #分享图片
1612590264# #路过雪松路，拍下武汉人买年货，排长队
1685690811# #分享图片
1701601737# #搜狐新闻:【64岁大爷隔一天吃一次他汀，坚持5年，结果怎样？告诉你实情-搜狐新闻】
1669511474# #亲们早上好！。今天是2022年11月27日星期日，阴历十一月初四。。武汉市今天阴天转小雨，雾，东南风一级，气温12℃~21℃，空气污染56（良），空气湿度100%。。明天有中到大雨，气温10℃~17℃。。渴望得到欣赏是人的本性。一定要学会真诚地欣赏别人，因为每个人都有值得欣赏的
1620450938# #凤凰新闻【台前外事官员：澳大利亚与中国大陆对抗，稳输】
1570701075# #不可忽视“共餐制的危害”
1651625386# #分享图片
1613436287# #分享图片
1613263253# #分享图片
1586250730# #城门打开，疫情仍在，防控依然
1591869303# #我分享了的文章防控非常重要，没有出京不等于没有危险，最危险的是无症状感染者。出门戴口罩，勤洗手，与人保持距离，不聚集等；在家吃饭也要实行分餐制。
1701652574# #快乐是开心，糊涂是安心，牵挂是善心，问候是真心，祝福是诚心，愿我们天天都健康有颗童心！上午好！玫瑰玫瑰玫瑰
1687316699# #天然本底噪声对人体无害
1605749064# #凤凰新闻【拜登抗疫遇阻？美卫生部：正式确认大选结果前不会合作】亚历克斯&middot;阿扎（Getty）海外网11月19日电据CNN报道，美国卫生与公众服务部18日表态称，在正式确认大选结果前，该部门不会与拜登团队合作。此...
1599702075# #今天是教师节，祝所有的教师节日快乐！
1621333889# #凤凰新闻【美军向韩国釜山运入生物战剂外交部：请说明真实目的】5月18日，外交部发言人赵立坚主持例行记者会。有记者提问，据报道，韩国釜山市民团体持续举行抗议活动，要求关闭美军位于釜山港的生化实验室，将生化武器撤出韩国。当地...
1657671553# #亲们早上好！。今天是2022年7月13日星期三，阴历六月十五。。武汉市今天晴天，南风二级，气温30℃~36℃，空气污染32（优），空气湿度68%。明天晴天转多云，气温29℃~36℃。。生活里有太多的不确定，靠自己，才能无惧艰辛；靠别人，永远缺少安全感。别怪困难时没人扶你，人生就像攀
1601634240# #嗓子不适，揉揉大拇指（分享自
1666140666# #分享图片
1676943555# #【华为浏览器】把禁令当成儿戏？3000万的土耳其人高喊请命：让中国人接盘
1608683636# #分享图片
1547945639# #最近，被一位105岁老太太的“长寿秘诀”惊艳到了。出生于英国诺丁汉的老太太布兰德最近在105岁生日上说：我之所以能健康活到今天，得益于我工作勤恳，远离男性。今日头条
1589012563# #转发微博
1692017573# #《如何做个高质量的长寿老人？94岁心内科老教授讲述独家心得》如何做个高质量的长寿老人？94岁心内科老教授讲述独家心得老年生活要老有所乐、丰富多彩、不断学习、拥有良好的心态，尽力保持健康状态、享受天伦之乐、了解关心国家大事。规律作息，听子女安排，努力向阶段性目标
1608252645# #分享图片
1591226990# #凤凰新闻【美国政府刚刚发布命令：6月16日起暂停所有中国客运航班】本文转自【环球时报新媒体】；美国交通部3日发布命令，宣布将从本月16日起暂停所有中国航空公司执飞的中美定期客运航班，涉及中国国际航空、首都航空、东方航空、南方航...
1640166163# #各位老师好，根据最新疫情防控排查通知：。请各单位迅速对2021年12月19日（含）以来有河南省周口市沈丘县旅居史的来鄂返鄂人员迅速开展追踪排查工作。如排查出相关人员，请第一时间与社区联系（主校区联系华科大社区87542343，同济校区联系同济社区83694992）。。请各单位统计有关排查情况，于明日（12月
1669682427# #分享图片
1622039383# #凤凰新闻【告急！印度之后，越南疫情暴发，谁来撑起制造产能？】亚洲疫情又告急了。形势究竟有多糟糕？疫苗接种进展如何？原因何在？又对经济造成了怎样的伤害？这些问题都成了市场所关注的焦点。01疫情：卷土重来第二波疫情来袭，亚洲...
1583671512# #史上最美厕纸微笑赞
1606735562# #凤凰新闻【拜登提名美国史上首个全女性白宫高级通讯团队】本文转自【环球时报新媒体】；据路透社报道，美国当选总统拜登于当地时间11月29日宣布了即将成为白宫通讯团队的人选名单，这是一个全部由女性组成的团队。其中，奥巴马...
1616028822# #分享视频
1606735224# #凤凰新闻【《求是》杂志发表习近平总书记重要文章《建设中国特色中国风格中国气派的考古学，更好认识源远流长博大精深的中华文明》】新华社北京11月30日电12月1日出版的第23期《求是》杂志将发表中共中央总书记、国家主席、中央军委主席习近平的重要文章《建设中国特色中国风格中国气派的考古学，...
1550464378# #充足睡眠和心血管健康存在因果关系--科技--人民网（分享自
1594474178# #转发微博
1671789103# #搜狐新闻:【张文宏：预期一周内达到感染峰值，目前上海已感染的老人重症率低-搜狐新闻】
1647910829# #分享图片
1654741736# #各位老师好，根据最新疫情防控排查通知：。请各单位迅速对对2022年5月31日（含）以来有吉林省延边州和龙市崇善镇；6月1日（含）以来有吉林省延边州图们市月晴镇、内蒙古赤峰市林西县和云南省红河州河口县河口镇旅居史的来鄂返鄂人员迅速开展追踪排查工作。如排查出相关人员，请第一时间与社区联系（主校
1672108708# #亲们早上好！。今天是2022年12月27日星期二，阴历腊月初五。。武汉市今天阴天，霾，东北风一级，气温1℃~6℃，空气污染129（轻度污染），空气湿度75%。明天阴天，气温2℃~7℃。。一个人如果罕见地坚持了一件事情，也许不是意志的胜利，那只是习惯的支撑。习惯，帮我们把目标
1630463263# #学校幼儿园9月1号开学，看看孩子们在。做什么呢？
1640307072# #分享图片
1650372070# #大发疫情财？上海一男子囤菜25万，卖了175万！警方通报大发疫情财？上海一男子囤菜25万，卖了175万！警方通报
1668245282# #我分享了的头条文章
1610067626# #分享图片
1587444472# #阳台上晒太阳，观景
1635729435# #早安吉祥太阳玫瑰咖啡合十。人这一辈子，钱虽然重要，但是德行和人品更重要。任何时候，都不能为了钱，坑蒙拐骗，做恶害人。永远不要忘了：钱是生活用品，不是人生囚笼，你对钱的态度，决定你的人生高度，赚干净的钱，心安无畏，舍多余的钱，轻松不累！。玫瑰玫瑰玫瑰强强强
1698196892# #岁月告诉我们：有一颗知足的心，会快乐一辈子。有一颗善良的心，会平安一辈子。有一个童心，会年轻一辈子。早上好。
1628396178# #分享美景
1626517222# #今天老伴出去买菜，提回来的苋菜竟是一包烂的发臭的苋菜。因为下雨没有打开来看看，直接拎回家了。在这里主要是告诉大家，无论怎样，吃的东西不可马虎！
1654131080# #分享图片
1677646422# #转发微博
1649647603# #分享视频
1695011561# #分享图片
1608993435# #凤凰新闻【澳大利亚南极局：真幸运，有中国破冰船路过！】【环球网报道】中美联合援救的澳大利亚科考队员获救了。据英国广播公司（BBC）25日消息，在经历了长达5天的轮船、直升机和飞机救援过程后，一名患病的澳大利亚科考队...
1669509093# #分享图片
1685510580# #分享视频
1596409810# #早安吉祥
1681347711# #分享图片
1631492778# #分享图片
1685617037# #分享视频
1621512389# #分享视频
1600941635# #宁生穷命，不生穷相，老祖宗的两句名言，句句在理
1631183171# #四十五周年祭。。苍天不语，历史有答；。四十五年前您牵挂着的是人民；四十五年来，人民一直把您牵挂。。您权倾四海，却又穿了一生的补丁衣！一块红烧肥肉成了您最大的奢华，生活简朴，节省点滴，乡音无改……等等万千！我好像嗅到了您一身“农民土包子”的味道！您慈祥到像位农
1672810894# #分享图片
