1692014555# #7.28
1697687696# #这个身在美国，心在俄国的小V：这才是真正的粮食交易…允悲。。不知道他是什么水平，但看他的粉丝，貌似不太聪明的样子，他说；中俄交易必须用卢布，感恩俄国对中国的支持。。交易用卢布，我们如果收了大量卢布，除了跟俄国交易，还能跟哪个国家用卢布交易？正常贸易需要感恩？去查查最大的贸易伙伴都是
1701923058# #石家庄一地农村治安保险要求100％覆盖？官方：该保险非强制性
1699875917# #让子弹飞一会，看看接下来还会有什么事情发生
1695871176# #最近恒大、许家印有不少新闻…。。想起当年广州恒大两次夺得亚冠，中超七连冠。。想起当年皮带抢镜，意气风发。。对了，还有给任泽平天价年薪上新闻头条。。不到十年，留下万亿巨债，留下那么多烂尾楼…。。这十年的变化，让人唏嘘
1701829216# #43000新台币约等于9769.6000人民币
1702872708# #上午A股表现如何？和最近的新闻是不是保持一致？
1699508448# #失去了消息面的刺激，感觉A股又回到了存量资金内卷博弈的老路。。当题材炒完了就要小心一点
1691112465# #A股内卷的厉害，本周四把周五上涨的活先干了，如果周末的消息低于预期，下周一A股会怎么样？话说，下周是周三就开始想象利好出台吗？
1696564735# #假日都在传A股小作文：延长交易时间和部分T+0。。即便是真的，固然是利好，但远远不够。。就像一个癌症患者，他需要立刻手术，然而医生还在开普通药方，肯定治不好，而且会耽误病情的。。还有三天，看看周六日有没有大一点的消息
1692940449# #如何用碘盐防辐射哈哈
1702273715# #郑州外卖配送行业党委成立
1688088689# #昔日“公募新一哥”管理产品3个交易日大跌20%。。很多公墓、私墓都一样，都是追热点碰运气，运气好追到热点，净值排名领先，流量起来就能做大规模，然后继续加仓，有些还做一些老鼠仓。。所以把钱交给他们，还不如自己多学习，自己操作
1695372751# #现在还需要这样吗？我前几天刚去医院的，医院里，大部分人也不戴口罩了
1703136798# #大摩比嘴炮专业多了
1697852446# #各国在华投资企业数量一览。。孰轻孰重，应该心里有数。。多做对大多数人有利的事情
1696814372# #外媒称袭击致以色列至少300人死亡1500人受伤。。哈马斯屠杀平民和国际游客，有些人还为他们辩护，说都是因为以色列蚕食巴勒斯坦的领土…。。即便蚕食领土，是平民和国际游客干的吗？哈马斯杀他们干嘛？有本事找以色列政府和军队干啊。。再者，俄国占我们的领土比以色列占巴勒斯坦多多少倍？你们怎么还热衷
1697184475# #如果在任泽平和司马南之间做选择，毫不犹豫选择任泽平。。看看会不会借汝一物，以压众心哈哈
1697788579# #9天8人落马，现塌方式腐败！
1691639252# #以前可以说是骇人听闻，不过最近都听过好多了，感觉要换个词描述才行
1703850294# #A股2023年收关，沪指全年负上涨近4%，创业板负上涨近20%。。A股今年形势一片大好，做个小调查，你今年赚了多少？
1688607628# #昨天低位上车的民航股，今天有肉哈哈
1695780098# #A股中长期看不明白，也不敢乱说。。短期这两三个交易日没毛病。。问题不大，可以适当提高风险偏好程度
1692599737# #证券板块走势说明了很多…
1688955100# #怎么肥事？发现dy上的印度人越来越多……
1701416655# #被A股虐累了，周末开心一下，尤其是结尾一定要看，不会让你失望哈哈
1695799476# #踩缝纫机的水军大都有一套话术：。。如果你说的话有1%的瑕疵，牠们就专攻这1%，其它99%正确的他们不管。。如果你说的毫无破绽，牠们就开始颠倒黑白，人身攻击，贴标签，戴帽子，把水搅混。。比如牠们会说：果然是财经/律师/金融博主；对财经/律师/金融博主刻板的印象加深了…；你美爹/乌爹…你怎么不说；哪里
1697436006# #有人问：有安然公司的例子，为什么放着成熟的股市制度不用，A股偏偏要搞特色特殊？。。答曰：搞特色特殊，对投资者不利，对利益链有利；不搞特色特殊，对投资者有利，对利益链有利。利益链有钱有势，而投资者没有话语权，你说，结果会怎么样？
1690440018# #A股走强不能只靠嘴
1694609845# #今年上半年，中国对欧洲汽车出口量占中国整车出口总量的比重从2018年的5.7%升至39.1%，欧洲正成为中国新能源汽车“出海”的重要目的地。。。这种上升速度，被针对也不意外啊
1695202282# #国内油价或创年内最大涨幅。。经济压力大，喜迎油价上涨，遥遥领先哈哈。。A股如果能像国内油价一样坚挺，我等投资者天天跪着炒股嘻嘻
1702024652# #搜狐财经、搜狐新闻、财新网。。现在能看的也就这几个媒体了
1699448548# #冷眼旁观，如果这些都不改，牛市……
1701861301# #阿里献血事件小姑姑系退休工人。。退休工人的小姑姑谢谢一下五月天，不过分吧
1696816012# #影视股、旅游股下跌。。一者是因为炒股是超预期；另外，就是这次长假旅游消费、电影票房没有超预期
1692148366# #转发微博
1699953544# #难怪他被禁言了哈哈
1701740045# #今天看来又要参加A股3000点保卫战了。。年纪大了，都忘了这是第几次参加了。。各位投资者，钉耙、锄头、粪叉准备好了吗？
1700884604# #方星海：私募基金管理人要将文化建设各项要求纳入公司内部制度机制
1690247924# #今天A股会如何表现？
1688339718# #报警估计就让一人让一半，房主给2000，实际只要800，最后就算解决了太开心
1699791212# #大概和经济等各方面指标也很一致。。记得2015年到2017年，炒股的人特别多，微博上，财经股票的流量很高，现在财经股票人气不行
1701655146# #潘功胜：主动适应我国房地产市场重大转型战略上牢牢坚持“房住不炒”定位
1690856818# #都是想升官和保乌纱帽，看看疫情三年就清楚，
1689556371# #港交所全日停市
1694995701# #所以说，有些媒体，不要颠倒黑白。。我们都懂，只是我们不能拿你们怎么样而已
1692771601# #不要证券拉一下就为牛市激动一下，骗炮居多。。七夕刚过，有些人不要不长记性哈哈
1702955238# #国家发改委：从制度和法律上把对国企民企平等对待的要求落下来
1687566593# #多读点史书还是有用的，可以按照逻辑做一些预判。。上个月我就说了，祸起萧墙的大戏肯定会发生，今年必有大瓜吃。。哈哈，这么快就应验了。。今天必须纵酒放歌哈哈哈哈哈哈
1690288388# #这种玩意，第一时间就想到肯定是那些人的粉丝。。翻开一看，果然，于力、大妈、地瓜、沈亿…一个都不能少允悲允悲允悲。。天天被他们投喂，太可怕了笑cry笑cry笑cry
1693184887# #A50
1699340744# #央行副行长张青松：防范楼市出现过快过急的风险对楼市前景仍相当乐观
1698291233# #创业板一定程度代表着民营企业的状况。。有点让人忧心
1697520903# #金地集团逼近跌停。。漫漫阴跌之后，突然没有理由的大跌，可能是到达机构的平仓线，被动平仓的，很恐怖，越跌风险越大。。看看曾经的招保万金，A股地产股的金字招牌跌成啥样了。。高速发展的经济是房地产的动力，如今全球经济不景气，国内城市化已基本完成，再把房地产当支柱产业有点困难了，而基建投资又带
1689634960# #恒大集团负债总额2.58万亿。。都说欠钱的是大爷，那欠2.58万亿估计是祖宗了吧。。2008年，四万亿救市，很多人惊呼数字之大。。现在一个企业都敢负债两万亿了允悲
1701577108# #都稳中向好，A股即将迎来史诗级大牛市……。。还醒什么呢？
1695436513# #记住他
1688523632# #低吸了一点底部的民航股，持有几天做短线。。小仓位试试水，之前无人驾驶板块算是卖飞了
1699431308# #抓住机会解套啊，过了这个村就没那个店了。。下次风口不知道是猴年马月呢
1695538512# #这样的活力十足的城市，想起去年，真的不可思议
1695375721# #快去请外资进场…
1701757283# #银行员工举报被领导施压发生关系。。有些企业领导，还是太闲、太有钱了。。台上人模狗样，台下男盗女娼
1694915599# #比那个严重多了。
1695697244# #油价还能回到五元时代吗？。。个人看法，哪怕是原油期货跌成负的也不可能了。。决定油价涨跌的因素有很多，最重要的不是国际原油价格的变化，而是一些人的欲望
1691887086# #嘻嘻
1695780187# #话音刚落，指数就开始拉升了
1689776363# #goodgoodgood
1689238084# #不不不，都是待富人群
1695258256# #该怎么做呢？
1697722095# #新华时评：持续向好，“中国经济衰退论”可休矣。。环球时报:美国对中国最聪明学生已失去魅力。
1691039598# #有小作文吗？
1692843800# #【黄金概念股震荡拉升中润资源涨超8%】中润资源涨超8%，盛达资源、西部矿业涨超6%，晓程科技、老凤祥、银泰黄金、山东黄金等跟涨。。。消息面上，据中国黄金协会网站，1-7月，上海黄金交易所全部黄金品种累计成交量单边12426.722吨，同比上升8.22%，累计成交额单边5.4000万亿元，同比上升20.65%。
