1701737709# #赞
1703310358# #这种说法，有点像传销口吻，投资本是技术活，都是有风险的，谁也保证不了一定就把肠子赚红或悔青，做好我们自身，让外资不请自来，方是正道……
1703753853# #真有这么神奇？武汉理工大学何放勋老师课堂演示“催眠术”，学生直呼惊呆了……郎摘新闻超话
1694990270# #胡锡进我们正迎来火爆的十一黄金周为了他这则评论，单独又给个热点话题，也是拚了。当然，经济复苏乃众望所归，希望今年的十一黄金周不仅仅是人潮澎湃，更愿意看到实实在在的消费。
1690862840# #抓狂
1699619179# #贪腐近10个亿，只是死缓？
1694318423# #警方通报大学生出地铁站后失踪当下流行内卷，可苦了咱们的大学生，本来他们的学业就很累人，加上实习、就业压力与日俱增，如果社会再不重视对他们的人文关怀、心理疏导，悲剧将难免重演🙏
1695015840# #不以衣帽取人允悲
1689162386# #你知道么？影视剧里的演员们，吃饭为啥只吃花生米不夹菜吃……郎摘新闻超话允悲允悲允悲
1693739970# #你知道吗？拯救了无数人生命的三点式安全带，最初却受到了无数的嘲讽，被称为是反人类且无用的设计……郎摘新闻超话
1698207092# #中国好闺蜜心赞
1703166017# #赞
1690160991# #福建漳州，女孩海边沙滩玩耍忽然落入海中，父亲去施救结果双双溺水，附近店铺老板夫妻二人果断跳海救人：父女俩已平安……心赞郎摘新闻超话（来源：大象新闻）抱抱抱抱
1695635673# #茶雅瓷美，挺好的赞
1696559764# #这……徐州婚礼场地被村民连夜搬空吃惊【婚庆负责人：被村民私自处理，已报警】近日，有网友爆料自己婚庆公司搭建的婚礼场地被连夜搬空。10月5日，该婚庆公司负责人大晓告诉海报新闻记者，他们在10月2日晚8点开始搭台，10月3日凌晨3点结束，早晨7点发现整个场地都被搬空了。后来，他们经过多方打
1700980948# #公安部就电诈犯罪惩戒办法征求意见【实施电诈被追刑责惩戒期限3年为深入贯彻落实《中华人民共和国反电信网络诈骗法》，近日，公安部会同有关主管部门起草了《电信网络诈骗及其关联违法犯罪联合惩戒办法（征求意见稿）》，面向社会广泛征求意见。话筒郎摘新闻超话（央视新闻客户端）
1695624511# #三百六十行，行行出状元。赞
1697600212# #淄博民警腾出宿舍让游客母子过夜山东淄博。10月3日，两位母亲带着孩子来到山东淄博游玩，但是晚上住宿的时候，发现酒店都客满了，孩子都在车上要睡着了。两位母亲抱着试试看的心态，向派出所民警求助。。派出所民警予以热情接待，发现确实酒店爆满，就跟孩子妈妈表示，那只能将车停在派出
1702389826# #周海媚去世看过她不少影视作品，太可惜了，才57岁……蜡烛
1698375496# #泪🙏蜡烛
1696128723# #国庆假期停车难一派出所对外开放赞【网友：安全感倍增】9月30日，湖北襄阳。中秋国庆假期街道拥堵停车难，南漳县一派出所为方便民众出行，对外开放停车。网友评论，安全感倍增，车窗都不用关了。郎摘新闻超话
1689307922# #允悲
1699255622# #把爱好当事业，没点勇气还真不行赞
1692368211# #赞
1703504091# #不愧为经典，《孙子兵法》中的“智”既涵盖了孙武毕生的军事谋略，也象征着中华民族的智慧结晶，如今它已渗透到了我们社会生活的各个方面，人们仍然可以从《孙子兵法》中汲取智慧，应用于商业策略、人际交往等多个层面。
1691475392# #藏族女孩误闯日本导演镜头，她的人生轨迹，竟因此彻底发生改变！话说这视频拍的真好，非常非常真实感人……心赞郎摘新闻超话
1690248479# #日本第一批不婚的人开始后悔了我不支持不婚，但不反对极少数个人不婚主张，任何一个人，都有个人选择的权利。也许，人做任何选择都有可能会后悔，总觉得不如另一项选择好些，这便是人性使然！v光计划
1700881587# #中基协要求从业人员不得炫富先富而不炫，千万别刺激了基民……doge
1697938842# #唉！
1693197588# #自己买的二等座跑商务座来坐了一个多小时，人家说了几遍你都好像屁股焊座椅上了一样，人家买的票你在这霸占着，最后乘警来了才乖乖让座……郎摘新闻超话
1703562978# #允悲
1697510535# #发电风车叶片被游客当成跷跷板玩耍抓狂10月15日，河北保定一风力发电大风车叶片被当跷跷板，5名游客在上面“荡秋千”拍照。行业内知情人士称：该设备一套（共3片）价值近百万，风叶在设计上有一定的角度，人员在上面荡会造成不可逆的损伤。郎摘新闻超话
1699263910# #赞
1690250268# #也对允悲允悲允悲
1698882210# #抓狂
1696421269# #这点，我认同……
1698567056# #一年平均5场马拉松，毅力真的可以赞
1690959914# #女孩被冲到水流中包子店老板勇敢施救【英雄！鲜花赞】7月31日，北京门头沟。许鲜包子（贸易大楼店）老板程冬冬（1992年1月出生，安徽人）因收到防汛红色预警宣传信息，未到店营业。中午11点多，在二楼家中发现有位女士在屋外窗下避雨躲水，突然山洪冲下，水位暴涨，不一会儿就没到女孩儿胸口，把
1692528277# #赞
1702211421# #好的紫砂壶作品，令人赏心悦目
1693696500# #郎摘新闻超话墓地保洁员：每月收入8000快，绝不加班，水果免费吃，偶尔还有人给茅台酒……（视频转自网络）
1696808305# #95.2%的主播月收入5000元以下说的是事实，与许多主播打过交道，其实她或他也就是普通打工人，真正赚大钱的，主要还是头部主播。
1696573453# #小车错过路口，竟横跨三车道压实线变道，结果被后车直接撞飞，交警认定其承担全部责任……郎摘新闻超话
1693013400# #赞
1703903726# #人生巅峰……郎摘新闻超话
1701818400# #这还不方便透露，我能说，是没脸皮透露么？如此假货、劣货，得有多贪心、多狠心才敢供应学校。退一万步讲，即便是货真价实的床垫，作为普通学生，3000元已够奢华了，居然还是这等货色？怒
1689847750# #没有危险时爸爸就是最大的危险父亲……允悲允悲允悲郎摘新闻超话
1703072729# #如果散户都挣钱了，挣谁的钱……吃惊郎摘新闻超话
1701000163# #俄3名特工在乌克兰吃外卖中毒身亡外卖被掺老鼠药和砒霜，乌方称是反抗行动……郎摘新闻超话
1701587582# #12月3日，河北邢台。解清帅回家后陪爸爸妈妈吃第一顿早餐，妈妈亲手为儿子剥好鸡蛋，一家人幸福满满……心郎摘新闻超话
1691285012# #各位怎么选？说来看看允悲
1700204597# #女子裸辞做旅行博主投入几十万零收入近日，一位家住安徽的女子，裸辞买房车做旅行博主，结果一趟下来投入几十万收入为零引发热议。女子介绍，自己北漂10年才发现，忙忙碌碌这些年，竟然没去过任何著名的景点，随后选择裸辞买房车准备做旅行博主，女子表示：本想着一边出去玩，一边拍一些视频，结果玩
1695385582# #哈哈
1699581940# #秒杀4折！VPlus双11惠聚周年庆秒杀已开启，10点至19点，每个整点限量发放5张秒杀券，去订阅页抢我的“双11底价秒杀券”，全年订阅最低价，拼手速先到先得，点击订阅↓↓苹果ios用户支付方法：
1702691911# #货车司机大雪天淋成雪人流泪感慨12月15日，内蒙古呼伦贝尔。货车司机大雪天淋成雪人流泪感慨：下辈子要好好上学……🙏郎摘新闻超话
1702814292# #宫斗不牢靠，业务素质及能力才是立身之本，各位意下如何？疑问
1696748396# #令人唏嘘！车辆发生故障，司机下车摆放三角牌，往回走的路上被后车撞飞当场身亡……伤心郎摘新闻超话
1702109088# #幸福原本是多样的，好的闺蜜也能让人感到不一样的幸福，当然，这方面，还是女生懂的比男生多点儿……允悲心赞
1702608370# #普京让新华社记者先于纽约时报提问普京打断佩斯科夫让新华社记者先提问【记者会上佩斯科夫让《纽约时报》记者提问，普京打断：让新华社先问】12月14日，俄罗斯总统普京在莫斯科举行年度记者会。综合“今日俄罗斯”（RT）、“News.ru”新闻网等多家俄媒报道，当记者会现场多名记者举手提问时，主持
1690284475# #好人心赞
1689289209# #郑州一小学强制家长轮流站岗中国的家长真累，“安全是每位家长都很关注的事情”，这不是废话么？！值得家长关注的多去了，比如教学质量，是不是安排家长家长轮流旁听打分？比如食堂卫生，是不是安排家长每天前去当卫生监督员？比如班主任生孩子，是不是安排家长上门轮值换尿布？……v光计划
1696232894# #景区表演仙女下凡……郎摘新闻超话
1703577609# #美特斯邦威上万件羽绒服抵达震区这才真是雪中送炭！现在震区的气温那么低，正是缺御寒衣服的时候，美特斯邦威此时向灾区捐赠上万件羽绒服，恰恰是为受灾群众送去温暖。相信在全社会的关爱下，灾区人民一定能度过难关，重建美好家园。心拳头🙏
1698125873# #刘纪鹏：A股不涨赖不着美国，也赖不着经济发展不好，也不是钱少，我们要反思股市制度是不是公平……郎摘新闻超话
1692484983# #书法这墨汁和宣纸不要钱？书法给糟践成这样，成啥体统？白眼抓狂郎摘新闻超话
1697078601# #四母探郎！沈阳市文旅局的一场新闻发布会上，文旅局长照本宣科都将京剧名剧《四郎探母》读成《四母探郎》……允悲允悲允悲沈阳文旅局道歉
1689111347# #无锡警方这份通报，详实、客观赞赞赞
1696640148# #普通人也不能如此害人
1692970983# #美国宇航局发布了直升机在火星上飞行的罕见镜头。这是一架在另一个星球上飞行的怪异直升机……（转）～
1701050770# #抓狂
1689413314# #残疾老人1000元卖粮款被拖欠，民警霸气讨回后，老人的举动让人泪目……泪郎摘新闻超话
1690971186# #赞
1690323102# #男顾客叫嚣:服务行业低人一等不配道歉真的假的？太嚣张了！抓狂怒7月24日，广东深圳｡一男顾客无故推搡拉拽暑假工女生，她受委屈后哭了很久。店长得知情况后，带着女生要求涉事男子道歉，未料男子非但不道歉，还冲着女生和店长叫嚣：“服务行业低人一等，不配道歉！”（转）郎摘新闻超话
1693401903# #开心就好鲜花
1697407480# #任正非回答美籍员工疑虑，华为对美国没有威胁。任正非：华为超越美国，只是一小点点过，有一种精神鼓励，美国国家太庞大了，所以我们是不可能超越的，但是我们也不能自甘，说我们永远都不超过美国，不是所有领先美国的东西都会对美国构成威胁……郎摘新闻超话
