1688810113# #她的舌头为什么那么长
1692852157# #日本开始排核废水了，有什么办法吗，这世道就是坏人作恶没法管。不过污染了大海日本人吃海鲜最多的，最后还是吃到自己肚子里。天会谴责你的
1700272796# #找个厕所拉屎
1703508091# #受访者平均预期退休年龄为58岁50岁就给我一份养老金吧，实在干不动了，也没人要了
1689334295# #这不比井川里予好看多了
1697947121# #都中午了快醒醒别做梦了
1690722208# #为什么不插
1696423838# #白那么激动了
1690067157# #今天大暑，再坚持坚持下月立秋了
1698329444# #为什么我去你媳妇就先要钱呢
1703685651# #你挣多少工资
1703073076# #爱妃哈哈
1694438834# #男人就应该拿得起放得下
1700692783# #羡慕别人的早餐
1703182597# #冬至哇！好运来袭！我抽中了的现金红包，你也快来试试手气吧，比比谁抢得多！
1697715890# #特斯拉美股盘前跌超7%特斯拉发生什么了，为什么一直跌？
1689230714# #难得好媳妇
1690293097# #靠裸分常州市没人能考上清华北大了
1701611019# #我勒个去套路太深了
1697799144# #连环保女孩都都支持加沙了，你看以色列和美帝这次怎么办。
1687264833# #小姑娘说的没错啊
1702538267# #这才叫飒爽英姿
1703370439# #董宇辉成立公司与辉同行终于自己单干了
1687573048# #这媳妇还是挺好玩的
1688164166# #分就是钱，钱就是分
1688149687# #犹抱琵琶不遮面
1691559059# #腿好长啊
1698894706# #没单子来吃碗面
1697788482# #你舍得娃判给她爹啊
1696969583# #网传一中学运动会表演刺杀安倍多大的事，他们都是孩子。你们这么上纲上线吓着孩子合适吗？
1691418670# #谁媳妇快领走
1692408420# #星期六都没单子doge常州跑滴滴之现状doge
1697890568# #鱿鱼怎么辱犹了？doge
1697249888# #加沙约5500名孕妇面临资源短缺全部来中国生的孩子入中国籍，接受九年义务教育。哈哈哈哈哈哈
1698032012# #初中小学的家长看不上常州大学，高中家长担心考不上常州大学允悲允悲允悲允悲
1692537687# #米酒也能喝醉，只要是纯良酿造的都会醉。
1693969491# #俩小时没单子了，从洛阳镇到横林镇现在又来遥观镇了。没单子，苦啊苦涩苦涩苦涩
1701397084# #警方通报网红校长郑强被传包养情妇抓得好
1700446293# #忙碌拥堵的周一终于停下来了，先去拉屎再说吧。
1687272668# #新疆大雪山
1699321588# #天下一家啊
1697900259# #这玩意吓死了能走的动吗
1695294667# #你俩别动了。
1693967792# #哈哈二人转就是好玩
1692666114# #现在都挺会打车的，35公里去火车站打花小猪才五十。早高峰市区堵的要死。都这么精明吗？大概司机都是傻子吧。也不知道谁接单去跑了。
1695779183# #怀胎
1691200571# #这次滴滴下的决心好大，你不开特惠，周围就是没车了，也不派单给你，到底是司机胜利还是滴滴平台胜利？谁能笑到最后？doge
1695432725# #秋分有些屌丝学会了只勾选特惠的，那没办法。罗西那边的九号公司有几个屌丝就学会了，每次只选特惠，四个人花六块钱，比公交车都便宜。
1697293284# #会计专业有必要开下去吗
1700619391# #以色列大兵的战斗力
1693826792# #我就没喝过茅台，不知道茅台是什么味道。doge
1695855727# #牛逼的人生
1703072668# #你们在干什么
1692233041# #卑微的爱情
1695472464# #秋分大半夜雨这么大就别总是发特惠单了。
1688543632# #送个机场单，等了一个小时了也没单子。各大平台疯狂杀价，这没意思，怎么还没有平台做不下去倒闭呢。
1697609414# #中国将全面取消制造业领域外资准入限制措施外资工厂能打赢民企吗？
1701132018# #花小猪正常的，滴滴还是不行
1690979625# #被滴滴欺负的一天
1687083256# #丝袜好看
1695859515# #花小猪的单子越来越少高峰期免佣基本是没单。为啥，你总是低价抢单，司机看了恶心直接删掉，乘客掉头就去滴滴打车了。所以低价抢单就是这个恶果。。还有高德带一百多个小弟也干不过滴滴的，高德但凡有一单没接成就处罚司机停运扣钱，搞得司机没法活下去，很多司机觉得滴滴太黑过来跑高德，结果发现高德
1702961663# #地震自救的逃生指南净干一些没用的大半夜你来得及跑啊
1701561054# #剧本是这样的吗
1700996189# #阿根廷候任总统团队正认真分析加入金砖可能性有前途，说一套忽悠选票，做一套向大佬下跪哈哈哈哈哈哈
1701518796# #跑了一下午刚好点又加重了，浑身冷没劲。doge
1687489417# #说吧你想怎么死
1693802306# #你们要的瑞幸茅台咖啡来了
1688284230# #老妹儿高考听力可是满分啊
1694852741# #生完孩子这水平还配不上你啊哈哈
1697590194# #言之有理
1687082350# #说好的一车传三代
1687220011# #学费高校涨学费又让80后赶上了：九菜能不能换一茬人割？。。80后最大的已经43岁，算下来2024年他们的孩子就要上大学了，也就是说，计划执行新收费标准的第一年，又是对80后父母的一次精准狙击。。。80后上小学，上中学，义务教育要收费，多少人因为贫穷被迫辍学。。80后上大学了，大学不包分配了。。80后
1703643350# #送你个媳妇
1703046920# #安心包是坑人的，滴滴拿80%，你拿20%，亏死了
1690120942# #太湖之畔
1690595590# #无题
1687174720# #喝茅台吃冬虫夏草抱怨老婆不爱我
1696559731# #到处都是空车日子难过啊doge
1696503776# #这个包含加班费吧
1689583481# #溧阳金坛的滴滴价格令人发指
1702859317# #常州大雪飞
1698965485# #滴滴快车从此退出江湖了，打车人的春天来了。
1703181869# #冰冷的夜起来上厕所
1697672735# #特斯拉Q3净利润几乎腰斩发生了什么，利润哪里去了？
1695185160# #今天滴滴一单没派呢，还派个单给我吗？
1691106072# #一个多小时了滴滴不派单，就跑了小猪一单。
1703628369# #去力为“劫”，执力成“势”。。心法之外，财力权力绝不可缺，否则必受苦难，低人一等。此谓少力成“劣”。。。修力不修心，伤神又劳形；。修心不修力，处处受欺凌。。。总结的不错
1697328340# #这几天修车没去跑滴滴，在家躺的浑身疼
1687400959# #今天加油送粽子哈哈
1687671610# #现在还有草莓吗
1701212637# #芒格去世再见了
1688648513# #往死里卷的奶茶店
1703686083# #雷军连续多条微博致敬同行宝马奔驰奥迪大众丰田怎么想
1696636154# #哈哈
1690050185# #这就是你要的结果？
1699515614# #花小猪垃圾单一堆，关掉不听了。烦得很
1697520848# #中午又困了
1692854832# #日本飞鼠萌到不真实这只耗子喝核废水吗？
1691287222# #都十点了还没跑到钱doge
1698802611# #就你那么坏
1693911181# #好好的免佣时间没单子苦涩
1699583564# #真功夫
1694666907# #特惠一关马上停止派单摊手
1687154964# #当家做主
1700287749# #美帝就别在霍霍大熊猫了
1695603640# #支付宝又一轮发红包快来领吧
1696659117# #这个屁来的真是时候
1697672894# #全面取消制造业外资准入限制原来有什么限制吗？不都是允许外资来办厂吗？
1697249364# #大嫂就是大嫂
1697207007# #网约车肯定亏啊，出租车都是特供的车六万五一辆，跑一百万公里。网约车十五万一辆跑六十万公里。出租车价格高一天跑二百公里挣六百流水。网约车跑三百公里都不敢说有四百流水。
1692699560# #村里的七夕
1687155070# #帅哥也抢手
1696111023# #我的十一Plog屁股真大
1703203941# #妈的早高峰拼了三单，都迟到了呲牙这就是滴滴干的好事
1695127911# #越南这么好吗
1690969245# #有个问题常州那个见义勇为的司机，以后是不是就是滴滴特权号，只接大单了
1702173872# #这样炸甘蔗汁治咳凑吗
1699444408# #截至目前，孟羽童微博粉丝数超29万，小红书粉丝数超130万，抖音粉丝数超210万。。。据蓝鲸财经此前报道，知情人士称目前她在小红书平台没有报价，前几个月报价则在18万-22万之间。如果按18-22万每条计算，孟羽童一年半来仅小红书广告收入或许就能达到400万元。。。而据21世纪经济报道，一位直播电商领域资
1701522196# #网易成立于1997年，创始人丁磊。。腾讯成立于1998年，创始人马化腾。。搜狐成立于1998年，创始人张朝阳。。新浪成立于1998年，创始人王志东。。京东成立于1998年，创始人刘强东。。阿里巴巴成立于1999年，创始人马云和十八罗汉。。携程网成立于1999年，创始人梁建章，范敏等人。。百度成立于2000年，创始人李
1701643935# #生病过程晚上睡觉也是受罪。每次醒了先咳痰
1689216519# #一个女同学说，她去相亲的时候，最怕听到男生的要求是想找一个贤惠，懂事，孝顺，温柔的女生，一般听到其中的2个词拔腿就跑。。。但发现很多男生对此不明白，他们会认为：这些难道不是优点吗？不是夸这个女生很好的意思吗？。。客观说，这些词汇不是贬义词，但是可能应用在具体的场景下，带来的效果也会不
1694676324# #滴滴我不是拒绝特惠，是拒绝垃圾单，20公里25块钱，12公里16块钱，还是跑去无锡交界处村里，双倍路程空反回来五毛钱一公里啊，亏死吗？你说高频取消订单就取消了，咋滴吧。
1702758585# #阿根廷11省宣布进入经济紧急状态哭泣的阿根廷
1696137065# #哇塞
1697157892# #租金再买一套
1700349198# #烂尾楼对世界的伤害
1695261840# #多好的女人啊只会花钱
1687302866# #夏至她们一定很痛苦吧如何才能帮到她们？
1700052343# #3月以来清理35万集有害微短剧这么多垃圾
1692260224# #调头往回跑
1688589394# #李玟抑郁杀死了她
1693713569# #真灵巧哦
1696812655# #年轻人这么会玩吗
1697692772# #道家在超度爱丽丝哈哈
1699571604# #早上好
1693897435# #无处可逃啊
1689892089# #慢慢吃不着急
1704205856# #雷军50万以内有对手吗我建议国产车搞一个赛事，越野拉力，赛道跑圈都可以。
1694485150# #下雨天过了九点就没单泪
1690036440# #太坑人了
1698741856# #恒大歌舞团团长白珊珊发声说吧什么时候开始带货
1687142610# #千秋大业一壶茶
1703984161# #今天被动躺平啊
1702823811# #买的啥棉裤啊
1691288390# #滴滴的特惠九公里十三块钱。dogedogedoge，还要接驾两公里呢。现在跑滴滴真的不如跑花小猪，小猪上的低价单还可以删掉。滴滴呢，判责，妈的。
1695006631# #对你就是瞎
1700721045# #不想接特惠了，找个地方玩会手机
1693142028# #期待这部电影
1687328210# #生活就🉐有追求
1697679407# #9月一线城市新建商品住宅销售价格环比持平二手房呢
1700607072# #带劲不
1699197576# #这个电梯要是没站稳滚下去了怎么办
1700727311# #老家的焖子肠子烧鸡杂拌还是很不错的。
1703423432# #这个分配方案有什么不对吗董宇辉成立公司与辉同行
1696480676# #我的十一Plog这就开始订单不足了doge
1687880483# #成都美女多啊
1700157313# #看片还得是姐姐啊
1690621742# #滴滴平台恶意判责司机连个申诉入口都没有了，真几把操蛋。
1703369968# #我国未成年人互联网普及率达97.2%都在打游戏
1692324667# #一次量还挺大
1688854914# #出车跑滴滴啦
1696881631# #这舌头比那话儿都大
1693795077# #原来你是这样的女朋友
1692842992# #大笨猫
1692251808# #正点
1693286641# #猛一看花儿真好看的
1703710345# #姥姥家人说像爸爸，奶奶家人说像妈妈
1690437053# #想孩子了就回家看看
1698473420# #金色秋天
1687331078# #罗翔都搞不定996
1697064451# #儿子月考一塌糊涂，这样混日子也只能找个最差的高中混了。这小子报喜不报忧，考的好的几门回来说说，差的闭口不谈。问他也不吭声了，一说目标就怂不敢想。
1698130721# #国考还有152个职位无人报考不会是西藏甘肃一些艰苦地区的岗位吧
1694699572# #我爱足球
1698421709# #渣男取回来就不玩了
1695589026# #公交车还有什么必要存在吗？打个滴滴三公里才几块钱。小电驴十公里半小时。十公里公交车得跑俩小时。公交车密集区域严重阻碍了交通。
1688942280# #高考录取开始了吧，材料学听说走出天坑了你报了没有？
1696773058# #跳的好看
1690606121# #都喜欢
1692018150# #打灰开裂怎么办水电要改怎么办？
1700866954# #哈哈太坏了
1689202342# #记得08年在烧烤摊吃烧烤，对面一桌子混子有人对她吹口哨，来拉她去一起喝酒，我喝多了，抽出随身带的卡篝刀，上去就是一刀，这一刀下去就是十一年，我记得进去的时候满大街还都放着求佛、披着羊皮的狼、寂寞沙洲冷等等·····十一年了物是人非，去年她来看过我一次，告诉我她要结婚了，我没告诉她减刑的
1687664689# #加拿大的大街上
1701323529# #你媳妇说得对
1697114970# #言之有理啊，以，色，列，人。
1701351152# #三百丢哪里了，我去捡
1699358372# #跳绳跳的不错
1691048340# #挺漂亮的怎么就看不上呢
1700858361# #中医马上就发扬光大了
1690532745# #台风带来的
1695627541# #关系户承包学校食堂比预制菜更可恨这是为预制菜开路啊，关系户包食堂不好，你加强监管就好了，实在不行他们做菜卖菜全程抖音直播不就好了吗。预制菜也可以是关系户代工做的啊。
1699952500# #总是没单子，狗滴不派，小猪走哪里都不响doge
1700105423# #多渠道增加城乡居民收入你让滴滴取消特惠
1699382191# #立冬娶老婆的话你选大姐还是二姐
1687232422# #烟草要你你不去你会后悔的
1691130411# #谁来给翻译一下怎么回事
1699104851# #今晚你去看演唱会了吗
1703925284# #薛家九村的公厕里开了暖气
1688645449# #滴滴套路深我玩不过你，今天六点四十就不再派单了，我怎么玩任务，明天我有必要领取吗？
1698203457# #哈哈都得把你折腾死
1690036490# #看大腿
1696227007# #没有了免佣金花小猪的单子就没有价值了哈哈
1692591927# #晚上加班不好吗
1698766199# #深夜不要一个人去露营
1687600272# #不派单收车回家了，看着区域内都是单子但是不派给我，车都派空了，大概是因为没有起步价的吧。
1693032672# #玩的有点刺激
1698124186# #已缉捕电诈集团重大头目和骨干387名是不是有一种谈笑间樯橹灰飞烟灭的感觉。需要出兵吗？
1698435965# #一鲸落万物生
1696652160# #日本海鲜滞销堆积成山禁止日本人打捞海鲜
1700451803# #这太危险了
1698607032# #都挺大
1688918157# #滴滴还有这样的吗？
1695107456# #特惠一开单子马上进来，特惠一关安静半天。使劲憋单子，就是不给你派单哈哈
1703126008# #网约车为什么总是臭臭的常州很多女司机
1701415334# #回来躺着了烧的浑身没劲。吃点药躺着。
1696146260# #明明是我先收车，你们后派单来的，不要整个什么纠纷人员来忽悠我，什么叫收车过程？我收个车还需要多复杂的操作吗？还需要鼓捣几分钟吗？你们不要来故意瞎搅和，我没有责任，就是平台的问题。
1688500856# #相互伤害
1696232892# #滴滴更坏专门挑起步价的单子给我，大单只是给我看看一个都抢不到摊手
1691558996# #言之有理
1693394542# #日政客称中国游客想入境先吃福岛海产真是一个好主意
1699012276# #玩偶姐姐破产了，怎么回事？
1688185032# #猪有本事
1687990444# #上半年即将结束，社会上出现了几个反常现象！。第一个反常现象，今年已有100万人买高档汽车。仅前5个月，国内30万元以上车型的累计零售销量达到104万辆，增速更是超过35%，远超30万元以下的车型增速。这说明中国居民还是非常富裕，并且消费欲望强烈，再加上各大车企在价格优惠上力度不小，有力刺激了
1695645636# #猪头肉45一斤，肥肠80一斤，原来下三滥没营养的东西今天高攀不起了。葡萄十几块钱一斤一串三十，尝都不敢尝了doge
1692155075# #言之有理有自知之明
1692923606# #自从关闭了特惠一口价就再也没有接到过去第一人民医院的单子。
1694958991# #这不是宿便吗
1691238272# #到底啥车啊
1692410261# #这日子过的幸福
1687964893# #你太坏了
1689117441# #早高峰第一单，人民医院，滴滴对我可真好。
1687131139# #暴雨来了车都打不到
1689949112# #这去趟杭州代驾发财了
1702780082# #又删了狗滴一单，妈的最烦路口派单，都顶到斑马线了怎么变道，过了路口你说进辅路，辅路没看见进了非机动车道。艹。
1689743261# #恒大到底欠了多少钱，钱又去了哪里？
1692838366# #今天早高峰太堵了，薛家的高架入口关闭了不让走。运河路的高架入口堵了两公里七分钟。这要是一口价特惠亏死了。
1698700798# #伊能静的好儿子
1696769426# #完蛋了分手
1703399087# #中国女子在日本滑雪被雪掩埋不幸去世日本人就不管吗
1695206345# #外资品牌化妆品是不是特别想干掉花西子
1701154260# #听说是澳门的妹子
1703036441# #盖茨称人工智能可以让世界变得更加公平你来跑滴滴，送外卖试试。看看公平吗
1691758713# #真的被冤枉了
1694579153# #常州都要博士了
1700179325# #早高峰我在刷美女看doge
1698376193# #滴滴没单子，找个地方吃碗面
1695353301# #手机昨晚突然坏了，今天马上来店里买了个新手机。doge
1690469302# #有个智障男友好处多
1701700701# #这娃可以的
1698479070# #滴滴不派单，花小猪跑的心烦，看会美女。
1697200597# #说的有道理，以后我们全世界都师出有名了，想拿捏谁就拿捏谁。你欺负我家孩子了揍你，你欺负我家亲戚了揍他。dogedogedogedoge
1692024156# #佩服她老公
1689891911# #又开始给我塞粉了吗，没用啊，不给流量，不给钱的。
1695217413# #身手敏捷
1689518358# #就算是下雨也挡不住常州人的热情
1698345857# #吓死我了
1697847443# #12306回应200克葡萄售价60元建议外包公司引入三家开展竞争，不要垄断。
1697624987# #还是打仗来钱快，大炮一响黄金万两。
1690759194# #“七月再见，八月你好，往后余生有爱则爱，无爱则待，不亏待每一份纯粹的热忱，不讨好任何一丝刻意的冷漠，往后余生一切顺其自然！”&nbsp;
1693378509# #今天中元节天黑就回家
1687927329# #走爬长城去
1697157047# #她姥姥是中国人允悲
1687431630# #相亲能遇到这么漂亮的妹子
1688121016# #去这里看电影啊
1703196400# #好消息，今天周五了
1691475979# #愁啊，滴滴不派单，花小猪上没有什么好单子。就六块钱的起步价，都有司机在抢，你至于吗？我真的不接起步价的。
1698039223# #报应来的这么快
1702990305# #2023年成品油调价以六连跌收官多少钱一升了？
1697964407# #事实和真相不重要，那些人只为自己的利益活着。
1687154945# #中国建筑真厉害
1690036475# #大腿挺软啊
1701222362# #资本是有国界的：我美帝发明比特币数字货币是来割世界韭菜的，怎么允许你割我韭菜？。。华人前首富、币安的老板赵长鹏，当时巅峰的身价有上千亿美刀。币安交易所的成交量已经超过了港交所，是全球第一加密货币交易所，每天的交易手续费收入都几亿美金。。。这段时间被美国传唤，认罪罚了几十亿美金，结果美
1692250298# #下大雨一个好单子也没有
1695797351# #苏通大桥江阴大桥开始堵车了
1698062734# #以色列也是腮帮子硬，最开始什么24小时最后通牒，到现在两周了，也没见开进加沙。摊手
1703986953# #吃火锅
1695815930# #大企业家要有大格局
1696318222# #你的前任发胖了吗
1701427999# #药力过去了继续嗓子疼发烧doge
1700947894# #确实不一样啊万紫千红
1697787957# #车修了一周了，急啊，啥时候能开回来啊。
1698897166# #还是渣男受欢迎
1696996439# #什么好看的这么入迷
1697565335# #听力考试看你会做吗
1700383585# #滴滴被质疑未获得地图资质滴滴为什么不用北斗导航？
1687620836# #我从美国回来的
1703253004# #身材不赖
1697681174# #日子过得好没劲，出去吃个早餐走两步都累摊手
1689465993# #出来半小时了一单没派doge
1703981601# #一条plog告别2023出来快一小时了滴滴一单都没有
1697364170# #还是出租车划算一样的公里数是滴滴的两倍多，出租车跑二百公里就比滴滴跑三百公里划算。
1703564934# #开车玩手机了吧
1691458956# #起步价全部按照快车单派滴滴真是个机灵鬼。
1699353441# #晚高峰兼职的都出来了一单也接不到摊手
1687065420# #真羡慕你们的生活
1687560376# #一人一句祝福毕业生毕业季有人得意有诗意
1699845419# #一个台湾女人把自己造假包装成日本女人
1699746836# #周日的常州大家都在睡懒觉
1688467097# #看来太危险了
1688214316# #滴滴你给我出来，我没加入开空调计划，凭啥考核我。谁投诉我？车上没有提，谁知道你是怕冷还是怕热？办公室里空调开26°女人还叫冷呢。
1689472782# #确实是洗衣机的声音，那就不能换个新的吗？
1688440021# #还是肉香
1687241100# #办个营运保险真费劲
1689405936# #谁知道是什么
1697545274# #肉很便宜
1691063139# #一辈子够花了
1699515465# #美团回应不再给45岁以上骑手派单不会空穴来风的。接不到单子他们就来跑滴滴了
1701747897# #称了一下体重，下去了七八公斤。前几天就感觉也没吃什么，天天有大便，还是黑色的，原来是清理出来了宿便。doge，现在新吃的东西去重新铺肠道去了。
1696946899# #出租车放宽到65岁了，延迟退休来了。
1691558573# #言之有理
1695615375# #这几天都是遇到低智商人群，打车也不会看定位，打电话也说不清楚在哪里，地图不会看，问问旁边的人路啊，也不懂。很无语。怎么最近这种垃圾这么多。doge
1698714601# #狗滴早高峰不派单吃了低保
1702267702# #车技高超
1703555662# #到处都是车，滴滴给个单子吧
1696687645# #普通人哪有那么多本事
1697874153# #哈哈笑死我了你着啥急啊
1689602750# #滴滴说常州司机少，所以涨价了。你看这价格会来跑滴滴吗？
1699829364# #华为自己不造车
1699863930# #真会玩
1687219900# #美团厉害了
1692795629# #老子肉眼凡胎就看到了
1699657529# #双11省学指南四件套啊哈哈哈哈哈哈哈哈
1696026433# #这是什么电影
1692054944# #哦是夏威夷大火，又不是美国本土大火。没事。
1688619980# #这黑话谁听得懂
1698304862# #许老板是真的吗
1694424023# #这个晚高峰废了花小猪都不叫一下。滴滴死也不给派单，叫你不开特惠。摊手摊手摊手
1700117697# #女人都喜欢被征服吗
1691670956# #滴滴的实时单已经不足一块钱一公里了，常州的朋友还要来跑滴滴吗？
1694383482# #早
1694918700# #补我误工费。
1697863190# #这个学历找工作不行吗
1688598719# #中介说教科院的房价太低了
1690036463# #有些等好事
1697682727# #这个确实很可爱
1695779209# #常州人骑恐龙从娃娃抓起
1689856474# #这小子只考个民办本科怎么了？一代人两千万，只有一千万读高中，只有四百万读本科，他至少战胜了1600万同龄人。
1696226243# #你在武进站坐过高铁吗
1694838153# #都只剩下骨头了还这么挑剔
1701470050# #领一个吧
1697722135# #一顿揍是躲不掉了
1701061625# #大叔也没钱花
1699953300# #天冷了秋衣秋裤穿起来也不如佳人陪伴
1698323349# #这护膝好
1697793839# #以色列扔过来的炸弹好大个啊
1695127969# #如果你想知道明天会不会下雨别看天气预报，看滴滴有没有发冲单奖励
1687680437# #发朋友圈不好吗
1698588663# #又肥又腻
1701316767# #基辛格逝世基辛格也死了，今年不少大人物离开啊。
1696918509# #没单子跑就看会美女
1688784703# #这媳妇厉害
1697724119# #降温了，刮风了但是没有说有雨现在下雨了。
1691675543# #等待上班
1687520123# #难得一见
1687043008# #就这瓢泼大雨的还是特惠价格
1692596752# #奖品是什么
1687615261# #车牌不赖
1690942946# #这样我肯定顶不住
1703215479# #常州二中门口这里有个老太太挨个敲车窗要硬币说坐公交车，连续三天看到她了。
1690867219# #差距太大了
1694490114# #是不是很开心
1697801993# #贵州茅台第三季度净利润168.95亿元唯一的不裁员的企业了
1687142651# #一大早就洗澡不然下雨天太闷了
1699430695# #吃螃蟹
1702989991# #常州是名不见经传的好城市
1691852074# #18岁女孩被性侵涉事网约车未备案不合规的车滴滴更是积极派单，都是优质大单，流水超过合规司机。
1687379132# #端午安康我的手气太好了，刚刚抽中了0.02元~快来和我一起参与端午节互动玩法，来
1695563499# #滴滴的城市英雄有用吗
1703220313# #现在打车可真随意，随便花个五块六块的，就想去四五公里远的地方doge
1695867192# #都很漂亮哪个是花姐啊
1698435661# #下半年直招军官即将开始报名有能力的赶紧报名吧
1700373119# #今天暖和了
1699241794# #朋友们，周一福利日我来给大家送福利了！今天订阅我的年费Vplus，除专享高价值付费内容和专属权益外，还能参与抽奖，100%中现金！最高6666元！今日100元大额红包中奖概率翻倍，福利仅1天！快来拼手速吧！
1694042100# #家里炖鱼腌酱菜还能放茅台吗？doge
1700060529# #你到底要什么啊
1697937821# #知情人称在原料仓小便非青啤员工撒尿的是阿猫阿狗重要吗，这是重点吗？就算是一条狗进去撒尿你们觉得是不是应该的？
1697891631# #21美元一小时，那些跑去美国的在肯德基麦丹劳打工就够发财了
1694083267# #宝马车主们出来反驳一下
1691848913# #看球肯定是现场的爽
1691718569# #老让我看这个光眼馋了doge
1688261466# #下水道该怎么修？
1692537615# #董明珠称不招只想要多少工资的已经转型升级为资本家了
1695741912# #蓝翔技校注销了doge
1692400855# #她为啥要生气
1695492631# #某音上看到有人随街采访路上的女孩子，问她一个月能挣多少钱？女孩子毫不犹豫的回答，能挣5万，那人连着采访了3个女孩子，每隔一阵子采访一个，其余两个，一个说7万，还有一个说10万！而她们看上去都很年轻，我觉得这几个女孩子的话真是让人不可思议啊！。一个公务员月工资最多也就是7000～8
1691402368# #兄弟不该见一面吗
1688825786# #车坏了你高兴什么
1692323170# #这几天生意很淡都没单子什么情况
1690383250# #7月24号常州滴滴调价了，名义上起步价涨了几毛钱，但是里程费每公里降了两毛。。我们通过数据来分析一下，普通人跑一天十二个小时大概就是三百公里上下，实际跑下来15公里司机得25元。如果按照无缝衔接没有接驾距离和时间，一天三百公里可以跑二十个15公里的单子，调价之前大概折合两块钱一公里，这样计
1687837574# #这玩意不吃人啊
1703643373# #给她拔了
1690079545# #哈哈报复来的太快
1697273587# #体育要中考了都来适应场地了
1698897014# #太平盛世啊哈哈
1692168812# #打车发一个实时计价单很难吗？你要去火车站赶时间，都舍不得让司机正常挣个辛苦费，非要搞个特惠，怪谁？
1701446881# #穿这么好看你还不动心啊
1701778053# #2024届高校毕业生预计1179万完蛋了螺丝不够分了
1691668150# #又删了滴滴的单子，哎，一群蠢货。发个定位自己不看吗，我车堵一路到了，他说我不在那个门口。你一句话容易，我跑几个门口容易吗
1687324201# #澳大利亚只有五万军队，我们是不是可以。。。。
1696755114# #这下别要了吧
1694270026# #谁去接人了谁去看常州新龙生态林音乐节了
1699880863# #都啥长大了
1702019911# #狗滴滴我申诉你判我有责，那对不起有些可接可不接的你也别想接。哈哈哈哈哈哈哈哈
1692314687# #每日一餐分享夏威夷大火是美国在实验什么武器吗
1702758561# #罗永浩炮轰东方甄选就不能消停了，记住一点就好了，董宇辉未婚没有女朋友。
1691074062# #大家情绪稳定
1693516978# #为什么不让睡觉啊
1689875605# #这是走投无路了吗开始迷信英国大宪章的假说了
1688467461# #太显身材了
1695611493# #优惠券让司机吃点只能跑特惠订单，实时单有优惠券就只能滴滴自己吃掉。你说他会派什么单出来？
1689677028# #恒大集团负债总额2.58万亿虱子多了不痒，债多了不愁
1689692192# #跑滴滴吗，常州欢迎你，100/16=6.25
1689373224# #这就是某211大学宿舍
1700522027# #早上好现在早高峰都没什么人打车，天气好都骑电驴上班去了。
1701031151# #不应该是直接爱了吗
1702390160# #啊周海媚事发好突然
1696816412# #以色列25岁女学生音乐节上被哈马斯掳走以色列不是全民皆兵吗
1697136098# #前男友该见还是要见的
1698967931# #有半个月不下雨了，车顶一层灰，人们都骑共享单车上班去了，打车的少了
1697693968# #郭子仪干了啥，你干了啥？
1689940965# #这是什么
1699397987# #205国道宿淮收费站设立在205国道宿淮段宿迁市沭阳县钱集镇新桥村。收费标准执行《省交通运输厅省发展和改革委员会省财政厅关于印发江苏省收费公路车辆通行费收费标准调整方案的通知》（苏交财〔2019〕124号）中普通公路收费站收费标准，具体为：一至四类客车每车次10元、12元、15元、15元；一至六类货
1700552272# #很久没看了，陇西科学居然连板给我解套了陇西科学
1699406353# #周三很惨的没单子
1703711030# #京东宣布采销等一线员工涨薪近100%原来的太低吗doge
1693804144# #好冷啊，一单都没有苦涩
1700623245# #真棒
1696251709# #因为他在正面还那么大
1697449132# #不惯他毛病
1693004080# #饮水机太智能
1698933223# #知情人士回应辛巴被封这下亏大了吧
1694573511# #分外妖娆
1689153755# #小伙子干的漂亮
1703041231# #停车吃碗羊肉烩面
1698795739# #不会谈恋爱怎么办
1688283221# #你们不是不开特惠吗，实时单计价比特惠还低哈哈哈哈哈哈
1697428982# #苹果什么时候卖灶台了？
1699994992# #睡觉总是嘴里干吧发苦，起来漱口黄黄的doge
1691328613# #花小猪是个好平台
1694547115# #喝汤就喝汤加菜是什么意思
1702452525# #8天收入过亿，短剧真的这么赚钱吗？。“一周拍完、一个月上线、一部实现财富自由……”2023年，短剧市场一路狂飙，有人称之为“新晋造富神话”。近日有传某国产短剧8天收入过亿，微短剧引发泼天富贵，让大众大吃一惊！
1690288020# #程序员在哪里接私活啊
1698436262# #老子数到三也没用了
1701001598# #郭晶晶都生了三个孩子了
1687399260# #被女鬼亲了一口
1694546353# #怎么回事
1700962299# #星期天整个城市都在睡懒觉跑什么滴滴都没单子doge
1691032967# #这是见鬼了吗
1697704333# #一日籍药企员工涉间谍罪在华被逮捕在这块土地就遵守这里的法律。
1690375724# #娘家住久了
1688251374# #马三玩的是真的吗
1689089036# #这下自卑了吧
1687097247# #老夫老妻玩的还挺花
1698248248# #我们还是有明白人的
1698631680# #穷的叮当响
1700187253# #国足vs泰国居然赢了
1695458059# #我是支持车型加分的，常州的哪吒V全部冒充哪吒U，也没人管，比亚迪元那么小到处跑着接单子，还有那些日系的报废车辆叶满大街接单子。这不公平啊。你们到底管不管啊
1690006057# #这事肯定是保大
1687725578# #离婚不划算就这么过吧
1700172726# #天气是真的冷啊
1695472984# #秋分果然还是女人心狠
1692523449# #每日一餐分享来嬉戏谷了，今天有单子回常州市区吗？两次都是空车回去的亏大了
1692177815# #来江边了没有返程单苦涩
1703656002# #河北炸油条也犯法了doge
