1701443736# #现在还有人问《甄嬛传》和《知否》谁火呢……
1691761960# #YG真的很爱用“无法确认”来回应恋情。现在blackpink疑似全员恋爱啊……粉丝也不用比舞台了，比比姐夫吧允悲。jennie金泰亨；jisoo金智秀安普贤；rose朴彩英绯闻男友姜栋元
1692080599# #张艺兴也是国家话剧院演员啦？厉害厉害
1690814786# #马嘉祺丁程鑫同游，二位比师兄凯源体面多了
1696476349# #来看杨紫在品牌方待遇如何？。title是friend，但认领排第一位还显示了图片。（PS：这待遇没记错的话和赵露思前几天的差不多？）
1688913361# #95🌸哪个工作室审美更好，出图水平更高。赵露思、虞书欣、张婧仪、周也、田曦薇、王楚然、关晓彤、杨超越、李兰迪
1693892510# #可爱的成毅，和年龄无关doge
1694590791# #成毅要参加2023北京文化论坛🍊，这地位一下子上来了
1702024817# #赵露思的资源也太强了，接下来有三部待拍剧666。《错世》男主何与。《江湖夜雨十年灯》男主檀健次。《司南》
1689918760# #刘昊然是要出演鲁滨逊漂流记么
1696685873# #华策的《国色芳华》是给杨紫还是虞书欣啦？两位确实都很优秀good
1687872430# #蔡徐坤只是开胃菜？🍉接下来一整个礼拜内娱都会有大瓜，太想看了
1703777582# #这也就是刘亦菲路人缘好，换成其他🌸早被骂惨了
1700835311# #酱园弄都布景了，所以到底是杨幂还是赵丽颖
1694605761# #周芯竹问胡歌有没有遗憾电影不虚此行南京站路演现场，在观看影片后表达了对电影中胡歌饰演的闻善这个角色的喜爱，同时就电影中表达的人生是有很多遗憾无法弥补的想法提问的饰演感受。映后周芯竹还送上南京特产预祝电影票房大卖，真的是很贴心了！
1690460023# #TFBOYS王俊凯和易烊千玺到底谁空瓶最厉害？
1695271936# #赵丽颖T锦绣九月刊封面，好有故事感的一双眼
1691752979# #昨天的rs“吴宣仪凡尔赛式秀身材”被网友吐槽了，我说208们还是多看一些舆论风向吧，秀身材真的不用让商家缩小尺码...
1693208854# #超话超like数据一览。Angelababy杨颖杨幂赵丽颖刘亦菲刘诗诗宋茜唐嫣宋轶倪妮江疏影
1690956345# #杨洋、罗一舟师从同一位老师与恩师的合影，竟然是同一位老师教出来的。
1694753479# #魏大勋、王鹤棣为啥在发实绩图，也没撞型吧
1687273099# #建议不要重新定义小学生，他们没惹任何人
1702821726# #今晚星光大赏的女明星怼脸生图，谁扛住镜头啦？
1696126014# #《大梦归离》这个名字不太熟，我还是更习惯叫它《白泽令》，侯明昊、陈都灵粉丝都在应援了，看来很期待这部剧啊。侯明昊新剧大梦归离开机陈都灵大梦归离
1689324165# #本以为迪丽热巴、龚俊的《安乐传》能是巨制呢，但是就看着特效我说不出话，钱都花在哪里了我不说
1694860501# #范丞丞的聚光时刻范丞丞金发黑深V上海绵绵细雨中的财阀贵公子！状态也太好了！皮肤状态怎么不爱～whoo是会选代言人的解锁范丞丞同款聚光肌
1697637258# #别闹了，哪有凡事都听粉丝的正主啊，都是从来不听的。
1700838124# #原来同时喜欢迪丽热巴和杨紫的人这么多呐
1689864652# #王俊凯和王源今天都有开屏哎666
1691576966# #这个夏天，檀健次or邓为谁收获更大？
1694408987# #王鹤棣、邓为杂志销量去年今年暑期崛起的流量小生展现出极强的粉丝购买力
1698496445# #今天的两位公主👸鞠婧祎和孔雪儿
1687352745# #陈飞宇最新状态咋样啊，还有之前🔥的样子嘛
1688888841# #啥？安乐传不是快播了吗？咋就抬不上来了。我还想看迪丽热巴龚俊炒CP呢思考安乐传
1688292219# #肖战玉骨遥真来了，空降，审判！
1689571898# #共用一张脸的明星张一山和夏雨，虞书欣和于正，赵露思和张大大，刘亦菲和王楚然，林俊杰和郭冬临哈哈哈哈我就说别太缺德了允悲
1697337498# #杨紫要上《时尚先生》正刊了，她得多谢谢造型师开挂呀！
1694436728# #邓为的第一个商务也来了，能不能达到顶流水准呢？
1697692089# #吴楚一准备说点啥...和陈牧驰的室友情？
1689430062# #杨洋、王楚然下期hi6预告，又比心又抱抱，很难不嗑💗
1702209797# #今晚零点就揭晓了，前十有八个都是迪丽热巴粉丝呀。杨紫粉丝是准备厚积薄发吗？
1693723727# #孙怡回应以新身份参加再见爱人孙怡说最近没有新情况孙怡在再见爱人点映会的采访中亲自“辟谣”，上季再见爱人说自己要换个身份来第三季，不是要去节目里面当嘉宾，而是自己的感情状态会不会有变化笑cry还自嘲不太争气没有什么新情况要再努力努力，期待怡宝的好消息doge
1693213411# #刘宇、罗一舟、余景天杂志封面，看看曾经的C位们，谁发展更好
1693832946# #“任嘉伦五种情绪”“成毅三种感情”两位影帝有望冲击奥斯卡啦！加油！
1690880221# #为啥都发虞书欣、赵露思八月行程，她俩的行程昨天发的啊哆啦A梦吃惊
1701695695# #杨幂、龚俊《狐妖小红娘月红篇》预约破300万，不知最终播出的热度能否超过刘诗诗、刘宇宁《一念关山》呢
1700660171# #女明星国民度排名居然是：杨紫赵露思赵丽颖杨幂白鹿虞书欣哆啦A梦害怕
1688640414# #张婧仪这种活力小女孩真的很迷人啊，素颜也好piu亮
1687160244# #Jennie新剧舞蹈动图，她为了闯欧美确实很努力666
1694160831# #品冠被陈楚生林志颖抢哈哈哈哈哈哈哈哈我真的会被品冠这个尴尬的慢半拍笑疯！虽然年纪不小但还是一整个迷迷糊糊，别的哥还在激烈选队呢，他好像在公园唠嗑，陈楚生（事业批版）话不多说一个邀请徽章直接拍他胸口，他全然不知，还在和别的队长唠要不要进队呢，被提醒才发现自己已经是陈楚生队伍的人，
1695905442# #杨幂、Angelababy巴黎时装周造型，且看85花闪耀巴黎，为内娱争光
1689238123# #啊，你谁呀，倒真的没有偶像包袱。王鹤棣的微博像朋友圈
1690541613# #李兰迪🆚张子枫近照，两位都瘦下来了！好瘦好美
1688182383# #95生片酬最高的是吴磊、王鹤棣、许凯、陈星旭、张新成。啊？他们真是一个level的吗，是谁在混
1694351821# #杨紫和迪丽热巴今天都是露背装哎，你又为谁着迷了呢
1690799589# #邓为和杨紫的公主抱，你能找到cp感吗
1696075353# #迪丽热巴花儿与少年最新路透，不知道的还以为在拍古希腊神话电影呢！
1688437690# #90花四普：白鹿、杨紫、周冬雨、谭松韵……但是她们真不是靠颜值的呀疑问有三位都是实绩queen
1690984210# #杜华包场支持《封神》，粉丝认为这是在背刺王一博，格局不大啊
1691718979# #于正邓为于正肯定邓为颜值，说颜值即正义，看来于正也觉得邓为很帅吧吃瓜
1691326341# #TFBOYS你们不是能站一起吗到底互没互动啊，刚才发照片不是还能搂一堆呢嘛吃瓜
1690556261# #以为是易烊千玺的长头发传下去doge易烊千玺留披肩发了
1697282900# #张婧仪你让不让我想发就发明星们怎么这么爱怼粉丝啊……前有吴宣仪后有张婧仪
1694527508# #杨紫不继续演正剧可惜吗？她未来发展会怎样？
1699707270# #内娱🦅最高title是邓为嘛？那王俊凯和迪丽热巴怎么算的？反正都挺厉害的
1694955765# #刘诗诗要拍电影了？一姐之前拍的电影成绩如何呀哆啦A梦吃惊期待期待
1703851613# #王鹤棣湖南卫视跨年晚会招商海报C位，什么水平？
1693967391# #鞠婧祎很多代言到期了，不续了吗？是因为小鞠最近没有电视剧热播吗哆啦A梦害怕
1688298664# #内娱101的C位好像是一种诅咒蔡徐坤、孟美岐、周震南、李汶翰确实都塌了允悲刘雨昕、刘宇、希林娜依高坚持住啊！！
1689690849# #范丞丞算是和陈都灵、魏大勋一样配角式掀桌吗？
1692415998# #hi6大合照，全是当红流量，你第一眼看到谁？
1699787978# #杨幂鎏金羽翼裙恋爱世人的金鹰神女！今日最佳造型我pick幂姐
1702114699# #刘宇宁这是什么呢？
1696083567# #龚俊时装周造型好像暮光之城的吸血鬼🧛‍♂️
1695300849# #刘志宏还是那个中二少年小心刘志宏搞出个“世纪大战”
1691156025# #TFBOYS方严禁场馆周边占位应援求求了，可能就这最后一次正式合体了，如果因为粉丝行为对演唱会产生了负面影响，谁负责？
1693380885# #龚俊粉丝发言很有水平啊，不怕品牌方看见吗
1702637168# #有网友认为白月梵星还未播就已经有这么多关注，很大程度要归功于姐妹篇赵露思主演的《神隐》………………白鹿这么多年的女主也不是白当的吧
1695647435# #提名国产动画，最好听的ost🙋
1693733054# #继宋祖儿后，蒋依依也被举报了？95花们都怎么了蒋依依
1691994808# #电影《孤注一掷》7天票房破18亿！隔壁《封神》也得加把劲啦
1687609135# #95不带王一博是为什么啊？他飞升了吗？
1700309850# #王一博和成毅家都干嘛呢
1689082007# #95生已经形成四大格局了吗？王鹤棣、陈哲远、吴磊、许凯
1696838703# #啥情况，90普女选迪丽热巴，闹呢吧。
1700567788# #檀健次粉丝认为他已经是顶流了，不能上增刊
1700492454# #檀健次这什么造型，粉丝看了都喊脱粉
1693580996# #这是碰瓷升咖指南吗
1695097975# #赵丽颖、杨紫、虞书欣、赵露思今日营业，花花们都选今天营业啦抱一抱
1686832449# #成毅坐轮椅参加今晚直播，太敬业了666。这广告语还写《琉璃》呢，看来对他加成很大
1694004622# #易烊千玺舒淇居然是二搭是啊，上一回介绍还是舒淇在前，这一次就易烊千玺在前了
1688912616# #王俊凯这数据算得上顶流top不哆啦A梦吃惊
1691417093# #王一博《热烈》、张艺兴《孤注一掷》评分都达到了7.3，你更想看哪一部？
1690855527# #秦岚魏大勋手挽手回家别的流量爆恋情：脱粉回踩一大片，魏大勋爆恋情：祝福99好好嗑，魏大勋真是非典型爆红，完全没有流量烦恼多自由啊。
1692349673# #赵丽颖、虞书欣今日活动生图，85花和95花的领军人物，来看看状态能打吗？
1692445899# #原来剧扑了，高高在上的大明星也会向制片人负荆请罪666
1690361206# #网友为暑期档古偶剧颜值评分，哈哈哈哈别太缺德允悲
1689730731# #今天大奉打更人开机，王鹤棣粉丝应援排面好好啊爱你大奉打更人开机
1701153581# #成毅确定参加微博视界大会了，ie是不是又得冲啦
1701073182# #网友说杨幂新剧发现和汪曼春很像……嗯，民国造型不都这样？
1696584821# #近期友好交流的朋友们还挺多了，哈哈十一结束了，现在只能祝大家上班顺利了
1689312439# #猫眼热度想想也正常吧，《玉骨遥》只有肖战一个而《安乐传》可是有迪丽热巴龚俊刘宇宁三个
1687446395# #看看虞书欣的生图，这是瘦了多少啊
1700747248# #陈牧驰粉丝认为于适在copy造型……这不牵强吗
1697383296# #虞书欣如果出演《倚天屠龙记》，她是适合赵敏or周芷若？
1694770006# #魏大勋不是飞升了嘛，怎么要出演《千里江山图》给张晚意作男二啊
1691294108# #今天是万众瞩目的8月6号，我建议热搜🔥50条文娱都让给TFBOYS王俊凯王源易烊千玺doge
1692712982# #这又是谁呢
1687353819# #现役内娱男明星格局，有点道理
1697364419# #今天的迪丽热巴宛如神女下凡！神女快来拯救我们！！迪丽热巴鎏金裙
1700735796# #倪妮、迪丽热巴今天两位美丽战士！美丽出征，寸草不生
1699089060# #金鸡就是王一博的升级之战了，不知道能不能就此升咖哆啦A梦吃惊粉丝排面是给到了
1695978844# #王俊凯王源时装周汇总，凯源给内娱争光了吧？
1699444843# #孤注一掷打破20项纪录，所以张艺兴是90生第一人吗
1690200966# #优酷TFBOYS演唱会线上只能看三天是演唱会开完三天组合就解散的意思吗？笑发财了，当天就直播解散也不是不行666
1695284608# #杨紫和檀健次都和Prada合作了，这是不怕他家的魔咒啊哈哈
1694668715# #邓为、陈飞宇今天的封面，哪位帅哥俘获你的心
1695578872# #胡兵带你直击米兰绿地毯看了胡兵的直播，人真的非常nice，带直播间观众感受米兰绿地毯，还现场变身翻译，干啥啥都行。兵哥模特气场很强的，站人堆里很亮眼，身材就是超好，品味也超绝！
1699187163# #星辰大海大合照动图两边两个世界呢，一边端着，一边放飞
1690380453# #TFBOYS：你们古偶真的很爱蹭
1702014078# #孟子义秦霄贤孟姐，你糊涂啊允悲孟子义和哈尼克孜有点替身文学那意思了
1689918891# #张根硕🆘他的姿态、眼神、穿搭、妆容都有亿点点难受
1699953018# #杨紫方否认有男朋友
1701955861# #杨幂倪妮开嗑了85花还有没和杨幂炒过的嘛……从刘诗诗到唐嫣到ab到倪妮
1702814378# #星光大赏开场是陈情令主题曲哎。博君一肖粉丝今日上大分
1694061971# #来看看近期引起热议的张子枫vogue封面，章凝值不值得？
1698232297# #成毅是不是唯一一个没演耽改，但还这么火的男明星？
1698846035# #Angelababy和张嘉倪多平台被禁言
1690548448# #王楚然多个代言遭网友抵制，不至于吧……角色为什么要上升演员？
