1692433947# #转发微博
1663485532# #【做不了班主任日本女教师给全班午餐下毒傻眼】据据日本富士新闻网9月16日报道，日本埼玉县富士见市一名女性小学老师15日将漂白剂加入了学生的午餐中，被警方逮捕。报道称，涉案女子24岁，在富士见市立水谷东小学校任职。她当天中午在学校走廊将漂白水倒入了盛有咖喱的铁桶
1700035236# #炸锅了！银行有多暴利！兴业银行。。【兴业银行一分行转让不良资产包：本金3.6万利息高达642万】。“兴业银行泉州分行2023年一期个贷不良资产转让，整个资产包本金只有3万6，利息高达642万，起拍价365万，本金回收率达到101倍。”。近日，兴业银行泉州分行2023年一期个贷不良资产转让，整个资产包本金
1663579195# #【村民路上晒玉米放酒瓶钉子防碾压，过路司机：危害性很大，非常危险】9月18日，河南信阳。村民在马路上晒玉米，沿路放满啤酒瓶和钉子防止被碾压。视频拍摄者孙先生称，当时开车从乡村小道路过，附近住的有人，车流量又大，玉米占了路的小半边地方，会车都让不开，这样的做法感觉非常危险。
1684980184# #转发微博
1576551362# #真浪哈哈哈哈哈哈
1695985286# #转发微博
1628232985# #漂亮！
1681685328# #特斯拉开启价格战？马斯克否认：只为覆盖更多消费者
1700809610# #转发，什么意思？中国北方出现大面积不明原因的儿童呼吸道疾病，肺炎了吗？。。可能有些同志已经看到这两天欧美媒体闻风而动，都在联动报道我国北方地区(尤其北京)出现“大面积不明原因的儿童呼吸道疾病，肺炎”“儿童医院陷入瘫痪”“世卫组织表示担忧，要求中国保障儿童健康”“中国拒绝对此情况做出说
1554884798# #真没研究过，不敢瞎说
1685059773# #转发微博
1650512042# #发布了头条文章：《对赌或失败，万达商管招股书失效，港股IPO再遇挫》
1689921442# #乌克兰人民是在为俄罗斯而战？这话说的有点莫名其妙。
1691761733# #用生命去舞蹈，代价太大了！
1572759120# #雪山财经新华社香港分社办公大楼遭打砸纵火多方深夜表态
1573277638# #王思聪被限制高消费不能坐飞机？你想多了
1699926342# #大连市场监管局究竟是失职，还是保护伞，会不会查？大连超话官方通报B太遭遇鬼秤事件大连市监局通报b太曝光鬼秤案件
1691933713# #转发微博
1682063793# #转发微博
1688697873# #无解了吗？
1684277650# #香港碎尸名媛蔡天凤丈夫发声5月16日，据《星岛日报》报道，蔡天凤遭杀害碎尸案新进展后，蔡天凤现任丈夫Chris接受采访，称与妻子前夫是高中同学，通过对方相识蔡天凤。
1700621981# #是我见识短，还是电商把网民都当傻13？葡萄长地下，还是一颗一颗地长？
1703043825# #牛哥真敢说
1657251008# #一直以为中国国际航空是国内最安全的。如果你在这趟航班上，你感觉会怎么样？
1690188255# #就不用赔了？
1571826938# #goodgood
1701651953# #缅甸真是个神奇的地方，除了能捡到枪支弹药，还能在水塘边捡到成捆成捆的人民币。应该是逃跑的电诈集团成员，丢弃在路边的。钱太多了，翻山越岭逃跑实在背不动了。这些年缅北电诈有天量的资金收入，可以说是人类历史上规模和金额最大的灰产交易，传统的什么毒品、赌博在电诈面前都是小意思。
1688607073# #生不了红二代，就生一个黑二代。奶粉，上学啥的都不愁了。
1690983433# #原来农民挖个地窖存红薯还要先审批？
1551586530# #转发
1643332152# #先毒死了咋办？
1700695592# #环球网以方称哈马斯每多放10名人质停火就延长1天以色列政府称停火后将继续作战【批准临时停火协议，以色列政府声明：停火后将“继续作战”】当地时间22日凌晨，以色列政府批准一项与巴勒斯坦伊斯兰抵抗运动（哈马斯）交换被扣押人员的协议。根据协议，哈马斯将释放至少50名妇女和儿童，以军则在加
1689126902# #机会？
1691567041# #小朋友来一趟北京，深刻体会到有钱能使鬼推磨。
1692655811# #转发微博
1663893362# #【世界在建规模最大水电工程投产发电】白鹤滩水电站左岸机组全部投产发电今天（9月22日），白鹤滩水电站8号机组顺利通过并网调试72小时试运行，正式转入商业运行，标志着白鹤滩水电站左岸机组全部投产发电。白鹤滩水电站位于四川省宁南县和云南省巧家县交界的金沙江下游干流河段上，是当今世界在
1606777795# #转发微博
1690680906# #但凡有点人性，或者有点文化，都不会这样蹭死人。
1689243683# #中国也有这样的专家教授和键盘爱国者，天天高喊反美口号，却把老婆孩子，都送到了美国，在美国买房，把财产存入美国银行。中国和俄罗斯的所谓的激进“反美斗士”，都一个德性。你指望他们反美，关键时刻，他就叛变了！
1684210088# #这个判罚的交警是不是脑子进水了？
1680144096# #围观吃瓜
1580363537# #转发微博
1654527785# #继续吃瓜，深圳劳斯莱斯与宾利两大车主大战。大战双方已经没有谁是谁非，只有富人比拼不体面。家里有50辆宾利牛逼一吹出，立马把国企高管的男朋友推向万劫不复。
1654834179# #找时间去体验一把
1664084543# #【老人控诉楼上太吵小孩用小奶音道歉，家长随后也在群里公开致歉赞】9月24日，黑龙江佳木斯。楼下爷爷在群内发消息提醒楼上小孩太吵，自己心脏不好，希望能轻些。楼上3岁小孩马上发语音在群里道歉，说话不流畅，但认真道歉的小奶音让人气不起来。家长也随后在群里公开致歉。网友纷纷点赞家长的的教
1565561796# #打嘴炮有个p用？人家刚把你的几万平方公里土地抢走，声都不吭。
1655425595# #遛狗不栓绳，不配养狗，更不配爱狗。
1536499272# #既然今天这么多人都在纪念一个，俺也装个B。。喜欢他的人说他是红太阳，中国人民的大救星。。不喜欢他的人说他是民族千年恶魔，最大的人渣。。要俺说，如果只选择相信自己看到的，你们都对。
1561789787# #感觉不像他俩。浪总特点是护犊子，大明性格温和，他俩斗不起来。
1645779669# #转
1690455637# #全世界再也找不到这样遵纪守法的家长了，请善待他们。他们不是敌人！
1693276211# #转发微博
1663972854# #【笑死！当两个广东人努力用广普交流】9月20日，广州。一广东小伙分享自己的买菜视频。视频中，他努力地用普通话与卖菜大婶交流如何做菜。“冬瓜胖不胖“、“一共熟一块一”……字幕君都表示无奈了。网友表示：要不你们还是用回粤语吧！ 
1539645675# #扯淡
1696048254# #回家的路。
1624246444# #女人先动手，小哥分明是自卫还击。
1699872663# #美欧日出钱出枪，乌克兰出人，耗死俄罗斯？
1664162745# #不知不觉？新加坡已经取代香港，成为世界第三大国际金融中心？一本正经地荒诞躺着就行？
1689065321# #这个是真的吗？
1565173036# #这个陈淮不是蠢，是坏！
1684969721# #这个古镇我去游玩过好多回，但原人平安泪🙏🙏🙏
1693271611# #转发微博
1556536889# #你褲裆里沒鸟，要笼子作甚？
1664112647# #【流光溢彩！天安门广场国庆大花篮亮灯】9月25日晚，北京，天安门广场国庆大花篮亮灯。现场灯光璀璨，喜庆祥和，不少市民前来和“祝福祖国”大花篮合影。4K实拍国庆大花篮亮灯↓↓↓祝福祖国，家国同安！（孙业林、王靖远）
1700297083# #抖音不是看小视频吗？怎么还审查文字？
1689336561# #清除问题教师。引进黑人留学生。
1614651962# #真气人！
1684304994# #转发微博
1689920823# #转发微博
1684648445# #转发微博
1684377812# #转发微博
1656293182# #刘强东事件女方多次称自愿发生关系作为一个男人，无论如何，应该为此向女孩道歉。你要的是一时的欢愉，她失去的是一世的清名。你想挽回自己的清白，垫上女孩的贞操，但已经不可能了。悔改吧，东哥。换一种人生吧，为你祝福！转自
1663673469# #蓝色生命线【一家三代患病7岁妹妹捡瓶子救哥：放学都不空手回来，有时间就去捡】近日，河南平顶山。小逸2020年9月确诊白血病，为看病家中欠下30多万外债。小逸爷爷2019年因突发脑出血，倒在了工地，现患有偏瘫、癫痫，曾祖母又因心脏和血压的问题住了院，曾祖父在医院照顾，小逸后期需要做骨髓移
1693275620# #【日本主持人：访日中国旅客要先喝福岛核污水】。这位日本节目支持人居然说，中国人办理来日本的签证前，先喝口核污水，再吃一顿福岛水产，到日本后下飞机直接送去福岛核电站附近海域游泳一圈，这些都做了之后，才有资格来日本旅游。。台风达维或使核污染水扑向美国日本核污染水排海正式开始
1681340482# #定增刚被问询，就召开业绩会？百亿A股华鑫股份回应了
1657157185# #不接种疫苗，后果很严重？
1617429778# #都出去喊冤咋办？
1554886930# #真有脸！
1692668024# #他当然希望老毛子赢，那样他好去罗刹国认祖归宗。
1572572975# #goodgoodgood
1588888017# #多地叫停学生体育课戴口罩先叫停学校的惰性思维吧。因为害怕新冠而戴口罩，这个没错。但是戴着口罩上体育课，这个体育课还有没有上的必要？除了戴口罩，还有没有别的办法？
1700638562# #当说不说，董阿姨煽情的功夫杠杠的。让矿工穿西服去上班，冰箱放20天的蔬菜比刚摘的还新鲜，这些雷人的牛逼，董阿姨吹起来自己都是坚信不疑的。格力董明珠王自如
1571792070# #雪山财经天风证券连跌停:23股东称短期不减持还有13家未表态
1573896758# #世界好小，做皮划艇的老板去年一起划了湖北清江。
1589981652# #干得漂亮！
1566437657# #我也喜欢这个妹纸
1699539156# #以色列驻华大使馆，期待中方在官方通报中正式表明哈马斯是恐怖组织。
1571872734# #欢迎订阅《人民日报》和《环球时报》。欢迎收看CCAV！
