1696487887# #能打败全红婵的只有记者看的出来能打败全红婵的只有记者，采访比拿金牌都难！
1698929109# #朋友圈里什么内容会让你反感发朋友圈固然是个人自由，喜欢或反感别人的朋友圈也是我们的自由，我们每个人的心里都有杆秤，每个人的审美都是主观的，你讨厌的内容有的人喜欢看，你喜欢的也有人会讨厌
1691676927# #这备胎还没满月就出来工作了这备胎还没满月就出来工作了
1697206532# #床垫上的膜真的不用撕掉吗床垫上的这层膜真的不用撕掉吗？
1696036929# #不能变白，还有可能会变黄doge
1697118976# #石榴放干了后会更好吃吗石榴一直放在冰箱，后来石榴外皮都干了，想着里面坏了吧，刚刚一打开，结果被惊艳了，颗颗红宝石巨闪耀，好甜太好吃了！
1687346500# #如果手机后三位是你家的面积那也太大了吧，想都不敢想哈哈哈哈
1689559054# #地里的西瓜都被老鼠偷吃了地里的西瓜都被老鼠偷吃了
1693752320# #为啥广东人喜欢用不锈钢突然发现家里餐具都是不锈钢的，筷子也是！广东人的餐具都那么朴实无华的吗？
1692800366# #为什么电影院最佳位置没人选突然每次看电影发现最佳观影位置都没人买
1688296244# #男友妈妈发了九块九生日红包男友妈妈发了九块九生日红包
1694956276# #原来一万块有这么厚好久没摸过钱了，原来一万块有这么厚
1688461914# #爸爸想让考了664分的弟弟复读好家伙太优秀了吧
1696929485# #绍兴厨电把冠军的热爱带到每个家庭这样的氛围也太温馨了吧，真的好喜欢！
1688734466# #在自己家被亲戚给甩脸色了离了个大谱，没想到在自己家被亲戚给甩脸色了
1691066361# #英国急诊12小时都没见到医生英国急诊12小时都没见到医生
1688446879# #第一次去男朋友家被要求洗碗第一次去男朋友家被要求洗碗
1692836276# #为什么理发店洗头不容易油为什么在理发店里洗头不容易油
1688281414# #爸爸不让我把通知书发朋友圈爸爸不让我把通知书发朋友圈
1689759716# #为什么酒店都是十二点前退房为什么酒店都是十二点前退房
1695344966# #韩国人普遍很瘦是有原因的来韩一个月，每天都是米饭+汤+小菜，基本就是每天干吃白饭（那些个泡菜我真吃不来），我要吃炒菜，炒菜！
1693666960# #为什么川渝地区的人肤色很白川渝女孩真的都好瘦好白呀，而且大家都还这么瘦，狠狠的羨慕了
1689689990# #养猫一定要及时盖好马桶盖养猫一定要及时盖好马桶盖
1694828291# #现在家里还有必要装拖把池吗我的答案是空间足够情况下还是可以考虑装的，有些朋友可能觉得占空问，其实普通拖把桶也是要空间放的
1687652580# #天天发朋友圈真的会让人反感天天发朋友圈真的会让人反感
1689087614# #送朋友礼物竟然被嫌弃价格低送朋友礼物竟然被嫌弃价格低，该怎么办呢？
1694563367# #退房前你会整理房间吗我有个习惯，在退房前都会整理一下房间，被子要铺平，垃圾会放进垃圾桶，毛巾要放下台子下…
1696345656# #猕猴桃拌饭真的很好吃猕猴桃拌饭真的好好吃啊，软软的糯糯的，甜甜的凉凉的，而且还是入口即化
1699404182# #突然发现很多父母不催婚了朋友女儿30了，独身主义，打算一辈子不结婚。换别人早愁的睡不着觉，可是朋友很淡定
1689726350# #西瓜烂了一半后还能吃吗西瓜烂了一半后还能吃吗？
1692195597# #为什么挖鼻孔容易得老年痴呆鼻孔还是尽量少挖吧
1688462887# #被同事问家里是做什么的被同事问家里是做什么的
1704158037# #好心办坏事了属于是开学季
1687272296# #为什么很多漂亮女生却是单身为什么很多漂亮女生却是单身？
1687400661# #甄嬛传为什么能经久不衰甄嬛传为什么能经久不衰？
1694997058# #喜欢狗和不喜欢狗的都沉默了天呐，养狗人看到这种情况真的很崩溃
1694744141# #看广西老表的肤色不就知道了doge
1693283907# #南方人的饭量普遍很小吗第一次感受到南北方的饭量差异我北方人，前两天去南方朋友家吃午饭，端出来的电饭煲只有我家一个小碗那么大
1691763598# #狗狗犯错前后的样子有多明显狗狗犯错前后的样子有多明显
1688369073# #怀孕后公司不给批辞职报告怀孕后公司不给批辞职报告
1697860000# #骑马时的丞磊可以有多飒真的有被骑马时的丞磊帅到
1699107418# #我00后的同事成了职场判官因为领导在临近下班的时候开会，结果被00后整顿职场了...
1697635550# #比数字的手势竟然也有南北差异昨晚和广东朋友一起吃饭才发现她们都是像图一左边那样比7，而我一个河北人从小到大都是像右边那样比，比数字的手势竟然也有南北差异！
1699108021# #戴墨镜爬山被误认为是盲人因为爬山时戴了个墨镜，结果被误以为是盲人
1694175273# #隔夜的矿泉水还能喝吗前天晚上半夜口渴就开了瓶矿泉水，因为当晚没喝完，今天再喝的时候感觉味道变了，想问问大家隔夜的矿泉水还能喝吗？
1702179137# #啊？你们的网名寓意都这么深刻感人的吗，和你们比起来我的好拉胯允悲
1693187375# #才知道亚洲第一梯在西安西安竟然有亚洲第一梯，看起来完全不输南方城市的规模！
1688544642# #为什么很多年轻人都不想结婚想结婚但是没结婚对象
1693907019# #陪我上夜班的狗狗有多困看得出来狗狗也很困，肉眼可见的憔悴
1700737695# #健身新手都逃不掉的错误99%健身新手都逃不掉的错误
1690772772# #真的好喜欢在自己家里种菜真的好喜欢在自己家里种菜
1687516389# #被相识七年的好朋友拉黑了被相识七年的好朋友拉黑了
1696601882# #被广东的婚宴震惊到了震惊了，除了一道青菜，其他全是海鲜！大闸蟹只吃黄你敢信？一只大虾就饱了
1688272490# #爸爸让考了664分的弟弟复读爸爸让考了664分的弟弟复读
1700443966# #旅游吃过。不好吃。我是咸豆腐脑，甜粽子派别的，微笑如果你也吃的咸豆腐脑，甜粽子。你吃也肯定不好吃。
1698556091# #突然发现大学四年花了十万突然发现自己大学四年花了十万块允悲
1687183438# #千万不要和同事做好朋友千万不要和同事做好朋友
1696689424# #长期不吃早饭对身体的危害不吃早饭的危害太大了，建议大家早饭要按时吃
1694318570# #吃35个饺子被南方人嫌弃了因为吃了35个饺子，结果被南方朋友吐槽食量大
1696258902# #才知道长期喝粥对胃不好其实喝粥养胃是普遍人的方式，但是有胃病的尽量少喝粥，越稀的粥刺激出越多胃酸，粥还消化快，剩下的胃酸就消耗你的胃了
1691032328# #不止我一个人有接电话恐惧症不止我一个人有接电话恐惧症
1704075644# #本来上班就烦，还得跟领导吃饭右哼哼
1692111049# #为什么理发店门口要放三色灯好像每个理发店门口都有放三色灯，谁知道为什么理发店门口要放三色灯吗？
1696131043# #被全红婵的跳水惊到了不仔细看还以为是一个人在跳
1692663666# #多吃黑芝麻糊真的可以长发吗经常吃黑芝麻糊真的可以长发吗？
1695168142# #和室友半夜摘桂花做香包学校的桂花太香了，摘点回去挂在宿舍床头
1694047477# #家里有必要安装蹲厕吗家里装蹲坑，不会呲出来吗？不会溅拖鞋上吗？
1688691275# #你会因为父母满意而结婚吗相亲相到门当户对的，但是自己不太喜欢，该怎么办？
1694908497# #带着饥饿感入睡真的能瘦吗原来带着饥饿感入睡真的能瘦，饿了就吃点黄瓜充充饥
1690797064# #半夜被房东连人带猫赶出来了半夜被房东连人带猫赶出来了
1695969064# #这届亚运会的bgm是相当炸裂的是我喜欢的bgm，这届亚运会的bgm太牛了！
1693116480# #男朋友是懂涂石膏娃娃的这石膏娃娃不涂也罢
1689675373# #原来大家都有接电话恐惧症原来大家都有接电话恐惧症
1687596257# #为什么好朋友从来不给我点赞为什么好朋友从来不给我点赞朋友圈？
1691155473# #面试结束后公司给了50块路费面试结束后公司给了50块路费
1689675365# #没想到红绿灯竟然有这么大没想到红绿灯竟然有这么大
1698897753# #被自己做的面点整破防了蒸之前我以为已经很丑了，蒸完后发现我那丑东西怎么还面目全非了！
1696553263# #被全红婵的采访可爱到了采访时被全红婵笑到了，全红婵怎么这么可爱，哈哈哈
1695455522# #杭州肉夹馍都是这样的吗杭州肉夹馍差点没发现肉，不懂就问肉夹馍是长这样吗
1694046188# #为什么凳子中间都有个洞防止小孩误吞的
1689495929# #汽车上的天线是干嘛用的汽车上的天线是干嘛用的？
1688349102# #妹妹考了630分结果白高兴一场妹妹考了630分结果白高兴一场
1696000828# #农村自建房都是这么豪华吗现在的农村自建房都这么豪华了吗？搬出去，让我住吧
1693307249# #没有塑封的东西千万不要买超市里没有塑封的东西千万不要买
1689649256# #我唯一的优点就是会做饭除了工作，做饭是我第二个优点，有点自夸了
1697886787# #要被屈楚萧这段视频笑死了屈楚萧是有点喜剧人在身上的
1689220936# #再也不怕被人偷看聊天记录了再也不怕被人偷看聊天记录了
1687418648# #跟妈妈开玩笑被陌生人教育了因为跟妈妈开了玩笑，结果被陌生人教育了
1688281743# #填个志愿都快要把家填散了填个志愿都快要把家填散了
1691249621# #床垫上的膜到底用不用撕掉床垫上的膜到底用不用撕掉
1692368268# #海南的午休竟然长达三小时才知道海南的午休竟然长达三小时，太让我羡慕了
1690421100# #厦门人防台风的意识有多强厦门人防台风的意识有多强，厦门人是懂防台风的
1687418003# #为什么甄嬛传可以经久不衰为什么甄嬛传可以经久不衰
1698068666# #被体重85斤同事的饭量惊呆了同事午饭基本上都是些牛肉，红薯，玉米，还有些水煮菜，下午俩人还一块炫一个大柚子，这样吃真的不会胖吗？
1689153952# #突然发现短暂的旅行没有意义突然发现短暂的旅行没有意义
1695040608# #为什么电影院爆米花那么好吃为什么电影院里的爆米花比外面的爆米花好吃很多？
1693139821# #为什么广东人会用陈皮当嫁妆为什么很多广东人会用陈皮当嫁妆
1695774546# #杭州灯光秀像极了开屏的孔雀杭州我劝你别太离谱，目前的杭州像极了开屏的孔雀
1703049390# #我家的给它放到烤火炉上，立马就跳下来了，这是为什么？然后晚上宁愿躲在纸袋子里允悲
1692630275# #教练为了放慢车速可以有多拼中午轮到我练倒库教练为了压油门随手拿起饮料直接放在油门底下后来练完想喝水时才回过神我的水被教练拿来压油门了
1698711991# #同事被辞退后把资料全部删了同事早上接到辞退通知后，回到办公室默默地把电脑里的东西都删除了，中午交接的时候，接替这位同事的人发现电脑里空空如也，连公司之前的一些资料都没了。
1694563946# #学姐留下了密密麻麻的挂钩还没搞明白学姐留下来的挂钩怎么用
1691591476# #骨折在家办公被领导催着上班骨折在家办公被领导催着上班
1689578770# #发型才是男生最好的医美……脸不好看怎么弄都只是掩盖容貌上的不足男的最好看的发型就是寸头没有之一
1695254625# #为什么吃农村大席很少拉肚子因为大部分都是就地取材，菜是现摘的，就连厨子都是街坊邻居都认识的人，何必砸了自己的招牌呢
1694044673# #被男朋友的毛巾震惊到了男朋友是懂节省的，跟古埃及刚出土的文物一样新
1691127044# #为了让狗多睡会觉我经常憋尿为了让狗多睡会觉我经常憋尿
1689604766# #再也不会跟朋友一起合租了终于明白为什么都劝别和好朋友住一起了，因为合租散伙和四五年的闺蜜闹翻了…然后又要连夜一个人搬家
1692930277# #少洗头真的会减少脱发近三个月来因为减肥，总是要出汗几乎天天都要洗头，每次洗完头，头发都会掉一部分，后来坚持忍着两三天洗一次，头发明显掉的少了，想要防脱发的姐妹不妨试试减少洗头次数，是真的有用
1702389489# #什么原因让你不再发朋友圈了你因为什么原因开始不发朋友圈了？
1696811805# #这些看起来就像国内韩式烤肉店送的配菜一样允悲
1697721901# #为什么孕妇不能参加婚礼孕妇是不能参加婚礼吗？这到底是犯了啥忌讳啊？
1694747738# #江苏是个没有夜生活的城市想楼下买瓶矿泉水，结果发现一路走过去，全部都是打烊的店铺，整条马路都很安静！
1699317264# #还是头一次见婚礼代唱伴娘:这大酒店就是好，我都感觉声音环绕着我，后背都有声
1701053277# #三轮不大创造神话
1696946574# #无锡的大街上竟然有休息区无锡街头居然还有桌子椅子和封顶，而且还是保护隐私的一个个小屋子，本土狗真的只在高级餐厅见过这种半开放的小包厢，为什么你们无锡人在大街上就可以享受到？
1692974882# #为什么大家都喜欢在咖啡店办公楼下有一家咖啡店，发现每次经过都会有人在里面办公
1697721162# #真的有被东北女孩的体质吓到不知道是水士问题还是基因问题，哪旮旯的人都好高啊，皮肤还贼好。我158皮肤差，走在东北的大街上觉得自己像一只笨重劳道的鹌鹑
1690607454# #家里的第一台电脑进博物馆了家里的第一台电脑进博物馆了
1688549693# #接受不了自己只考了546分接受不了自己只考了546分
1692670313# #小时候的贴纸还被奶奶保留着已经十几年了啊，这次回奶奶家才发现小时候随便贴在开关上的贴纸居然没有被撕掉。我上幼儿园午睡盖的被子、小时候每天喝水用的杯子也都被完好留下了
1695082387# #被这个小区的名字惊到了在地图上搜个商场逛一逛，我直接过重百新世纪，选了一个名字听着高级一点的环球时代广场，以为是个新的商场，结果滴滴到了之后居然是个小区！
1690768488# #才知道肥胖竟然有传染性才知道肥胖竟然有传染性
1689811586# #为什么老师没有朋友圈自由真的，发朋友圈会被领导说
1689584626# #没想到狗狗坐车竟然也会晕车没想到狗狗坐车竟然也会晕车
1697721733# #中奖一千万你会立刻离职吗中奖一千万你会立马离职吗？
1703131281# #祝2024所遇皆良人，身体健康，万事舒心送花花
1692750121# #为什么新疆的西瓜这么便宜喜欢吃西瓜的人有福了，新疆的西瓜几块钱一个，而且个头都非常大！
1690036275# #为什么火锅店有这么多摄像头为什么火锅店有这么多摄像头
1697294954# #螺蛳粉的热量真的很高吗吃螺蛳粉真的会长胖吗？
1690793365# #为什么高铁上的饭价格那么贵为什么高铁上的饭价格那么贵
1691591483# #外国人真的都不会亚洲蹲吗外国人真的都不会亚洲蹲吗？
1689577488# #洗手台被我的护肤品砸破了我以为只有我砸破过哈哈哈
1699244985# #热爱就是坚持的原动力热爱就是坚持的原动力举手
1696207343# #没想到背心洗完后竟然缩水了昨晚回家随手把这件小背心放在洗衣机里了，结果洗完变成这样了，想问问大家这种情况还能恢复吗？
1699320694# #狗：真是一场酣畅淋漓的沙龙美发啊
1699020350# #视频面试时一定要穿裤子因为视频面试时没穿裤子，结果社死了...
1689649709# #为什么狗狗都喜欢趴在地上我家的狗狗每天也趴在地上
1690382183# #才知道红绿灯竟然有这么大才知道红绿灯竟然有这么大，我一定不是最后一个人知道的吧，哈哈哈哈哈哈哈
1695345885# #油条的绝配是什么胡辣汤豆腐脑
1698069095# #抵抗力差的人别用公共洗衣机用的公共洗衣机洗衣机洗了几次衣服，当天晚上就觉得脚烫烫的，如针剌般痒痒难耐，第二天直接去了医院，说我是真菌感染了！！！所以奉劝大家真的少用公共洗衣机
1701751619# #孕期适合做什么运动孕期适合做什么运动？今天就跟姐妹们分享4个动作
1698834446# #不要轻易的跟朋友合租大家尽量别和朋友合租，也别合租，如果要和朋友合租还是跟很了解的朋友合租吧
1698326125# #在家里有属于自己的房间吗大家在家里都有属于自己的房间吗？
1688346146# #离职后财务说我偷了公司平板离职后财务说我偷了公司平板
1697899504# #在广东生活脸上真的会长痘吗在广东生活脸上真的会长痘吗？
1694646413# #为什么重庆人都特别的瘦终于知道重庆人为啥这么瘦了，每天不是爬楼梯，就是在爬楼梯的路上
1702007261# #被邓紫棋的粉丝狠狠秀到了，怎么会有这么会整活的粉丝啊，别太搞笑哈哈哈
1703246838# #早就想拉着蛋搭子一起来打卡冬日地图啦，没想到新年也这么有氛围哇
1702368571# #弟弟在学校捡了一学期的垃圾因为外婆以前闲不住喜欢收些塑料瓶，后来生大病化疗后都走不动路了，我弟说以后他帮外婆捡，没想到真收了一学期塑料瓶又扛了二里地带回来了
1689813216# #面试时你会填写真实信息吗除了电话号码和姓名其他乱填吧我是hr反正我们老板跟我说只是为了确保能联系到人。因为之前有个男生来上班然后说下楼买个水，然后人不见了电话也打不通后来才说不想上班了而已
1693116340# #为什么大家都不用美妆蛋了感觉以前大部分人都用美妆蛋上妆，干的湿的，一顿操作，现在好像都在用粉扑了，我自己都不知什么时候不用了。美妆蛋发生了什么，是突然不好用了吗？
1695695754# #在飞机上看到了杭州灯光秀没想到会在飞机上看到杭州灯光秀，很是神奇
1688124659# #考公上岸后被同学删了好友考公上岸后被同学删了好友
1696170293# #苦瓜的受众群体到底是谁吃过一次苦瓜，那味道真的是难以下咽，苦瓜的受众群体到底是谁？
1696635056# #被全红婵和陈芋汐的跳水惊到了全红婵陈芋汐热身丝滑入水，惊呆观众
1688374275# #因为不想结婚然后被妈妈骂了因为不想结婚然后被妈妈骂了
1689137368# #35岁未婚的同事像女大学生35岁未婚未孕的同事像女大学生
1697032747# #因为吃太多结果被同事阴阳了因为吃的太多，结果被同事阴阳了一番
1704252996# #好好好，冬天霍霍东三省，夏天霍霍淄博烧烤。我看你们过完寒暑假怎么办笑cry
1692111068# #校服裤是广东人的传家宝吧听说每个广东人学校的校服裤都还在，并且每年都还会穿
1697551663# #柚子被剥出了橘子的感觉这柚子真的太像橘子了，你不说我还以为这是柚子呢允悲
1694134909# #事实证明发型真的会影响气质论有个适合自己的发型太重要了
1691809849# #四川人吃火锅时蘸料要加水吗他三川五川的不是四川的
1688776802# #婚纱照发朋友圈后被亲戚说了婚纱照发朋友圈后被亲戚说了
1689654198# #狗狗是把凉席当成骨头了吗狗狗是把凉席当成骨头了吗？
1700734802# #滑板大神
1688103300# #实习了七个月后公司不给转正实习了七个月后公司不给转正
1696808143# #现在看个电视真的好难现在的电视也太复杂了吧，五花八门的，一不小心就要各种付费，无语，吃相太难看了，还是以前的电视好啊，打开就看，随意换台，简简单单多方便
1687917518# #打算离职结果被公司辞退了打算离职结果被公司辞退了
1698928463# #把掉的1000根头发编成了辫子以前老是焦虑掉发多，编成辫子原来才这么点啊，好像也没这么焦虑了
1693360003# #看得出来广东人很喜欢不锈钢看得出来广东人真的很喜欢不锈钢
1688211990# #周末没及时回消息被辞退了周末没及时回消息被辞退了
1688703441# #出差全程让领导拎箱子挤地铁因为出差没安排好规划，现在害怕领导把我开了
1696258543# #看得出来重庆人非常喜欢吃辣山城真的很爱辣椒，哈哈哈哈哈哈哈哈哈
1689145478# #你生日的那天离什么节日最近你生日的那天离什么节日最近
1695623248# #被爷爷那辈人的爱情整破防了被爷爷奶奶那辈人的爱情整破防了，老一辈的爱情让我羡慕泪
1694826518# #原来葡萄干是这样晾的以前听说葡萄干是用流水线哄干的，现在才知道新疆的葡萄干是晾干的微博手机影像年生活
1689292231# #真的反感发消息不的人真的反感发消息不的人
1693926484# #现在的月饼都这么离谱吗被这个煤球月饼离谱到了
1688803355# #因为不吃鱼籽和男朋友吵架了我觉得每个人都有自己不喜欢吃的东西。不要强迫别人吃。
1692071329# #蚊子虽小但是伤害力极大好家伙，我还是第一次见这么大的包
1687779037# #离职两个月发现同事把我删了离职两个月发现同事把我删了
1687747222# #真的有人连一点社交都没有吗真的有人连一点社交都没有吗？
1697464650# #原来杰瑞有这么多睡觉的大床原来杰瑞家有这么多套床，果然睡饱了才有力气和汤姆斗智斗勇
1696148539# #长期吃百香果真的能变白吗终于实现百香果自由了，每天都在疯狂吃吃吃吃吃，无意中发现自己皮肤变白了
1693702883# #无人照顾的仙人柱在野蛮生长据悉是屋主已经迁居十几年了，所以这棵仙人柱已经十几年都没有受人照顾过。一直在野蛮生长，状态极佳。枝干粗壮，花期非常壮观绚烂！
1702389326# #被公司的年终奖整破防了今年毕业后的第一份工作，咱就是说收获颇丰！
1700734792# #这滑板被你滑明白了不就是点板刷板接住落地而已吗，你这样滑滑板会让我以为我也会doge
1700782513# #肩颈不舒服的人有福了今天这组训练可以锻炼颈部后侧肌肉重新建立力量，每天2遍，缓解肩膀僵硬，养成好体态～
1698366017# #成年人提高记忆力的方法成年人提高记忆力的方法
1687523814# #你当明星会被扒出什么黑料呢你当明星会被扒出什么黑料呢？
1689344941# #被初中的弟弟用凳子给砸伤了因为弟弟不想洗碗，结果被他用凳子给砸伤了
1692231636# #为什么去旅游的人越来越多了好像身边的朋友都出去旅游了，只有我还在每天上班
1689390695# #没想到保洁阿姨的工资这么高没想到保洁阿姨的工资这么高
1694700483# #为什么上海街头没有垃圾桶拿喝完的饮料和用完的纸巾拿了一路，以前路口都会有的，现在也都没了…为啥呀？真心好奇
1701147818# #起猛了看见格格在锻炼身体假如格格健身练成肌肉金刚，容嬷嬷扎不动了吧！
1699404979# #论男朋友是懂道歉的论男朋友犯错后是懂道歉的
1689174026# #独居后才知道妈妈付出了很多独居后才知道妈妈付出了很多
1688900413# #给父母买东西结果被说浪费钱给父母买东西结果被说浪费钱
1697551387# #扫地机器人真的会刮伤地板吗家里用了扫地机器人后，地板好像被刮花了，你们家有发现吗？
1696429318# #为什么农村大席那么好吃许久未见的农村酒席，猪肘真的超级顶，筷子下去就烂了，真的太好吃了
1691809647# #成都火锅店的水果都是麻辣的我们四川的水果是小米辣，估计这个干海椒油是放错了
1691114507# #竟然会有人在高铁上吃螺蛳粉竟然会有人在高铁上吃螺蛳粉
1687589086# #考后估了707分最后考了684分考后估了707分最后考了684分
1689831092# #你住酒店最低的要求是什么干净，干净，干净，小都没事，一定要干净
1699193689# #因为袜子破洞引发的社死现场因为穿靴子过安检要脱鞋，结果袜子破了个洞
1689578111# #一张图证明你家的猫很调皮一张图证明你家的猫很调皮
1688892606# #月薪过万的工作被我拒绝了月薪过万的工作被我拒绝了开学季
1689305258# #旅游时发朋友圈会屏蔽亲戚吗旅游时发朋友圈会屏蔽亲戚吗？
1702859019# #去年陪着你跨年的人还在吗去年陪着你跨年的人还在吗？
1689212126# #父母托关系给我找了个销售岗父母托关系给我找了个销售岗
1692232092# #冰箱贴是我去过的城市我的冰箱贴都是我去过的城市
1688777521# #没想到竟然被妈妈催生了没想到竟然被妈妈催生了
1695620910# #被老一辈的爱情整破防了老一辈的爱情令人羡慕，被爷爷奶奶的爱情整破防了泪
1691763200# #南方人是不是比北方人耐热南方人是不是比北方人耐热
1690859571# #装修完房子后千万别发朋友圈装修完房子后千万别发朋友圈
1697464257# #吃完的柚子皮千万不要扔做成柚子皮糖真的好好吃，外面一层糖霜，咬开软糯q弹，是软糖的口感，甜中渗着淡淡的柚子清香！
1698152621# #在重庆坐地铁可以有多难在重庆坐地铁可真不容易
1689518476# #录取书发朋友圈后没人互动录取书发朋友圈后没人互动
1689431880# #用一张图证明你今年旅游了用一张图证明你今年旅游了
1691739247# #这才是真正的发量王者吧这才是真正的发量王者吧
1694483141# #南方女生的饭量都很小吗我南方同学的饭和我的饭，小姑娘吃几口就饱了甚至那两碗菜都还剩了一大半，我这边五碗都吃的干干净净就剩了点米饭
1694834516# #狗狗竟然把自己的床都拆了拆家就算了，拆床真是好本事啊！而且已经第二张床了...
1699579487# #高铁上被陌生阿姨问职业，我想说我是律师，结果嘴瓢说成了法师...
1687482616# #中奖五千万你会马上离职吗中奖五千万的话，你会马上离职吗？
1697684593# #半个月把领导的花养死了勇闯体制内之给我半个月我还你一盆蔫不拉见的花，局长出差3天，回来就会敏锐得发现5盆花换了两盆
1692750102# #广西连路灯都是水果形状的广西不愧是水果之都，连路灯都是水果形状的
1687679161# #到办公室才发现鞋被狗咬烂了到办公室才发现鞋被狗咬烂了
1688877901# #想读研究生被妈妈骂是白眼狼想读研究生被妈妈骂是白眼狼
1691249451# #江浙沪的家庭规矩有多离谱江浙沪的家庭规矩有多离谱
1689345707# #研究生学费太贵妈妈不让读了因为研究生学费太贵了，结果妈妈不让我读了
1689766883# #录取书发朋友圈后没人点赞录取书发朋友圈后没人点赞
1695126846# #原来饺子竟然有这么多种口味今天经过学校的自选水饺，真的长见识了，好多新奇的口味，哈哈哈哈哈反正有很多我没吃过的，有机会一定尝一尝
1692836319# #国外很贵但国内很便宜的东西有哪些国外很贵但国内很便宜的东西
1689552716# #真的好反感发消息不的人真的好反感发消息不的人
1687271986# #老家哪个习俗最让你接受不了老家哪个习俗最让你接受不了呢？
1690779441# #好朋友从不给我朋友圈点赞好朋友从不给我朋友圈点赞
1687437401# #中奖五千万你会直接离职吗中奖五千万你会直接离职吗？
1693785739# #为什么商场里的厕所都是马桶为什么商场里的厕所都是马桶？
1688028585# #未婚先孕后不敢跟父母说未婚先孕后不敢跟父母说
1690768951# #原来去皮后的柠檬是这样的原来去皮后的柠檬是这样的
1689087449# #没想到我竟然被妈妈催生了没想到我竟然被妈妈催生了
1699761055# #可是我买干发帽就是为了晚点吹啊允悲
1693839022# #为什么只有侧躺着才能睡着睡觉的时候平躺着睡能躺好一会，但是侧睡没过一会就能睡着！
1701576361# #有次凌晨两点回家，我爸给我发微信说早安允悲
1697118661# #侧躺着玩手机真的会斜视吗从上年开始就非常频繁的侧躺玩手机，而且还是在关灯状态下，感觉视力现在下降的非常快！
1688886719# #高考失利爷爷仍然奖励我两千高考失利后，爷爷仍然奖励了我两千块泪
1697811638# #为什么现在麻辣烫越来越贵了为什么现在的麻辣烫越来越贵了？
1687517864# #为什么穿凉鞋的人越来越少了为什么穿凉鞋的人越来越少了？
1687483102# #女生一个人独居真的很危险吗女生一个人独居真的很危险吗？
1689777419# #把婚纱照发朋友圈被亲戚说了把婚纱照发朋友圈被亲戚说了
1687658409# #我因为弟弟高考失误而失眠了我因为弟弟高考失误而失眠了
1689558783# #没想到狗狗竟然也有汗脚万万没想到狗狗竟然也有汗脚
1691934801# #才知道吃米饭是不会发胖的才知道吃米饭是不会发胖的
1689735246# #为什么酒店卫生间要装透明玻璃为什么酒店卫生间要装透明玻璃？
1698486153# #我不光不上班。我还得先去把领导都揍一顿开学季
1688817281# #研究生学费太高妈妈不让读了私立反正基本废了，你救不了也没必要救，让自己变得更好。
1689246488# #旅游时发朋友圈会让人反感吗旅游时发朋友圈会让人反感吗？
1696220197# #全红婵陈芋汐赛前花式热身不要跳的这么随便啊，不然我以为我也会！
1694572206# #重庆人普遍很瘦是有原因的终于知道重庆人为什么普遍很瘦了，原因是每天都在爬楼梯
1695290612# #为什么轨道上要铺一层小石子是为了避免火车轮子与路面直接接触，防止铁轨下陷，另外火车高速通过铁轨时产生的噪声和热量，也会被石子吸收
1694739431# #才知道浙江的农村这么豪华浙江的农村可以有多豪华，是我羡慕的房子了
1696228476# #为什么广东人吃饭顿顿有汤为什么每一顿必有汤，我开始还以为是刻板印象结果在一起呆了一周，属于是在外面吃饭也点汤，在家做饭也煲汤，广东人是顿顿都要喝汤吗？
1687843858# #在公司因为不爱说话被辞退了在公司因为不爱说话被辞退了
1687498928# #千万不要用力的揉眼睛千万不要用力的揉眼睛
1688710170# #吃的太饱结果地铁上被让座了因为吃的太饱肚子把肚子吃撑了，结果在地铁上被让座了
1690207065# #山东人的身高人均一米九吧山东人的身高人均一米九吧
1688620637# #发朋友圈被领导阴阳怪气了发朋友圈被领导阴阳怪气了
1691503845# #背带裤外边千万不要穿紧身衣背带裤外边千万不要穿紧身衣，这也太尴尬了
1692663676# #头发越洗越秃的原因找到了头发越洗越秃的原因找到了
1687524378# #真的会有人一点社交也没有吗真的会有人一点社交也没有吗？
1696244079# #山东大葱到底有多离谱在山东说你没葱长得高真的不是骂你，这葱得有两米了吧
1689508286# #高铁上吃泡面被骂了在高铁上不能吃泡面吗？
1692015921# #感受到大一开学的窒息感了虽然还有半个月才开学，但是总害怕到时候会落下什么东西
1688299904# #拔智齿的费用真的好贵拔智齿的费用真的好贵
1687745152# #睡梦中躲虫子把自己弄骨折了睡梦中躲虫子把自己弄骨折了
1693614027# #气血不足的人再累也别躺着中医里面常说”久坐伤肉”，其实最伤害的是脾，气血不足的人再也也别躺着
1687566560# #在高铁上被陌生人要求换座位在高铁上被陌生人要求换座位
1687436034# #女生独居真的很危险吗女生独居真的很危险吗？
1701334193# #孕期不会健身的人有福了今天的训练对新手姐妹和孕期姐妹都很适用！
1701662670# #这不就是我吗，逛街没人、去玩没人，有情绪了自己消耗，连个说话的人都没有允悲
1697857940# #被马背上的丞磊帅到了。丞磊骑马太帅了，这真的不是宫二吗？丞磊骑马
1694738926# #猫猫的表情一个比一个无辜你们这么乖，一定是沙发自己坏的
1689223224# #陌生人坚持给我发了七年信息陌生人坚持给我发了七年信息
1694264447# #真的好喜欢雨后的空气一直不喜欢下雨天，但是有点喜欢小雨后街道不是很温的样子，空气中带着干净，小草泥土的味道！
1701761869# #i人为什么都不发朋友圈了已经关闭朋友圈很久了
1689949691# #你会用酒店里的毛巾洗漱吗你会用酒店里的毛巾洗漱吗
