1701904500# #2024届高校毕业生预计1179万
1691247526# #洪水过后的涿州市区鼓楼大街，就是天下第一州那条步行街。
1692891420# #企业向客人提供无线账号密码被罚？警方：未落实安全技术保护措施。开店的都注意下吧。
1696636140# #这段话到底是余华说的，还是余秀华说的？。说的挺有道理，年轻的时候人们追求自己喜欢的，这无可厚非，但最终还是要回归到喜欢自己拥有的。
1697549159# #真的有点准的，可以玩一下哇
1688435981# #储户取钱时银行工作人员询问取钱用途，初衷应该是防止电信诈骗之类的。但这么问是不是就相当于问一个人，你是不是坏人？你有想干坏事的打算吗？真正的心怀鬼胎的人能问出来吗？男子故意1次取1元逼哭柜员
1697432092# #“当年，面对众多选择，他决定进入北京市公安局交管局交通事故处，他表示更想做一些实事儿，在这个领域大有可为”。他做到了。不是非要混成领导或老板才算成功，发挥所长做自己认可的事，这也是成功。
1693439940# #“空调需要加氟了”，是有些人在利用你的“无知”，加氟没有那么贵，别被忽悠了，最好还是找售后，比网上平台要规范一些。
1693892400# #格局打开，换个思路，人生豁然开朗二哈
1698929850# #专家称彩礼理念不改婚姻制度要崩溃我说彩礼问题影响到了年轻人的婚姻，结婚率，从而影响到了新生儿的生育率。有个网友说：四五十年代的时候也有彩礼，为什么出生人口很多，一家四个以上，你解释一下？。我琢磨，是不是因为那个时候没有安全套啊？
1691225272# #大水逐渐褪去，涿州乡村路边，被淹死的牛，看着真是心疼，农户损失惨重。注意消毒防疫。
1700742331# #马云成立马家厨房公司马云是要来解决食品安全问题了吗？值得期待，这方面确实需要改善。还有医疗，马老师可以成立个医疗集团，先看病再付钱，患者评价全网可见。还有教育，让小学生喜欢上学，锻炼身体探索艺术。
1693054581# #95后小伙怒砸自己开的日料店这小伙子是个精明人，不过网友们也多是明眼人doge因为民族情怀改成中餐店？当年开日料店的时候是日本情怀吗？二哈日料生意不好做了改方向可以理解，商业行为无可厚非，还非扯上民族情怀，真是戏精挖鼻
1702644267# #董宇辉孟羽童打工人困境董宇辉和孟羽童这俩事双双上热搜，看了那么多新闻和评论，看到东方小孙和董明珠大姐的态度。我的一个感觉就是当老板的不能既要又要还要且要，时代变了，不能既要八个小时买我的知识时间和精力劳动，又要我把你当奴隶主捧着，还要我把公司当做家爱护它，且要我跟你解除劳动合
1695188758# #花西子投放覆盖几乎全部美妆小主播如果把花西子搞死了，主播们就少了一个金主爸爸。舍得投大价钱营销的必然是利润率高的，而那些没人推销的往往是利润低没那么多经费营销，就像药店里放在偏僻角落里店员不给推荐的三四块钱一瓶的各种微量元素小药瓶，其实效果很好，就是利润低没钱做广告，药店提成少
1700216520# #按照这个统计数据，建设单位的土木人平均收入挺高的了。即使有三分之一的人高于这个收入，整体也算不错了，工程人不像人们想的那么惨，就是大多远离家乡到处跑，收入高点也正常。
1697706347# #你火了挣大钱了，身边的亲戚朋友就眼红了，危险就来了。人心难测，知人知面不知心。
1691031805# #河北蓄滞洪区退水大约需一个月要这么长时间啊？耕地退水要一个月……都是低洼地带，看来是要靠渗到地下才行了。如果今后雨水变得越累越充沛，泛区的居民可以考虑搬家了，要是隔个两三年来这么一回，谁受得了，有些耕地说不定要变成湖泊了。气候变暖，水乡北移，真的要考虑考虑。
1695117120# #湖南调研“不敢生”：岳阳市本级5年1680名女性因生育离职，离职率15.7%，湖南省育龄妇女总人数从2016年的1884万降到2022年的1676万，下降比为11%，调研发现，当前，育龄妇女在平衡生育、家庭与自我发展的过程中，主要面临三方面困难：。一是经济负担重——不敢生。。二是职场压力大——不想生。。三是生育
1697384040# #远洋控股集团：上半年发生重大损失，净亏125.62亿元。将采取各种措施保障债务兑付和保交楼。
1697199625# #武汉大学对肖某某记过处分显然，网友们对这个处理结果很不满意，都在呼吁开除，但开除应该是不可能的。事情的经过见图3，难点可能主要在于这个男生并没有裸露器官，也没有言语上的挑逗，从法律上很难判定为骚扰，而且他如果不承认的话，你还真不能拿他怎么样。武大回应学生举报图书馆遭性骚扰
1690780866# #一位福建网友到台湾旅行，发现台湾高铁上好安静，小孩子也自觉变得安静了下来。对此，网友们发表了自己的观点，感觉说的都挺有道理。
1698365596# #看来很多人都有类似的经历允悲
1703774700# #中学心理老师：有的孩子表面没啥，其实困在无意义感里很久了，然后有一天，突然爆发了。
1697432495# #主要是因为背着妻子给第三者转了好几十万，这个钱是夫妻共同财产，应该能追回来。这也告诉那些想接近已婚人士的男人女人们，不要鸡飞蛋打，白忙活一场。不要跟已婚人士搞暧昧。
1695264300# #破壳而出的小鸭子
1688715306# #全国各省的离婚结婚比例。竟然很多地方离婚的数量比结婚的还多？……
1695282875# #重点是什么工厂？会不会释放有害物质？
1692754037# #南方电网广州供电局那个在群里炫耀丈夫高收入的事儿，果然是家庭矛盾闹离婚然后怒而检举揭发，说涉嫌行贿罪、遗弃罪、利用漏洞跨省高考……不过现在调查结果还没出来，如果没有证据的话估计也不好判定违规，等官方调查结果吧。供电局员工炫富妻子总结丈夫十宗罪
1693898700# #如今的切尔诺贝利
1691167313# #辽宁多地也暴雨了，抚顺部分街道上积水已经很深，把路面上的汽车已经泡了。黑龙江、吉林、辽宁东北三省都有地区遭遇了暴雨洪涝，这天气真是少见。
1697107380# #土耳其外长在联合国晒地图演讲，展示以色列是如何侵占巴勒斯坦土地的，动员国际社会结束以色列对巴勒斯坦的侵占。
1695770909# #两个大男人如此对一个女子，令人气愤。只有对待手拿凶器的歹徒这样做可以理解。
1690646980# #养马岛音乐节第一天赶上了下雨，人们体验到了小猪佩奇的快乐。网友：自己辛苦抢的票，含着泪也要听完……doge据说有欧阳娜娜、丢火车乐队、落日飞车、黑豹、罗大佑……明天还有，天气好的话，养马岛还是很漂亮的。
1691992888# #说得很好，总是处于焦虑中的人们更应该读一读，想一想。
1699007088# #把身体素质的成绩占比提高，把文化课成绩占比降低。比如把跑五百米、拉单杠、俯卧撑、视力都作为考核指标。
1700527168# #江苏无锡一纺织厂起火致7人死亡蜡烛安全第一🙏。江浙很多纺织厂，十多年前在那边认识一个在纺织厂上班的小姑娘，她说上班十二个小时，两班倒，每月休息两天。不知道现在这类工厂的倒班模式什么样了？
1695382566# #黄牛确实很讨厌，应该严厉打击。我看评论区很多网友呼吁查查大麦还有秀动，说不让退票？有这事儿吗？
1698152300# #会刺激经济，增加市场上流通的钱，带来一部分经济增长和部分人收入增加，但同时也会带来通货膨胀和贫富分化。你不是不愿意花钱吗，不愿意花我帮你花呀。
1696549520# #挖这里的土有啥用？回家种花还是供着？不会是受到什么自媒体的蛊惑吧？大家快找找是谁蛊惑怂恿的。
1703673120# #日本拟重启全球最大之一核电站！曾因安全漏洞被禁止运行。。据日本广播协会（NHK）报道，日本原子能规制委员会决定解除对东京电力公司柏崎刈羽核电站的运行禁令。这为日本东电重启世上最大的核电站之一扫清了障碍。。柏崎刈羽核电站位于东京以北约250公里处，拥有7座反应堆，自1985年以来开始投入使用。
1691461620# #当年倪萍、姜昆、唐杰忠到台湾参加张菲和费玉清主持的综艺节目，挺有意思
1691476202# #这是个娱乐节目还是个武术比赛？如果是比赛的话，显然不公平啊，这么大年纪的老人跟年轻壮小伙打，不合适。跟马保国比一比倒是有看头。
1688623719# #洪都拉斯留学生成功转学大陆，欢迎新同学……不知道都安排去了哪些学校？
1695252843# #西安交大取消四六级学位证挂钩这就是把原来强制你学习的东西，变成了你自愿学习，想学你就学，不想学呢你就不学，你自己看着办。对搞科研的、对出国的人来说，英语还是很重要，但是对一直在国内生活也不搞科学研究的普通人，确实好像也用不上，有很多人中文都没整明白。而且现在翻译软件那么发达，普
