1701976670# #船夫：我好害怕好无辜悲伤
1691314925# #出事了的话大麦和时代峰峻没一个跑得掉微笑。大麦就是最大的牛微笑
1694597872# #悲伤玺宝
1692619349# #泪原来如此
1700757974# #感谢邀请舔屏期待下次合作舔屏易烊千玺太帅啦太会说啦舔屏我啃
1699936964# #微博视界大会角色闪耀，微光同行。我正在微光荣耀入围影视角色为林陆骁荣耀推荐！来和我一起参与荣耀推荐吧，助力喜爱的影视角色绽放
1697874321# #开学季张婧仪这两天杀疯了泪@张婧仪
1704547747# #好嘟抱一抱公主bb
1701525228# #啊啊啊啊玺穿粉色尊嘟很好看抱一抱
1703755104# #那会是真的被创哭泪刘诗诗一直都是一个真诚的人，从未变过悲伤好爱好爱当初没去现场在屏幕前哭创了，后面偶尔看到，每次看都忍不住流眼泪笑cry
1703680371# #刘诗诗任如意【官方认可】刘诗诗演技在线，稳准狠地把握住了任如意这个核心角色，拿捏住任如意的角色特质，也给整部剧带来了最大的亮点抱一抱耶✌️是💯的任如意抱一抱期待刘诗诗的东方淮竹抱一抱刘诗诗一念关山
1694577143# #美4⃣️哇
1695265537# #哇哇哇哇哇哇
1701767386# #啊啊啊啊啊泪姐姐好美泪刘诗诗一念关山
1701232206# #一念关山导演作品能不能给六屏啊热度那么高不想赚啊不懂时务晕费解。刘诗诗任如意刘诗诗一念关山
1701916338# #要播了嘛舔屏
1699635261# #啊啊啊啊还双手挥起来拜拜抓狂好可爱悲伤
1702951274# #一念关山崩人设。心疼刘诗诗最好的任如意🍋倒闭摊手。
1702653610# #电视剧真正的效应在长尾效应。1⃣️仙剑三最好的仙侠剧抓狂。（夏天必重温）。2⃣️步步惊心永远经典的马尔泰若曦。（冬天必重温）。每年故宫下雪必有若曦被大家想起悲伤
1699011791# #啊啊啊啊啊啊啊啊是我的美神姐姐泪
1699892976# #太唯美了吧泪玺你值得泪这个角度我要哭了喜欢他好幸福泪
1696521307# #王诗玥柳鑫宇完美演绎不完美小孩。呜呜呜因为很喜欢玥玥和大柳。他俩都是我的特别关注。他们微博发出来的那一刻。我一听到bgm是《不完美小孩》。鸡皮疙瘩瞬间就起来了泪是梦幻联动泪。最好的马达引擎哇期待下一次的表演哇⛽️加油
1693767044# #天赋实力型选手开学季
1701575722# #易烊千玺4%vol的河啊啊啊啊啊还有第三视角悲伤泪
1703243569# #智者的表情舔屏小易评委太帅了
1701192554# #刘诗诗一念关山冲啊！！一念关山！！爱奇艺看起来！！太美了我姐抱一抱舔屏刘诗诗任如意
1701951079# #GQ红毯玺与生俱来的松弛感抓狂
1700733951# #易烊千玺二三逢时戢鳞风起我的妈啊泪泪泪易总泪好帅的玺泪@TFBOYS-易烊千玺
1702621058# #抱一抱好可爱的任如意bb可爱薯了🥰
1704363965# #所有🧼💊姐宝的全都反噬到你蒸煮身上可爱
1700736220# #泪易烊千玺二三逢时戢鳞风起vogue时尚之力盛会
1700758585# #抓狂打哈欠都那么可爱
1699433640# #好可爱呀哥哈哈哈哈宝贝今天心情很好嘻嘻
1701478361# #刘诗诗吴奇隆。能不能独立行走啊汗空降第一是干什么汗。好好好欢迎大家来爱奇艺看《一念关山》❗️。刘诗诗的演技绝了抱一抱任如意给我冲！。刘诗诗任如意刘诗诗一念关山
1699945343# #最近怎么那么多zz下💦🦠贴我玺…
1704595666# #太🐮了
1702558232# #黄景瑜冬至妈耶哇期待哇
1699259754# #感谢分享舔屏泪呜呜呜她真的好美舔屏随便一个抓拍视频都那么好看舔屏
1703574737# #易烊千玺华为nova全球代言人好耶好耶抱一抱抱一抱抱一抱
1691579749# #泪美神玺玺
1691231827# #好可爱啊啊啊啊哇明天见哇
1696593921# #他从火光中走来男主死了。啊啊啊啊啊啊不可以！！！
1704041786# #哥心抱一抱2024越来越好心抱一抱新年快乐抱一抱
1701479270# #人间烟火气悲伤希望小千天天开心兔子易烊千玺4%vol的河
1701767802# #姐姐悲伤
1701837589# #哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
1701166464# #doge姐姐你很狼抱一抱刘诗诗一念关山
1700394849# #悲伤悲伤悲伤
1698831814# #千纸鹤颠婆。点进来被鸟姐们的反应笑🐭了哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
1704258353# #哆啦A梦害怕某人新剧这营x搞得不知道的还以为她是女主
1693898796# #易烊千玺空军招飞宣传片哇4⃣️年了～好快呀鲜花优秀的玺心幸好是我喜欢的鲜花不然我嫉妒羡慕🐭
1703937171# #张婧仪香暗荼乖乖素颜小宝抱一抱
1701868055# #刘诗诗超话。我姐的开屏好美抱一抱舔屏
1703341413# #悲伤我姐真的真的真的真的真的很喜欢任如意悲伤呜呜呜🥹一直在维护任如意的内核悲伤
1701975817# #哈哈哈哈哈哈好可爱抓狂舔屏
1702218730# #任如意悲伤姐抱抱你泪刘诗诗任如意
1702022095# #好耶好耶王子奇他从火光中走来
1692354884# #哇泪姐走路好飒
1699667491# #易烊千玺限定玫瑰悲伤玺玺随便扭两下我心脏都顶不住了舔屏玺子哥好适合唱酥酥麻麻的歌
1703151761# #啊啊啊啊啊啊啊这不是公主是什么抓狂抓狂抓狂@张婧仪
1701962197# #尊嘟好可爱啊啊啊抓狂
1699000524# #今天一直看美女舔屏破天的富贵给足了举手还要举手@刘诗诗
1702635974# #一念关山安都副本决胜局。姐宝抱一抱今晚一起吃零食看任如意举手快偷偷告诉我最近在吃什么零食👂👂👂
1699151479# #哈哈哈哈哈哈哥举手要不来个代言人吧～哈哈哈哈哈哈入乡随俗举手免费宣传了@王子奇是演员王子奇
1693375528# #易烊千玺超话永远忘记不了章子怡老师对千玺的点评悲伤视频来源于抖y
1701940824# #GQ红毯。玺玺你人呢抓狂。易烊千玺辛爽同船
1702641193# #好可爱啊馋嘴好可爱！
1701192419# #好好好抱一抱别睡了doge支棱起来doge刘诗诗一念关山
1698073604# #王子奇超话睡前再分享一张王哥舔屏真的好帅泪开学季王哥咱接一部校园剧好嘛！！！。抱一抱妥妥的男高！！！
1693892795# #易烊千玺超话是我们玺玺哇心
1697123322# #好久不见悲伤
1700046199# #易烊千玺二三逢时戢鳞风起简直就头像的升级版舔屏第一张谁不晕我就问易烊千玺二三逢时戢鳞风起四字易烊千玺yyqx四字弟弟
1701137098# #刘诗诗任如意如意今晚见心我要追剧日历！！刘诗诗一念关山
1702385809# #好奶呀
1693023963# #是的！我也发现玺唱这首歌还会转身对着右边唱泪易烊千玺十稔终章皆成序
1701609731# #啊啊啊啊真的有千玺看来那天冲哥转发生日祝福是真的泪
1694180488# #好帅哇
1700742853# #悲伤真的绝了
1690462295# #彩虹作为广东沿海地区（湛江）的孩子，一看到“彩虹”两个字，脑子🧠都会立马浮现出15年那场叫“彩虹”的台风🌀16级的风直击整个市高楼层的房子在摇晃🫨停水停电几天开学季街上一片狼藉开学季真的好可怕…但是上微博热搜的确不是湛江而是受降水影响的其他地区而已单身狗
1699024648# #好好好举手我姐真的美哭我了泪我还想看昨天香奈儿的举手什么时候放呀@刘诗诗
1703299786# #陈坤对张婧仪是当女儿来宠吧。张婧仪又美又稳又不做作。给公司的回报率也高抱一抱。换我我也宠抱一抱
1704450231# #刘诗诗任如意我姐真的什么风格都能驾驭爱慕刘诗诗任如意刘诗诗摇滚歌姬它好飒的姐
1704272185# #刘诗诗一念关山任如意值得抱一抱
1703406801# #🐭粉远离我wb滚
1697440595# #哥怎么又飞上海了开学季
1694523701# #活力满满的磊哥哇
1702863721# #抱一抱抱一抱抱一抱
1699512539# #哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈笑飞了别太可爱@王子奇是演员王子奇
1699001325# #啊啊啊我姐也太优雅太有气质了吧舔屏@刘诗诗
1699508448# #小奶诗抱一抱
1700468601# #vogue时尚盛典阵容舔屏期待易烊千玺举手易烊千玺二三逢时戢鳞风起
1697874277# #啊啊啊啊啊这是谁家的公主啊啊啊泪@张婧仪
1704031150# #抓狂抓狂抓狂哥黄景瑜太帅了吧！歌也好听嘻嘻嘻嘻嘻嘻
1703763258# #抱一抱俺们嘟小火光值得抱一抱@张婧仪
1700752534# #跪了跪了跪了
1697336292# #一直把大家把朋友的真诚女孩Joy这么好嫉妒到谁了
1702459736# #哇塞哇任如意污事事如意哇@刘诗诗
1704082807# #仪宝我真的哭死泪爱你爱你爱你抱一抱
1703958290# #刘诗诗任如意泪真的是最好的刘诗诗！！最好的任如意！！！抱一抱刘诗诗请多进组开学季@刘诗诗
1704173008# #抱一抱公主公主抱一抱请日更@张婧仪
1699264634# #刘诗诗优雅黑天鹅。我姐最近真的超能打各种加速开挂我真的发疯舔屏开学季吃得太好了泪
1699641672# #泪你小子真的很浪漫悲伤愿你和我们都拥有玫瑰般的人生苦涩苦涩苦涩苦涩易烊千玺限定玫瑰蔡国庆唱易烊千玺的Myboo
1698139595# #开学季泪好幸福
1699264099# #舔屏举手是可爱的高中生仪宝@张婧仪
1700018552# #王子奇黑白密码冲冲冲举手11.16腾讯视频不见不散举手楚一寒舔屏@王子奇是演员王子奇
1702610871# #一念关山所以这段为什么要删？？？男女主谈恋爱比这个重要？？这是主线之一！！这么重要的戏都删了就为了给我看那十几分钟的感情戏？？？🐶🍋给劳资爬
1692282360# #吃饭了哇
1691416245# #泪作为广东人真的好喜欢千玺唱的这首粤语歌悲伤开学季tfboys演唱会后劲最大的一个视频
1699845784# #支持易烊千玺合理维权心（真的看到过很多品牌自己贴上玺的照片…离谱汗
1702621839# #一念关山。打假打假男主粉丝别再拿着剧情高潮部分说是观众爱看男主了观众都要唾沫淹死你了揣手。出来打假了揣手
1704596736# #开学季开学季开学季开学季开学季开学季开学季开学季
1692004729# #加油加油哇举手
1703231979# #黄景瑜冬至抓狂好冷啊哥抓狂@Johnny黄景瑜
1702905560# #刘诗诗任如意泪姐姐泪抱抱泪@刘诗诗
1703252195# #港风郭晓婷的舒适区。给🐒大夫人打call。晓婷尊嘟好美好大气舔屏
1703352124# #别人说他直播嘴碎。你说他是在开玩笑～和粉s的默契。别人说他不会用标点符号。你说这是他的特色～和粉s的约定。嘻嘻好好好磕到了磕到了。不愧是没文化没内涵却不自知还要到处炫耀愚蠢的人儿抱一抱
1693910084# #易烊千玺为空军招飞宣传。有些人真的是魔怔了吧…为了黑都无🧠了？。还能在这话题下造谣jun方？？？是觉得国家jun方都不如键盘侠的你们是吧？？？jun方是层层筛选进去的汗代表国家利益…🧠不好就去治疗汗别天天发疯。。（同一个姓就是有后台shi力？那你的姓千万别和国家任何一个处于高位的人一样
1703650163# #抱一抱和姐宝一起见证2023抱一抱期待2024抱一抱
1703522476# #抱一抱存
1691337499# #太帅了泪泪泪
1691232707# #泪泪我哭死@TFBOYS-易烊千玺
1691059825# #TFBOYS全员确认续约他们本人知道吗微笑sdfj快跑好吗微笑
1692615117# #易烊千玺专辑实物泪深刻体会到《同乘》
1703505751# #圣诞快乐抱一抱好好好真好看送花花
1693536610# #开学季好喜欢好喜欢玺单身狗
1702652775# #一念关山啊啊啊刘诗诗打戏真的好养眼啊啊啊抓狂泪刘诗诗任如意
1703136375# #抱一抱好美抱一抱合作愉快抱一抱
1704000671# #抱一抱最好的刘诗诗努力敬业认真谦逊善良的大好人演员刘诗诗谁不喜欢呢可怜
1694007940# #绝了泪闷声干大事的弟弟泪期待新作品！！！
1700894132# #融化哈哈哈哈哈哈哈哈
1699951586# #好啊好啊终于✌️王子奇黑白密码
1701163431# #刘诗诗任如意呜呜呜呜呜悲伤我要哭了姐泪泪泪今晚一起看任如意！！！刘诗诗一念关山
1703519053# #刘诗诗超话抱一抱任如意宝宝抱一抱期待东方淮竹抱一抱
1703160449# #抓狂张婧仪张婧仪张婧仪抓狂公主殿下抓狂@张婧仪
1699845020# #玺玺每次都能以不同的方式出圈悲伤命中注定的巨星抱一抱对得起玺宝一路走来的颠簸
1697798331# #啊啊啊啊啊啊芭比娃娃舔屏👸@张婧仪
1701400929# #幸好工作室有拍视频花絮微笑造谣的都看过来微笑一念关山替身马赛克
1702558546# #抱一抱大家快来爱奇艺看《一念关山》呀抱一抱看有勇有谋最好的杀手任如意/任辛抱一抱@刘诗诗
1697856629# #好高级的电影脸开学季
1691517217# #玺子之后的爬坡路也是铺满荆棘的希望你永远可以做自己热爱的事情悲伤在探险的路上也要稍微留神旁边的刺悲伤不要让自己受伤悲伤。【昨天的微博被删视频今天的qq音乐被删音频到底是谁】
1704256535# #我步哥是真的白啊失望步哥，我也想🌲妈抱抱失望
1691396226# #倒下的蛋糕虚假中的真实。彩排过的肌肉记忆被突如其来倒下的蛋糕给打破了这一刻只剩下了真实是发自内心深处自然而然地对视相笑不是棺材脸和营业微笑是倒下得蛋糕让我们看到了本在屏幕前不存在的一面这一刻也成为了属于他们三小伙的回忆也许这就是最体面的结局吧那就保持这个状态别回头都
1699372848# #是ip在意大利的玺玺举手
1703219456# #刘诗诗超话刘诗诗任如意。过了那么久还是沉迷于路人拍的live抱一抱。毫无经过他人之手的锐化还原本人摊手。
1699701593# #易烊千玺二三逢时戢鳞风起抓狂浪漫的法语配上玫瑰🌹抓狂
1700892702# #易烊千玺超话易烊千玺二三逢时戢鳞风起。舔屏喝下4%vol微醺和玺一起陷落美好期待新歌✌️。易烊千玺4%vol的河新歌来了
1691233438# #明天见
1693983336# #🐎一波！千千为成员抱不平时说的话太正了，就像千千说的跌倒了再爬起来有多不容易，你不知道他们为了这次机会有多努力，重新再来的勇气和压力有多大，现在这个社会发出去的字说出去的话对有些人来说是开玩笑也觉得可以不负责任，但我始终认为你怎么对待这个世界世界就会怎么回报你
1696994944# #舔屏啊啊啊啊啊还有库存@TFBOYS-易烊千玺
1701227482# #一念关山导演作品因为刘诗诗去看这部剧。然后被刘诗诗的美貌和打戏征服。还发现了导演尊嘟很牛举手。好好好好好好话题还是带着一念关山的。大家一起来看《一念关山》吧举手举手举手。不会还想让刘诗诗带着其他剧飞吧污。刘诗诗任如意
1692874946# #疑问那你取消核污水排放了嘛
1693639670# #我服了哈哈哈根本无法预测属于乱跑开学季
1702899460# #泪昨晚亲眼看到公主走上台领奖泪真的巨美！！气质巨好泪泪泪超爱！！我旁边的两位叔叔都在说：这个小女孩（张婧仪）气质好好啊！！谁懂苦涩
