1700463392# #快来看小黑
1688733748# #今天伊娃老鬼鬼祟祟的
1698548579# #北京买大疆会不会比在悉尼便宜鸭？
1694793823# #这破输入法我要和你思过
1696476027# #“真写实啊！”。咋了。“壁虎还断尾”。是残片………………
1697289395# #最近跟很多朋友聊天，发现大家都开始准备多一条路。其实我也有点危机了。嘤嘤～。。和团队的小伙伴聊了一下，除了现在已经有的，我们还可以做什么事。。。因为常年出差，对户外用品、旅行用品、打底衣物、行李箱、好用方便的个人护理、各地的美食等等都有一些了解。。。加上也认识一些从事电商行业的朋友，他
1691402487# #西藏一种很奇怪的食物，可能是四川起源？叫汤锅，里面很复杂，能看出来有啥嘛？
1697855650# #上午发现伊娃的窝太臭了，也不好洗，就拎出去丢了，买了新的，还没到，就给了一个垫子对付下。但丢的时候没注意到伊娃一直跟在后面，它看我把窝丢在门口，关门，眼神是极为震惊的。咋？对窝很有感情？
1696319426# #下午茶，炖排骨和红嫂大鲤鱼
1698040633# #微博公开课动物界雄性的生殖器尺寸比一比，蛞蝓我是真没想到……。Metaballstudios制作三立翻译
1689588781# #今天在巴彦淖尔戈壁滩捡到的老玛瑙瓜珠，辽金styles
1698671145# #血腥哥哥妹妹悲伤悲伤悲伤
1697254124# #庆祝小恐龙寄宿回家悲伤悲伤悲伤娃辛苦了
1701959104# #恐龙来上课。恐龙吃了我
1697023581# #嘤嘤嘤的福利大家帮忙暖一暖置顶的石器时代，转评赞皆感恩的心，并在本帖嗷一下打个卡，三天后抽一个白垩纪琥珀举手举手举手
1692843225# #小恐龙问如果日本排放污染水入海，只是时间问题，不远将来就整个海域都是了吧？也就不存在抵制哪边的海产品了是不是允悲
1703584112# #在南宁逛菜市场，一切都很好，知道我去扣了那条鱼的鼻孔图五……悲伤悲伤悲伤
1697021428# #“事实上，如果你观察许多现代人类的基因组，你可以找到智人与尼安德特人和丹尼索瓦人（后来灭绝的另外两种古人类）繁殖的遗传证据。无论好坏，人类也是史前杂交的产物。对于生活在东亚的一些人来说，有证据表明丹尼索瓦人的DNA帮助他们适应了更高的海拔。而另一方面，欧洲人基因组中的尼安德特人DNA可
1702814304# #被这只B24的波点涂装吓了一跳
1694095663# #这个but很有灵性，我朋友们一半说褒义，一半说贬义。到底是撒？
1691311671# #这小姐姐的摩托车绑了个熊
1700400580# #身体健康……。是铁粉了
1704172361# #来自校友的❤️，舍不得拆这挖掘恐龙巧克力，抽一个吧，寄会不会化了啊……
1699009170# #这我可太专业了
1689300301# #嘤嘤嘤的福利送票！转+关，1周后抽2位小可爱我们新项目的互动游戏票（9月1日之前，暑期内有效，不包交通食宿，不得转赠转售），事情是这样的~~。提起朱熹，好像大家对他和理学的思想都是单薄的、无聊的。其实，武夷山有关朱熹的故事很多，武夷山更是理学的圣地。可如何才能让孩子和家长一起立体地、
1703641262# #昨晚吃了七个芋头到现在还很难受😣难受(◍•﹏•)，芋头这么难笑话吗？
1698096847# #特效而已吧我试过502冲水好久
1690845777# #这多多少少被偷塔了泪
1694582792# #天啊几乎没看到报道悲伤
1695792642# #在小飞龙床底找到一盒奇怪的硬币
1701063970# #十年没来没来，相当萧条啊
1694169612# #今天到了九个F4鬼怪战斗鸡🐔，周末可以收拾收拾
1702471775# #请问爱红或狮委屈上面有没有那种刘畅好玩的无脑哒哒哒社稷游戏鸭？
1698624423# #是一种动物叫死莉莉，海百合，sealily
1692883943# #笑死我了，外地朋友在潮汕玩了一周的体验：。“感觉好极了，潮汕人淳朴善良会做生意诚实守信，服务意识也好的。。广济桥去了，潮州古城去了，龙湖古寨去了，南澳岛去了，道韵楼去了，汕头老城去了，无论自然风光还是人文景观都很好，牛肉火锅吃了，生腌吃了，猪肚鸡吃了，猪脚饭吃了，凉茶喝了（不会再喝
1694165645# #喵星人的小秘密宁城的猫砂有多硬核。宁城，被誉为“中国猫砂之乡”，这里的猫砂产业占据了全国的70%，全球的20%。今天我们小代表还到访了宁城国家地质公园博物馆，这里有介绍到宁城县膨润土资源丰富，膨润土资源保有资源量为1641.5万吨，潜在矿产资源量为20亿吨。当然，我们最喜欢的恐龙这里也有不
1697022795# #mx恐龙收到我的中国角龙啦举手举手举手
1689173132# #鞍山特色美食（一个字）子。（2分）
1698497440# #美不？落日哦🙄
1701143627# #嘤嘤嘤的福利万吨大驱送起来啊！转发+关注，三天后抽两位小可爱送出魔力工厂的PLA海军055型导弹驱逐舰拼装模型！。产品为1/350比例，可免胶免工具组装，也不需要自行上色。。这款产品的外形以参加“海上联合-2021”军演时055型驱逐舰为基准还原设计，展现了这型万吨大驱至2
1695536743# #肉嘟嘟超可爱的足迹啊
1699533200# #今天在双11买东西，突然收到个推送：淘宝给你一张“好人卡”。心下一抖，这年头，表白被“十动然拒”也就算了，买东西也要被发好人卡了吗？出于好奇点开看了看，哦，原来不是让我们男士虎躯一震的好人卡，是那种统计你今年做了多少好人好事字面意思的好人卡。。。还记得几年前一张流传很广的神图吗，说
1701562069# #年近半百没想到被小儿子卷，一大早起来读英文把我吵醒，又不好发作，算了，起来工作吧。
1701819568# #小飞龙认为他发际线太高了单身狗
1690107932# #碟中谍我不小心说成“爹中爹”，小恐龙很好奇，我就讲了半小时，这是一个主角在亲身父亲和继父之间屡屡做出艰难选择的故事，每一部都伴随着任务大冒险。且十分符合西方戏剧经典的弑父论调。那为什么叫“不可能任务”呢？我说那是因为这一边是bio父亲一边养爹，任务需要在一边做出选择，这种选择你觉
1694913671# #狼叔离了？朋友写的那篇模范演艺圈伴侣还咋发允悲
1697698741# #霹雳12，齐射！
1700447982# #自动翻译就很烦，弄了半天去不掉单身狗
1692132520# #醒来发现得了花粉症。
1700799790# #民进躺赢了吧……
1696516179# #V世代GenV(2023)咋样？好看不？
1697250021# #艾玛八点半的时候后座小朋友问他爹也就是我朋友说为什么犹太人这么多年受到排挤和迫害？结果两小时还没说完允悲
1701595595# #旺卡我正在现场做巧克力🍫打call打call打call
1696248539# #朋友说给我带几个羊头，有干头和肉头，前者是不是就是没有脸皮头皮？吃……吃哪儿？
1693996962# #不能吧？我舔舔看
1697386480# #以方宣布断绝与联合国中东问题特使关系还能这样……想起来国联。
1700622911# #小朋友有善于发现的眼睛，家长也鼓励得当，埋下科学粽子挺好的。记者有点少见多怪。山东这些三叶虫太多太多太多了。最晚明朝就知道了，其中石质好的叫，燕子石，蝙蝠石，可以拿去做砚台。图上这连燕子石都不算，三叶虫残片。
1695392345# #为啥咬一个日本二战坦克？
1694146476# #金君玉是朝鲜战争开打初期的北韩第2鱼雷艇艇长，在1950年7月2日清晨美军突袭时牺牲。
1702986842# #这周期性复胖要治。
1694232437# #大哥送这给我干撒…………SUKHOISU-3431RedRF-81251允悲
1694521320# #超异能族糟了我隐约觉得他们最后不会在一起
1701426598# #不解冻丢高压锅的🐔要煮多久呢悲伤。忘记解冻了
1693918413# #今天来了一个很可爱的月饼耶
1695624333# #这位媒体兄弟的手机据说防水，我就泡下去拍水里的足迹了，后来打电话给他一直打不通，难道……
1699925267# #活动即将停止报名感谢大家参与，保证礼品很棒doge
1699341783# #嘤嘤嘤的福利三国迷人手一本，穿越1800年，追随不朽的忠勇义精神，三国主题纸上博物馆来啦。卷关三国现场》刷边本一册。。历史现身说法，大过一切讲述。历史+文物+遗迹，借助“地下材料”与“纸上材料”，串联起从东汉末年到三国归晋百余年风云激荡的历史
1701560663# #嘤嘤嘤
1691298042# #马没想到很快从拉车变成坐车了……它们怎么不趴着啊？
1689723351# #不抽了，可以买几条送我粉丝吗？
1696425795# #陈醋味和沙棘味的冰淇淋黑线
1700036536# #洗仓鼠的时候把尾巴洗掉了悲伤悲伤悲伤
1698116473# #恐龙这个寒假，我们一起去云南，重走古生物学家科研之路。7天6晚，我会全程带队，和当地自然资源局的资深老师，博物馆老师等专家一起寻找恐龙化石，分辨恐龙化石，考察恐龙足迹点，走进恐龙化石仓库，破解恐龙未解之谜。期待在云南见到你！评论区有剁手link打call
1697096946# #悲伤
1691032478# #哈哈哈哈受伤了，特别好玩，一个货车爆胎炸了两个，我在路边工作，我被炸飞了一米多，轮胎碎片打了在身上，好多乌青，脸没事。
1695031982# #这个学生三观不正。延毕吧……
1694703846# #今晚有一只猫头鹰来听课。配了一瓶可乐给它
1697522662# #这车是最喜欢的保姆车
1690502963# #云南生态真好酒店门口还有小怂鼠跳来跳去
1689045891# #降落时各舱都响起了掌声偷笑，俄航既视感
1693875974# #佩罗自然馆是当地遛娃圣地我也很喜欢
1694138197# #这晚期剑龙非常完整，太好了
1691149977# #我坚信未读一定能挺过去！
1695549397# #我非常喜欢麻
1698314401# #如果我头发有这么多就好了
1692361145# #嘤嘤嘤的福利关注并转发本条微博，三天后抽1位朋友送出李剑龙博士新作《谢耳朵漫画·动物大爆炸》（内含5册）！。。李剑龙博士是畅销书《新科技驾到》的作者，他的笔名是谢耳朵。今天这套书是作者为孩子打造的爆笑动物科普漫画。。全套18大主题，170+种动物，1000+个科普知识，特请国家动物博物馆副馆长
1699705123# #直播也是感觉相当辛苦鸭悲伤
1699615973# #小飞龙的又一个满分作文，三观太正了艾玛，。。下课了，同学们聚在一起，兴高采烈地谈论起自己过生日的情景。美多满面春风地说:“我上个星期过九岁生日，妈妈给我买了一个很大的生日蛋糕。”张爽也笑着说道:“我也刚刚过完九岁生日，生日那天是我们全家人一起过的呢。”大家听了，都用羡慕的眼光看着他们
1694609814# #新学期第一节课就发了400多红包悲伤悲伤悲伤我这双手啊！
1700183089# #最近胖了一圈，朋友给我做的cos服穿不下了本来约好了去12月北京WF悲伤
1702883693# #因为潮州茶太多，所以我一向是喝茶的。朋友最近非送我咖灰，。问题是咖啡怎么算好喝？顺口？。我不爱+牛奶和糖。
1689518449# #巴彦淖尔的奇怪水果，黄色西红柿，还蛮好吃的。据说还有一种叫什么华莱士瓜，也好吃
1693557881# #开学第一天小飞龙学校门口15分钟3辆飞驰，1个幻影长轴，苦涩
1700579303# #最近有啥好看美剧或韩剧日剧推荐吗？打call
1695398282# #板凳狗🐶哈哈哈哈
1696162406# #闺蜜国庆游鼓掌鼓掌鼓掌
1692938759# #想冲悲伤
1698742058# #坐在靠过道第一排，我看起来像安保？旁边大姐和我搭讪问我这一行咋样？我看她面善，就绘声绘色讲述了我此前为了国家做秘密特工在香港与国际黑恶势力斗争夺回恐龙头的故事。说了半小时。
1702645879# #羊肚
1693541864# #地上文物看山西，确实。
1691465695# #嘤嘤嘤的福利来来来，和我一起合作研究的斯坦福姐姐新书出炉啦，车专本条博文，一周后抽3位书友读新书~里面还有我的序言哦！。大胆新颖的观点+环环相扣的论证+丰富的图像证据+大量的文献材料=《最初的化石猎人》，原来神话传说中的怪兽、巨人和英雄的真身，是古人发现的古生物化石！。本
1701521757# #好家伙，12345678910,十全武功的J16，霹雳-17好大……
1701785449# #警戒哨呢？不可思议鸭
1702121473# #还是牛牛还是最好掐单身狗单身狗单身狗
1701913483# #赵克俭先生这岁数还会用AI作图，看着惭愧苦涩
1698384660# #这个咩咩可好吃了，名字也很奇怪
1690110283# #巨齿鲨我们的巨齿鲨打样出来啦！带点中国元素馋嘴
1693990352# #求认个签名，朋友说是Nightingale？不像啊
1695356082# #我发现微博有了编辑的次数，30次/天。傻眼这是为啥
1701581149# #以数字与责任感帮助残障人士，人人伸出双手，多做一点点，世界大不同
1690892502# #小飞龙摔到了我的模型，全碎了。气得高反。
1691202602# #电影巨齿鲨2深渊家人们去看了吗？感觉如何？。图是网络巨齿鲨口部重建
1700369468# #下午恐龙教室，要送好多模型艾玛
1694309835# #
1698660289# #这螺丝钉果子可以吃对吧？我次次看
1696831370# #鲸类祖先是陆地上的偶蹄类动物，它们在海洋中如何呼吸？又是如何捕食的？同属于偶蹄类生物的驯鹿，它们在高纬度的寒冷地区如何抗寒？在严寒冬季中又是如何觅食？与希望同行10月10日11：00，青少年科技素养提升计划邀请科普作家、科学科普博主李维阳老师走进内蒙古自治区呼伦贝尔市根河市乡村
1689397490# #打卡内蒙内蒙特色鱼宴，。倒拔杨柳霸王松鼠鱼。洋辣子满天星鱼柳。大鱼包喜羊羊大葱馅。淳朴鱼头豆腐汤
1701306939# #11-11-6工作制，如果能这样用在学习上，我的天
1693907908# #家伙趁手，中世纪横着走！此前爆火的中世纪历史书《如何屠龙》竟然推出了一套中世纪冒险主题文创大礼包，包含了特装版2.0+屠龙道具包，看来我不得不踏上这趟屠龙之旅了！。【摩点传送门】
1697157848# #孝顺的干女儿，给我KEEP了好多恐龙奖牌回来给我玩举手举手举手
1702098828# #觉得90这价格不上不下，这要比小体的中国角龙贵，因为大……好处是72比例，可以配坦克，飞机模型
1699936999# #拆碎了……我恨我的手
1695474497# #赖着不走的🦋，啥品种鸭
1702287980# #这可以啊，腕龙！
1703767468# #没有。但为什么感冒了自己能喷火？
1695289917# #肥电，真胖啊允悲，我想把它放在一群瘦飞机中间好了
1695208328# #今晚的恐龙课每个孩子都有奶茶，然后是折纸折恐龙哇
1692089815# #新书审订出版，画风很是可爱爱心爱心爱心
1700788513# #伊娃尿在自己窝里了，腿都湿了，屁股也是，老了好可怜
1693205833# #没有耳朵，残障迅猛龙悲伤
1694587756# #承德太棒啦！期待看到成果
1697892666# #龙妈问我这个AIM-9Sidewinder的尾翼是啥？我灵机一动，说是快速解冻的神奇铁板，然后回家发现阿姨拿着在解冻牛排苦涩苦涩苦涩
1692616076# #一封来自日本恐龙的邀请函恐龙面面！
1694167587# #请教下光剑，是不是有两种？一种是固定的灯管，一种是甩出的？预算无所谓，有推荐吗？D5？
1697893025# #华为有一个试卷还原的功能超级好，小恐龙：个屁！。就是把小朋友做过的。拍照后。变成新的。可以打印出来再做一次！！
1702119668# #扒海羊，是海神和羊肉。南煎丸子，扁扁的很可爱
1694593473# #今天是搬运化石的一天允悲允悲允悲
1692329190# #体验305万豪车哇哇哇
1701647212# #忘记拿走划船🐔上面的导弹尾翼，插到了额头单身狗单身狗单身狗
1698392118# #缅北多地爆发激烈战事缅甸武装太多了，隔三差五打。我在山区遇到几次打仗，但是他们会把我们拦住，山兵、KIA、政府军等等都有，告知山里在打仗，打完了就让走。被勒索过一次，要了我人民币三千来块钱，把他们高兴坏了，后来我去山里就不带钱了。
1700047500# #拆快递的时候把更新的信用卡撕裂了，刚刚电话去客服小姐姐说她第一次听说还能撕断卡悲伤悲伤悲伤悲伤
1700528594# #这几天路过儿童医院好像尤其堵，而且身边一片一片的感冒啊悲伤悲伤
1702899750# #地狱玩笑不能开啊，求求同学们没删……我的新版本没有备份……
1702883529# #做大飞机胸针之后，切下了0.3克拉的一小颗，做个什么呢？
1694861036# #我在灰机上睡着了，右边一直在晒太阳，梦到变成了奥特曼……悲伤悲伤悲伤我现在一边是红的。
1694998068# #多贵啊？为啥倒闭鸭？
1695355044# #猜猜看这是什么痕迹？
1698715610# #师兄会亚洲蹲啊！好气悲伤
1702904891# #我尾巴好像断了，被伊娃的尿滑倒，煅一声，现在坐不下去，我想挣扎爬去揍她
1702433621# #哎，宝，你四点是醒了还是没睡啊，要好好休息。
1700208931# #螳螂肚子末端冒头一个铁线虫请问我可以拖出来吗？会不会伤害到螳螂？
1702449298# #它是中邪了吗？朋克牛釉果？
1699853601# #好奇怪的植物你猜看看是啥
1693532551# #丘成桐院士说得很好，中学生要学会看得很远很远的远景，开阔为第一要务。
1691332720# #西安的朋友送他女儿去了，出来跟我说广德元年十月也没这么乱费解
1698768537# #给你擦擦
1697873912# #青岛啤酒涉事工厂是世界级智慧工厂。一颗老鼠屎坏了一锅粥啊……。这工人大哥做个心理测试八成有问题允悲，。监控视频是怎么曝光的，同事发出？
1694693339# #这位男生的手机壳很有意思。
1696478148# #擎天柱陵。兰州机场到市区路上看到的变形金刚首级原来还有身体，手呢……
1691059334# #我问了三次，这牦牛肉是不是生吃……。真的
1689584886# #小飞龙非要我带回去悲伤悲伤悲伤很重
1703840033# #我们有啥好杀的，胶就是玩，还理财产品不成？盒子我直接就丢了
1703334356# #哈哈哈，我怎么没看过这个鲁迅不干了
1700119360# #转发这条微博，抽两位送真享骑行手套。。。最近这个天气是越来越冷了。这次上的是大冬季保暖系列，有围巾、手套、帽子、保暖内衣、女士内衣等。我们后续会为大家准备更多的保暖用品，争取从头到脚全副武装！。。图片里有我们的无修实拍图，可以看到质感和做工。。。手套围巾品牌是【真享】，在天🐱、🐶东
1702395975# #北京这暴雪橙色预警能严重到停课啊？“全市中小学、幼儿园停课，中小学在家线上学习”北京全市中小学幼儿园因暴雪停课北京停课
1695637679# #请问这个蓝色是啥？鼻涕虫？
1694508782# #有没有在快团团工作的小伙伴呀？有些疑问没解决。还有快团团和微店哪个更好用啊？（买过和开店的朋友都可以说说吗？）
1696997036# #乡下朋友家的狗参加了混战，回来后便便是绿色的，三天了，是不是胆坏了？但能吃能睡啥都好的很。
1702959790# #伊娃这样抱着都能睡着啊。
1702383658# #清末，日俄战争，半岛危机，再到今日欧洲。是多爱画时局图…………
1688958704# #闭馆看展就是爽啊哇哇哇
1695115654# #小恐龙问武器的代号哪来的？我查了查不知道对不对。“鹰击”反舰导弹，选自于《沁园春.长沙》“鹰击长空，鱼翔浅底，万类霜天竞自由”。。防空导弹“红旗”和反潜导弹“长缨”取自《清平乐.六盘山》“六盘山上高峰，红旗漫卷西风，今日长缨在手，何时缚住苍龙”。。空空导弹取名“霹雳”，则是取自《西江
1692693322# #一封来自日本恐龙的邀请函请问这是鸦片鱼吗？
1697005820# #现在就怕龙龙太认真而用力过猛，不要急啊龙宝宝
1699682512# #帮龙妈插花三秒退出。
1698937648# #初一十五
1698800087# #存量不多了，冲呀~
1694913705# #这话题词我断句花了好久黑线
1703461289# #蜡烛蜡烛蜡烛
1698915964# #气死我了龙妈给师兄做了看上去好好吃的炒饭悲伤悲伤悲伤
1701773155# #好人卡：下雪天来广州找我，我们就在一起。老天：我帮你
1704161567# #遇见长江口跨年趣启东日出江海梦启东方壮观的吕四起步港区“2+2”码头！2021年12月22日2个10万吨级通用泊位完成竣工验收并投入使用，正式开港运营；2个10万吨级集装箱码头由上港集团、江苏省港口集团、南通港集团合作运营，于2022年10月26日正式启用。吕四起步港区的码头集装箱泊位采用5G无人集
1696817575# #撇开别的，二毛这涂装好看，是什么鸟？
1703065190# #如是
1700531187# #给老婆解释了半天真的是做模型用的不是女装悲伤
1698126632# #没有被子，头往下耷拉一点
1694353659# #干女儿的教师节礼物允悲
1702005627# #朋友的小柴生娃了香喷喷的(´๑•ω•๑`)
1697790412# #小飞龙说巴以冲突里面人越来越像ai，ai越来越像人。没听懂啊啥意思
1698911419# #在抽屉深处找到两个东野，没找到生产日期，还能喝不悲伤想喝
1691716229# #说到十块钱八个兵马俑我记得有一套加特林rpgak兵马俑，老宣了
1704259833# #“入关之后自有大儒帮我辩经”
1690600814# #南宁boy黑丝啊闭嘴，而且他也不玩就静静坐着摸自己袜袜
1693143701# #我不这样叫
1698126036# #西宁怎么如此干燥，我感觉我的鳞片正在剥落热卖热卖热卖
1698741387# #还有五日打call打call打call
1692828225# #瓦格纳创始人坠机身亡瓦格纳的第一幕就这样画上句号并不是没想到。这结局叶夫根尼·普里戈任（YevgenyPrigozhin）自己也不意外吧，从拍案而起那会。
1696117993# #庆国庆第一餐鲜花鲜花鲜花
1695458928# #被我不小心抠掉一块还找不到了。不重要吧？
1698408183# #所以白酒英语到底是啥？
1703510933# #今晚会送烤伙计
1696915148# #爷爷上四楼花了12分钟，上八楼要几分钟？。答案是我没想到的……允悲
1690724416# #壮语回家是不是摆烂？
1693389006# #母校周边让我陷入回忆悲伤悲伤悲伤
1692534533# #微博公开课一封来自日本恐龙的邀请函恐龙欢迎我们~第一只“恐龙”是“东京京门大桥”。这座桥连接东京江东区若洲与东京湾的填海陆地，全长约2.6公里，外观好像2只面对面的恐龙，因此人们亲切地直接称其为“恐龙桥”。据说还参考了蜥脚类恐龙的生物力学原理。来东京很多次，但这次龙妈从飞机上注意
1694048633# #祝贺福建喜提小恐龙！（上侏罗纪是错的，编辑同志，应该是上侏罗统或晚侏罗世）
1692933541# #我正在做几个这个恐龙牙齿的勺子你要吗？
1698294295# #第二张看着以为是炸毛了
1700972707# #已把是必须的
1696743329# #我告诉店员这个好啊！。为啥。像牛蛙的卵！。她把我赶走了泪泪泪
1697370536# #香草腌制听上去就很有意思啊！
1697024840# #小破圈是啥？
1701092223# #这格局这不合逻辑啊，图个啥？靠努力从底层一步一步逐渐出圈的厨师，要自己玩政治红线梗来作死？允悲
1692031782# #想吃嘌呤泪泪泪
1689767193# #产地不同的巨齿鲨，我想把那团白的扣掉，龙妈严重警告了我允悲
1703839307# #京哥给了个充电宝，小破球吗？
1689044541# #我以这种方式上人日跪了
1690200110# #哇哇哇
1691284048# #山东地震水果手机是不是没有这个预警功能啊？要下app吗？
1693318885# #做个人吧。
1689591898# #眼镜蛇云！
1697033006# #贴得挺结实啊，我们野外会天天和你一起。
1697026351# #对，不出差就有很多小恐龙小飞龙的事情要做泪
1699677060# #质子烤肉吗？
1702254941# #北京迎2023冬初雪起床全身疼，感觉变天了，果不其然。
1701565077# #军网审核很严的只能是刻意为之
1696663573# #啊啊啊啊啊啊啊啊啊啊
1694861863# #南昌可以啊，aim
1701160299# #我没记得朋友的名字，我记得了他的狗的名字，急中生智，阿旺爹！。他说离婚了，狗子和老婆走了。我现在不知道该怎么叫他…………阿旺前爹？
1697337046# #蒙皮是大坑啊，这还都是魂机允悲
1691066075# #它一定很害怕！！嘤嘤嘤嘤嘤嘤
1701152715# #转发和评论里分别抽一位送出这本《生命的灵动》。嘤嘤嘤的福利。。今天来分享的图书，是我的好朋友兼邻居中国生物多样性影像20年》。。。它采用了大16开本，印刷清晰，用色还原，在翻阅过程中可以完全平摊，方便大家
1690556554# #我的评分：星星星星星星星星星星。电影巨齿鲨2：深渊看完首映回来了，京哥的新片很刺激很惊喜，后半程龙妈是捏着小飞龙的胳膊看完的，紧张到不行。小飞龙喜欢王宝强，面爱豆啦。整体剧情可以打⭐⭐⭐⭐，见到爱豆再加一⭐。值得这个暑假带胆大的小朋友去影院一趟。（
1697074129# #谢谢龙妈批了两个小鞋柜放飞机求关注求关注求关注
1689343091# #我监修的，喜欢吗？
1691140079# #小蛇小朋友没有咬破我的裤子哈哈哈允悲。希望它不要沮丧。。它钻到石头缝了
1696325788# #中国恐龙模型，WF展出，官宣了
1697587092# #…………2023年底了还能看到这种新闻唉
1688983682# #北京风好大！吹倒了一个机场引导牌，汗
1698722342# #忍住了没摸摸悲伤。看起来很好摸的样子。服务员看我这样，说你去洗洗手我可以让你轻轻摸一下憧憬
1702728449# #“朋友，你的海马斯比乌克兰还多单身狗”
1696259757# #这是哪个手机拍的，颜色很棒啊！
1700876113# #唧唧快看
1698145061# #点个大窑就等于和京哥一起恰肉了。想起京哥的减肥餐那白水喜羊羊还是很好吃的
1693551445# #家里蒸箱测速的时候默认没有东西但凡看一看都知道我以前放过一盒模型现在可好了熟了
1691141949# #原来想说是在石头缝中顽强的生活，拿起一看应该是被砸的。
1697774736# #想做这个模型玉兔捣药
1701143119# #桃宝的机制把卖家逼得啊，笑坏了。。图上是略冷门机型德国二战时期的道尼尔Do335“箭”式战斗机
1704080011# #J20到J35之间就跳号了吗？。美国跳到F35除了ATL的口误之外，还有一个说法是跳开Su家的24--34。
1696750230# #买了一个捕蝇草，要喂东西吗？
1698048583# #百妖谱百妖谱怎么刀成这鬼样子悲伤悲伤悲伤
1700646753# #颜宁当选中国科学院院士颜宁出生于1977年11月，今年46岁。颜宁的博士生导师施一公，好像也是在46岁时当选的中科院院士。
1696060098# #我同学找到了我初中送的友谊卡悲伤
1703412863# #小飞龙做的C919，完全按战斗机涂了单身狗单身狗单身狗
1703297318# #老邢了举手
1701666145# #小飞龙最近在看隋朝历史，突然问我李世民娶了萧皇后没？。没吧？我记得萧皇后比他爹还大啊？蜘蛛格温
1691475578# #西藏的嘤嘤嘤，游得比我强多了
1688697667# #哪位军友有这本书的电子版妈？
1699793917# #第一次骑霸王龙……13米，很带劲儿，感谢品牌方爸爸让我骑悲伤悲伤悲伤
1704459636# #我的登山鞋都破了几口子，都还在凑合用，艰苦朴素，求真务实啊
1700827565# #民众对战争支持度暴高这种结论哪来的艾玛
1702434111# #离大谱。这事儿顶格摧残大家对隐私高度敏感的思想线。
1694751267# #请问距离北京最近的可以测试无人姬是哪儿？相爱
1692605155# #东京的云和井盖真的很动漫一封来自日本恐龙的邀请函
1694168070# #最温馨的教师节礼物。
1692411814# #宝子们，2G啥概念啊？出国漫游说2G保速度，超了限速，那我正常微信够用吗？
1694517250# #今天到了好多鸭嘴兽宝宝，买鸭嘴兽主要是因为朋友送了好些二毛做的钥匙牌，想给它们找个全身……
1694048899# #【长期置顶帖】。感谢小可爱的访问，本博分享普通科学从业者的日常。本微博由工作室和本人共同运营，部分评论与私信非本人。。1，工作室长期承接古生物科普书翻译，覆盖英、日、西、法、德、俄等语种，或审读，审定相关科普书。。2，推荐近几年出版的科普书：全年龄段有《邢立达恐龙手记》《邢立达的
1698235143# #关注孩子们的心理健康极为重要，我觉得我接触到的不少学校做得都还有提升空间。
1701700433# #小飞龙问我，如果把维c泡腾片掰开小一点，用水送服吞到肚子里，可在嘴巴边上听到它们在肚里滋滋滋，滋滋滋吗？。我这就试试看。【被评论区劝住了】汗
1699257999# #刚刚在资料室看资料片，旁边有一盘柿子，我不知不觉不小心连续吃了11个世子，对面的小姐姐后半段一直看着我，还拍了视频好像，好担心一会她发上网汗
1694319787# #捡的多肉，求个品种
1690545215# #吸血虫我来啦！！！
1704202714# #纽约发生一系列爆炸。一名消防部门官员还表示，截至当地时间上午7点08分，局势已得到控制，据当地报道，目前爆炸和震动的原因仍“未经证实”。然而，官员怀疑可能是变压器引起了爆炸。
1694154237# #小飞龙在休息室啪叽扑街的瞬间，笑死我了。【后面是龙妈的头部】
1703945510# #哇，我也想被恐龙吓
1697353766# #哈马斯在发动地面攻击之前，发布视频展示他们自制的105毫米反装甲RPG。
1699025236# #建德的小王八哈哈哈哈哈
1703854506# #我给伊娃看我的摄影作品她在我小地毯上尿了单身狗单身狗单身狗
1700357845# #好看的“菜菜”，卷柏宝宝
1695170857# #地大的娃娃们，明晚的公选课带了一些月饼，有抖嘤、快瘦、饿了妈、环球影城、劳力士等品牌的，先到教室可以拿走，非选课的本校孩子们也可以来拿哦，么么哒。
1693834263# #有没有：少儿读物、学习用具、青少年服装、青少年用品等品牌和总代呀～方便的话带着品牌名称或者店铺链接私信我，同事会加您聊一聊，我有一个新的合作想法。
1703046650# #“直播间有没有40以上的大叔大姐，不会买的我来教你们”。感受到了年老汗汗汗
1689827363# #哈利波特在中国的后半生。
1689323169# #错位的杏鲍菇化石doge
1692841535# #一封来自日本恐龙的邀请函油桐包的叶子寿司，这叶子不能吃的吧？
1693453538# #做的不错啊！
1698489963# #西藏民族大学在咸阳！？
1695545988# #瞠目结舌
1695814162# #龙妈给小飞龙做的肥牛饭，这热量求关注
1688610084# #朋友的妈妈大我两岁，我应该按辈分叫还是叫姐啊允悲
1699327198# #夸夸认真改稿子的我嘤嘤嘤
1695210724# #“这位同学你说话不要这样台湾腔啊！”。“可……”。“咋！”。“可我就是台湾人吖”。…………教学事故。
1689128819# #转发这个加油站，许愿明年一定能上岸！转发加油站接好运美好生活加油日
1689597432# #随队的摄影老师忠实记录了一次亏钱的研学活动……
1693966176# #最近几年高发。
1692780490# #一封来自日本恐龙的邀请函没想到在福井看到鸭嘴龙木乃伊悲伤悲伤悲伤
1699323634# #我想吃粉肉太多好烦悲伤
1702309993# #相机没事！呼…………学生说第一反应是保护相机，我严厉批评了他，身体要紧。如果都没事那最好。
1698754319# #六星！比五星多一星，小飞龙加油doge
1695471422# #这是啥朝代的……彩虹马？！。坐标是古蔺
