1692766832# #从绝对金额来看，这一波应该差不多了吧？
1687917088# #曹德旺的名言道：“当你一天能赚到两三万后，你就会发现，通过勤劳根本发不了大财，他只能解决温饱。发大财靠得是脑子和眼光，还有机遇。”这句话无疑引发了人们对致富的深入思考。。。小财靠勤，大财靠德。德不厚，无以载物。靠出卖时间和劳动力赚钱的人，只能发点小财。一个人每天的时间有限，精力有限
1693116442# #确实牛
1694484635# #如果今年想要换最新款手机，你会买苹果还是华为？
1688352998# #同意
1693461895# #信心是影响估值的最灵活因素
1693144542# #股民的妻子不容易啊……
1693488878# #老胡自恋了，美国有14000多机场
1694827285# #芒格：。。在获得金钱方面，没什么轻而易举的秘诀。。。做一个诚实正直的人，每天早起，每天坚持学习，一辈子奉行延迟满足的理念，最后，你一定是人生赢家。。。你赚的钱可能没有自己想要的那么多，但是你肯定会拥有成功的人生。关键是坚持不懈，做个好人，把自己身上的各种坏毛病尽快改掉，远离可能对你产生
1697157861# #转发微博
1691205042# #当前最大的矛盾是金融圈多次攻克科学难题，而科研圈总是跟不上的矛盾
1696746713# #英国人穆勒两百年前发现的言论自由定律：禁言导致谬误。。如果被禁的言论是正确的，人们就只剩下接受错误言论的机会；如果被禁的言论是错误的，正确思想就失去了在与错误思想交锋中验证正确性的机会。
1695515993# #今年内，AI产业的一些重大时间节点
1697901663# #家里还有不少
1698746239# #国家进步需要每一个人的努力
1692195858# #刚才看了防欺诈电影《孤注一掷》，心情异常沉重。。很显然这种诈骗现在还大量存在。
1696993290# #老师的教育有问题，安倍不是战争犯，在疫情期间亲自捐款，给了中国很多帮助
1690865918# #【格局决定结局】五粮液从来不骂茅台，茅台也不说五粮液；奔驰感谢宝马一百年来的竞争；
1696600781# #岂能跟这些人计较，我辈自有高远目标
1689303751# #没有，没有建任何钉钉群，请大家举报，有损失可以报警
1691374722# #转发微博
1695509742# #很难理解啊
1691562988# #今天的新股，长见识了笑cry
1688294934# #应该深层反思啊！
1689312053# #其实股票市场里再牛的人，也是爱读书，也是有压力的。每个人都一样，甚至他们压力更大，烦心事更多。
1689838201# #不解决问题，解决提出问题的人。典型的官僚作风，应当严惩重罚！
1695453480# #我们买的成长，是买的这个季度或者今年明年业绩的高增速吗？。。其实不是的，买的是业绩高增速之后给股东创造回报的能力的上升。。。这是板块获得长期超额收益的核心。
1690087851# #转：远看是孝子，近看是大孝子哈哈
1689474406# #社会呼唤更多正义赞
1692341989# #我陪大A成长，大A陪我变老
1698760950# #谁之责？
1691190582# #揪心！
1696202729# #叹息
1696334998# #这样的组织，注定效率低下
1692949460# #为天地立心，为生民立命，为往圣继绝学，为万世开太平，为A股寻底而战。。决战应该就是下周了！A股
1692421680# #投资者与赌徒的一个最大差别在于：。。投资者认真地检视每一笔交易的成败，并且在自己的错误中检讨、改进，以提升自己的判断能力及操作的稳定性，进而提升未来的收益；。。赌徒则过度关注于自己挣钱的交易上，尽量避开失败所带来的不好的情绪反应，从没有花心思在这些失败的交易中寻找自我改善的机会。
1688526012# #有个小伙子失恋了，谈了7年的女人跟人跑了！。。寻死觅活的要跳楼。家里人怎么劝都劝不住。。。家里人到底怎么劝的？还不就是劝他要想开，说是这个女人没福气之类的。。。后来邻居老头对小伙子说：你睡了别人老婆7年，占了别人这么大便宜，你还想怎么样？。。小伙子瞬间清醒！（转）
1695991972# #赞
1695391194# #真正的伟人
1695163469# #小事不计较，大事不糊涂
1696426529# #确实
1695218030# #没必要啊，如果都禁欲，人类怎么延续？
1698729216# #股东：与您当年的投资环境相比，现在的投资环境发生了很大的变化。在高频交易、动量交易大行其道的今天，基本的价值投资还有用武之地吗？。。芒格：我认为基本的价值投资永不过时。不以低于价值的价格买入，难道以高于价值的价格买入吗？一个成功的投资者一定要比市场更聪明。价值投资的基本道理永远不会
1697714939# #需要大修证券法，实现严刑峻法
1689606289# #对于所有人都一样，讲真话是最可贵的素质！
1689146881# #现在众所周知的大老板的35岁都在干什么？（转发）
1688534362# #征婚贴：女，88年，杭州本地人，颜值高，有房有车，高知家庭关系和睦，海归，硕士，美资企业投资管理工作经历，现在杭州某券商工作。要求：学历高、上进、顾家、杭州本地优先。有意者可私信留下联系方式。
1691740775# #假如现在出个政策，规定一年不许出政策，你们觉得股市会涨还是会跌？
1690756784# #伤天害理，必须零容忍！
1691210432# #赞
1687052622# #过分了！
1698210256# #真奢侈。。。
1697042951# #赞
1695797314# #这个好
1691463344# #巴菲特和芒格关于医药行业的看法：。。【医药是高ROE行业可以一揽子买入】。芒格：总地来说，你很难想象哪个行业对消费者有好处。但想一想孩子们的过去和现在，现在他们很少夭折了。制药是一个非常棒的生意，这是美国文明的荣耀之一。我们没有参与其中，但我们很欣赏它。。。巴菲特:我们错过了医药
1692065584# #【转载】王石关于中国经济的判断。不管怎么说，王石是一个极具影响力的民营经济的使行者。。。在深圳时，因资产转让事宜陪领导见过王石一面，快到中午了，说是请客，这客请的。。到是真务实，是不错的套餐，的确不错，王总也一直在夸套餐不错。。。王石的判断很简明：。。第一，民间经济被挤占是一个基本的事实
1698097386# #转发微博
1693990680# #很多企业家做大以后，往往容易过度的自信，一个个信心爆棚，大搞主业外的投资。失去了忧患意识，老觉得自己对，这就麻烦了。。。做投资也一样，牛市中失去了自我，有时候明知风险已大，就是熟视无睹，灾祸临近，死不认错，这是很糟糕的事。（转）
1693477080# #允许别人和自己不一样，允许自己和别人不一样。。。理解了前半句，就能做到包容。。。理解了后半句，就敢活出自我。
1691832600# #世界上最贵的东西，往往是免费的，比如阳光、空气、陪伴和爱。。免费的都是无价的，也是最不被珍惜的。
1697026475# #普及
1690972118# #马斯克的生死观
1690347469# #好的生意模式就是要可预期可展望可想象。。可预期：就是要搞明白1年内的业绩和估值情况。可展望：就是要能大致推断出企业未来3年的发展路径。可想象：就是要能对10年后的未来充满想象力（转）
1690034839# #《冰血暴》的素材
1692670257# #搅屎棍哈哈
1698110105# #神棍的宣传只能信10%
1691655360# #允悲
1696061105# #人这一生做事情分三个阶段：。。小时候做事情很天真。。青年时做事情很现实。。中老年做事情很理想
1688215641# #
1695112164# #大A别打了泪
1697095896# #白酒龙头30年大变局，10年后谁是王者？。20年前，对于普通大众而言，五粮液是龙一，茅台是龙二。2003年五粮液收入63亿，茅台24亿；2022年五粮液收入740亿，茅台1276亿。。我大胆预测，10年后，白酒龙二将再次易位。目前年收入200亿左右的某个次高端，将取而代之。。那么你认为，谁最有潜力成为龙二？。——
1697852818# #赞
1697707814# #丘吉尔：如果你对每只向你吠的狗都停下来扔石头，你永远到不了目的地。。。如果你希望每天都找到上涨的股票，并且买入实现盈利，那么你永远没办法发财。
1694073595# #外资今天又成为下跌的推手，但是千万别恨。。人家只是看到汇率又贬了，做一些保值而已。。抛出的这70亿，相对于他们的持仓，只是九牛一毛。。外资抛一点，内资一看更怂，这才是根本。。内在的原因，你们都懂的。。但是，这个位置，下行空间极其有限。。底部区域，一定要乐观！
1695611597# #本周只有四个交易日，然后就是国庆中秋双节，将迎来连续10天的非交易日。。。你们会选择什么仓位过节？
1695974661# #给全国专家教授的一封公开信。。值此中秋之际，首先向你们致以节日的问候！。。你们承担着教育兴国的崇高使命，将中西文化融会贯通。然而，教育不应局限于课堂之内。你们中许多人拥有卓越的学术成就和广泛的影响力，代表社会良知和文明导向。在面临重大事件时，需要你们从科学和理性的角度，普及知识，消除
