1689430922# #我天，这也太好看了吧憧憬憧憬
1695784286# #牛哥笑得真开心
1696344339# #张杰加盟狂潮机车音乐节太🐮了邯郸狂潮机车音乐节
1700878687# #太好听了，太会唱了送花花送花花送花花抱一抱抱一抱抱一抱
1697163875# #来啦开学季开学季
1703262163# #帅哥抱一抱抱一抱
1688911313# #这也太近了吧苦涩苦涩苦涩
1699081787# #演唱会我也很享受送花花送花花
1703847835# #张杰超话张杰未你好吗跨年演唱会。啊啊啊啊啊啊啊啊。受不了啦。拉闸拉闸。vx群
1702700067# #兑换两次了，总得有写字板吧dogedoge
1695389760# #我在森林驿站帮助了大象，获得了爱心和动物卡片。熊猫守护者们，快加入驿站一起玩吧！
1695390495# #每日一善超话阳光信用善是一种美德，人善是一种修养，真善是一种功德，对人要有一种诚信，对事要有一种明白，要学会尊敬，要学会安静和祥和。保持一颗善良的心，就是人生幸福的源泉，就是一席永恒的筵席，就是被人尊重的资本。心中不可少善，行事不可无善。人前不为恶易，独处不为恶难。
1700231452# #张杰送花花张杰时装男士十一月封面ZGZQTT不是说说而已。张杰与星星，都太🐮🍺了
1700974668# #加更版打手板游戏笑死了
1698159307# #ZJ只吃糖不吃苦一步一步来，总会好的心
1688904075# #谢谢大家m
1693154170# #哇喔，是全新的编舞哦
1699201309# #想见张杰想见张杰哇哇哇
1695490329# #一切顺利心
1699068607# #我刚刚上传了动态视频封面，动态视频封面是微博视频号的个性化专属功能，快去我的主页看看吧~更多有趣、精彩的封面，尽在视频号封面大赏
1693151523# #不愧是最强站哥
1693498580# #领应援的要求都比你这高，你这直接是没要求，不知道你们脑子里面在想什么@张杰工作室
1694140478# #期待张杰，明晚见呀
1701252895# #张杰偷跑物料✨张杰时光音乐会超长vlog时光圆满收官啦，期待你的下一个音综送花花送花花
1700876603# #期待张杰《立剑》送花花送花花送花花送花花
1703227422# #宝贝，在拍什么呢dogedoge
1696776726# #期待张杰打call打call打call
1699272465# #张杰超话张杰时光音乐会老友记。时间让故事继续。。谢谢你，出现在我的生命里⋆
1689438275# #早点休息心
1704263041# #好可爱的宝宝爱慕爱慕
1700273435# #滴滴
1699515929# #微博视界大会微光所向，热爱同行！我正在微光荣耀入围影视音乐为《万物不如你》荣耀推荐！为热爱加码，共同打造荣耀时刻~彩虹屁
1692936444# #哈哈哈哈哈哈哈哈
1689395460# #白色帽子，好难哦
1690714072# #晚上见
1697253075# #张杰唯粉实时号测试今天看一看
1690545013# #明天见
1696044834# #哇喔，好可爱啊
1695265484# #见不到，但很想你苦涩苦涩苦涩
1688913657# #恭喜追星成功
1701669985# #存瓶子vb万达大屏✅
1701229625# #张杰1220生日快乐送花花送花花
1698129606# #张杰点歌台录制一切顺利心
1696346136# #终于看清了允悲允悲
1701597975# #张杰1220生日快乐。天体们太棒啦。天府长卷拿下打call打call打call。羡慕可以到现场打卡的朋友们。虽然不能到现场打卡。但生日月就是很开心呀张杰
1702012716# #转发微博
1696303929# #今晚一切顺利！心
1702569931# #熊猫守护者超话爱你熊猫守护者打call每日一善。努力是一种生活态度，无论什么时候，温暖你，感动你的，不是励志语录心灵行一善，积善成德。人要有一颗善良的心、宽广。我们日行一善，并不是放下手中的一切事情，刻意。善念养善心，善心生善念正能量的你自己。努力让自己成为一个真正的自
1696688688# #张杰时光音乐会老友记心心
1696166634# #祝福祖国繁荣昌盛
1703847437# #张杰未你好吗跨年演唱会如歌打call
1701277988# #白鹿给张凌赫王星越拉架好忙碌哈哈哈哈哈，你们三也太好玩啦，期待继续合作哦
1690164838# #好好听啊，长沙唱好吗
1690520245# #明天见航天员
1697989953# #他说：公主请吃橘子哎送花花送花花送花花
1704281248# #转载了的微博图片
1695738662# #恭喜年度音乐人张杰彩虹屁彩虹屁
1703090037# #我投给了“张杰丨《Layla蕾拉》”~
1697629425# #哥哥下次想听起风了送花花送花花
1703909622# #咋这么可爱呀爱慕爱慕爱慕
1701934121# #我在2023微博音乐大赏推荐了《Layla蕾拉》。用音符描绘你的2023故事，一起来推荐你喜爱的音乐作品吧！年度歌曲推荐
1690876100# #张杰超话。。。您好，我要举报以下用户（禁点进主页）。
1701488673# #存送花花送花花
1693892994# #来了来了
1700797022# #太棒啦彩虹屁彩虹屁彩虹屁
1693137007# #好多人啊
1701664360# #321上链接抱一抱抱一抱抱一抱
1693964695# #微博音乐盛典年度推荐启动乐享心声，纵情旋律~我在2023微博音乐盛典pick了我喜欢的style，快来和我一起为更多优秀音乐内容助力！！！
1701591298# #破洞裤允悲允悲允悲
1698673897# #。你好，我要举报。
1702697619# #我在2023微博演出大赏推荐了《张杰未·LIVE-「曜·北斗」巡回演唱会》。用音符描绘你的2023故事，一起来推荐你喜爱的演出作品吧！年度演出推荐！
1700629526# #张杰超话张杰时光音乐会老友记。这一段真的看一次笑一次哈哈哈哈哈哈。
1691806033# #这是早起的福利色色色抱一抱
1704206384# #图3我的桌面污污
1690652729# #今晚见
1697360660# #哈哈哈哈学友哥
1703763345# #张杰未你好吗跨年演唱会。我有你的光是柔软的。于是我决定笑纳每次跌落。我们有多相似呢才让拥抱都像对折。张杰新EP冬月初七。这也太好哭了泪泪泪。为什么要惹我哭泪泪泪张杰超话
1703610617# #灯门灯门送花花送花花送花花
1696340743# #张杰加盟狂潮机车音乐节天体们太🐮了打call打call打call打call邯郸狂潮机车音乐节
1691295727# #签售会憧憬憧憬憧憬
1691294035# #张杰超话张杰出道十九周年快乐。我们的故事，未完待续。还有很多很多个十九年。杰杰，出道十九周年快乐航天员。北斗照亮前方路，星星无惧岁月长。一直都在，会继续陪你一起唱到80+航天员
1695709684# #我杰哥走红毯吗
1704274282# #自己宝贝这么优秀。干嘛要降低标准呢，是吧
1701934065# #微博演出大赏正式启动我在2023微博演出大赏推荐了《张杰未·LIVE-「曜·北斗」巡回演唱会》。用音符描绘你的2023故事，一起来推荐你喜爱的演出作品吧！
1703243457# #给我张票，谢谢你doge
1703745732# #爱慕爱慕爱慕
1703858102# #张杰未你好吗跨年演唱会仰望星空爱慕爱慕爱慕
1702169315# #一起来2023微博演出大赏进行音乐演出的回顾与盘点！我推荐了张杰未·LIVE-「曜·北斗」巡回演唱会，你也一起加入吧～年度演出推荐
1701753333# #杨鸣离婚错过了什么🍉
1699086220# #太帅了送花花送花花
1692287154# #教程来啦憧憬憧憬抱一抱
1702774446# #张杰未你好吗跨年演唱会魔怔了，睡觉都在抢票苦涩苦涩
1704282861# #来了来了
1702510538# #我在森林驿站帮助了大象，获得了爱心和动物卡片。熊猫守护者们，快加入驿站一起玩吧！
1693505323# #裂开二哈
1700149150# #wx小橙旭『小芒庄园』一起为公益助力，我们在给你小心心小芒庄园给你小心心等你哦~
1702017337# #乐事品牌代言人张杰我来参与一下
1694174001# #。您好，我要举报以下用户（禁点进主页）。
1695663406# #张杰万物不如你万物皆无光，只有你的眼明亮~，真的超爱，杰哥明年演唱会这首歌常驻好吗哇哇哇哇张杰
1696865101# #ZJ只吃糖不吃苦的红包有钱就是任性！我往红包里塞了现金大奖，能不能抢到就要看你们对我是不是死心塌地啦！
1691636809# #好拽我好爱
1702990863# #张杰粉丝捐款150万驰援甘肃同心共济，共度难关，甘肃加油！愿平安心心张杰粉丝捐款150万
1694833413# #期待张杰彩虹屁彩虹屁彩虹屁张杰好帅好帅
1689483044# #张杰未live巡回演唱会帅气的杰杰
1702020893# #哈哈哈哈哈哈哈，我来围观
1694137204# #乐享心声，纵情旋律~我在2023微博音乐盛典pick了我喜欢的《张杰未LIVE巡回演唱会》，快来和我一起为更多优秀音乐内容助力！哇彩虹屁
1703504930# #耶，有直播哎送花花送花花送花花
1701147236# #我爱你，只有你💕
1703558877# #张杰好🐮
1694837322# #时间会幻想，梦想会远航。年少时同好友许下的心愿，在岁月流转中熠熠生辉。本周六22：00，听张杰、袁成杰、朱杰、苟伟带来《我们的歌》，再次并肩而立，用爱唱出的是如一不变的友谊和希望。
1701236809# #张杰1220生日快乐我来414
1695795246# #哈哈哈哈哈哈哈
1698074330# #张杰唯粉实时号测试今天看看
1693312503# #。您好，我要举报以下用户（禁点进主页）。。
1693330554# #414doge
1701920175# #一念关山张杰立剑MV太燃啦送花花送花花送花花
1701876323# #最后有个人说，下次我都想去看杰哥的演唱会了，这个真的嗨哈哈
1704033124# #张杰好牛我爱你
1689521991# #张杰未live巡回演唱会现场版的迷，太爱了张杰演唱会心张杰南京唱又到梧桐吐绿时
1689569432# #只想对你说3个字，你真帅航天员
1701750060# #张杰1220生日快乐来啦来啦送花花送花花
1690338602# #看这里，看这里➡️
1692961762# #好厉害啊
1696856033# #小甜歌《看呐看》开学季开学季开学季
1703649691# #太幸福啦，灯门永存送花花送花花送花花
1702532466# #你不要太浪漫了我说
1700223433# #收图收图
1703660432# #太帅啦爱慕爱慕爱慕
1693919514# #存
1693898260# #微博音乐盛典年度推荐启动乐享心声，纵情旋律~我在2023微博音乐盛典pick了我喜欢的style，快来和我一起为更多优秀音乐内容助力！哇羞嗒嗒
1689686024# #见到你就是最甜的事心心
1692161606# #张杰时光音乐会牛仔杰杰，好帅啊抱一抱抱一抱抱一抱
1695351323# #起落平安心
1701549274# #张杰1220生日快乐来啦来啦，拉低中奖率哈哈哈哈
1703262256# #我推荐《万物不如你》为微博网友喜爱音乐，它让我感受到了音乐的力量和魅力，在享受片刻宁静和愉悦的同时不由得惊呼“耳朵怀孕啦”！一起来微博之夜推荐更多打动人心的音乐吧，参与互动还有机会赢大额红包和盛典门票哦！微博网友喜爱作品戳&gt;&gt;
1699112567# #晚安💤，好好休息哦。明天见彩虹屁彩虹屁
1696768945# #本周我完成了连续7天铁粉打卡，与的铁粉值额外增加1分！
1702374496# #我投给了“张杰未live曜北斗巡演”~
1699515944# #微博视界大会梦想和弦，热爱前行。我正在微光荣耀入围影视音乐为《万物不如你》荣耀推荐！跟随梦的节拍，助力荣耀时刻~哇
1701918909# #张杰唯粉实时号测试来看看
1696255935# #张杰唱我是守护的光致敬每一位守护者心
1695886193# #张杰外南街1982签售会张杰歌迷最最最幸福心心
1703637210# #张杰新歌耶，开屏截到送花花送花花张杰新ep冬月初七『冬月初七-张杰（JasonZhang）-专辑-网易云音乐』
1697170230# #不敢看我的蹦迪逆战
1698986737# #开始补发物料啦送花花送花花
1690678181# #生日快乐。今晚见心
1701351409# #。您好，我要举报以下用户（禁点进主页）。
1690870522# #杰杰好帅好帅
1701451275# #张杰1220生日快乐414送花花送花花
1692511138# #鸟巢一切顺利心
1690164978# #终于等到啦憧憬憧憬憧憬憧憬
1697711751# #期待张杰打call打call
1697022368# #未来可期，追光前行~我在2023微博迎新之夜年度大学生推荐歌曲中pick了我喜欢的音乐作品，快来和我一起为更多的优秀歌曲助力！
1699872626# #张杰《直到世界尽头(真人秀《前往世界的尽头》主题曲)》
1694332255# #我投给了“张杰入围六项超级大奖🏆实至名归”~
1693659340# #欢迎所有符合条件的星星加入贵州歌迷会打call
1694695902# #想张杰，想演唱会心
1703915110# #张杰超话张杰下雪了。怎么看都是我喜欢的类型。每一帧都如此令人心动爱慕爱慕
1691841439# #万物不如你好好听哇哇哇
1703642140# #张杰《鲜艳的狂想》
1692962062# #张杰未live巡回演唱会星海好美张杰鸟巢演唱会
1693790591# #好呢
1699714990# #在听啦，好好听好好听送花花送花花送花花
1702920196# #我推荐《时光音乐会·老友记》为微博网友喜爱综艺，好综艺带来的快乐、感动是平凡生活里一道灿烂的阳光。一起来微博之夜推荐更多优质综艺吧，参与互动还有机会赢大额红包和盛典门票哦！微博网友喜爱作品戳&gt;&gt;
1697004306# #一觉醒来发现要上班了苦涩苦涩
1704257430# #如图羞嗒嗒
1701276490# #何猷君我是上海女婿哇喔，她俩在一起好甜啊鼓掌鼓掌鼓掌
1703898083# #张杰未你好吗跨年演唱会秋天的童话爱慕爱慕爱慕
1697965011# #还有四个小时就可以跟八花哥哥视频啦，真幸福送花花送花花送花花
1691146419# #暖心的杰杰
1695362456# #最好的杰杰，永远值得被爱心心
1689053027# #期待期待
1698069386# #来啦哇
1691848465# #爱你爱你，永远爱你😘
1697684117# #苦涩苦涩苦涩苦涩
1692794103# #好好休息哦
1700048241# #滴滴
1697524370# #张杰超话张杰slowdown。♡⃝ʜᴇʟʟᴏ◡̈☽⋆。甜甜的杰杰出现啦
1693136680# #这腿也太长了吧
1693558277# #再转一下
1702111484# #好好好，假的假的
1693837364# #张杰超话张杰未live巡回演唱会我不允许还有人没有听过现场版的身骑白马，真的百听不厌，听一次爱一次，戏腔真的太绝了酷酷张杰
