1695904631# #美国费城商店遭打砸抢马斯克感慨：美国正沦为小丑
1699359023# #以色列的野心爆棚，占领整个巴勒斯坦从加沙开始…巴以冲突
1698147793# #据香港商报网消息，自称是华盛顿州参议员的63岁美籍男子，10月21日乘机抵达香港后接受海关检查行李时，被发现无牌持有一支左轮手枪。他被控一项“无牌管有枪械罪”，案件23日在沙田裁判法院首次提审。
1687693228# #泽连斯基称乌克兰能保护欧洲：普京已不在莫斯科他可能藏在某处关注俄乌局势最新进展
1693316619# #日本某节目主持人大言不惭称中国游客办理签证前要喝一口核污水
1694609463# #拜登在越南演讲时
1698321477# #美媒炒作中国6艘舰艇现身中东，国防部回应，系护航编队与地区局势无关，敦促有关方面停止无端炒作。巴以冲突
1699336030# #总价值3400万美元！以色列从美国订购2.4万支突击步枪将发给平民？美议员担心加剧地区冲突。巴以冲突
1690808502# #当车辆被水淹没，我们该如何自救？一条视频详解车内逃生。
1702791420# #欧盟预测：乌克兰或在明年3月前破产巴以冲突
1699585312# #还没来得及开箱组装哈马斯无人机组装作坊遭以军特战队突袭巴以冲突
1703156427# #胡塞海军：截获此船是一个成就，象征着我们打断了美国傲慢霸权的脊梁巴以冲突
1687246132# #赞据环球网19日报道，近日，重庆小伙王先生和同事到韩国出差，发现酒店户外飘扬的各国旗帜中，唯有中国国旗五星红旗被用绳捆绑，于是第一时间将捆绑旗帜的绳子解开。事后，王先生就此事咨询酒店负责人缘由，“他们没有直接回答为什么捆绑五星红旗，但用中文多次诚恳道歉说‘对不起’。”
1687610141# #俄南部军区位于罗斯托夫总部大楼附近传出爆炸声关注俄乌局势最新进展
1702990898# #网络是看不见没有硝烟的战场，曝光缅北诈骗事情的网络主播被威胁。
1689685753# #7月18日，国防部长李尚福会见美国前国务卿基辛格
1687170254# #普京亮出俄乌和解协议草案关注俄乌局势最新进展
1694088150# #外国人只知道二战时期日本是受害者，根本不知道日本侵略中国的历史事实，为什么？
1686901901# #哥伦比亚一名警察勒索商人，事情败露后急忙毁灭证据，连吞9张钞票差点被噎死
1695393249# #俄黑海舰队指挥部遭导弹袭击，已造成1名军人死亡，防空系统击落5枚来袭导弹关注俄乌局势最新进展
1698111673# #美国说谁是恐怖者，这些狗子们就说谁是恐怖者，以借口明目张胆，顺理成章灭掉反抗他们的对方。现在世界一切爱好和平的人们已经清醒的认识到，真正的恐怖者是美国，到处挑起战火，北约以及美国狗子们是真正的恐怖组织。巴以冲突
1689307569# #张军大使在联合国质问北约：中国的“六不”北约能做到么？中国关于核武器的承诺北约敢承诺么？
1703675390# #法工委明确：任何违法犯罪行为的法律责任，都应当由违法犯罪行为人本人承担，而不能株连或者及于他人，这是现代法治的一项基本原则。
1690532747# #朝鲜阅兵式上展示了受联合国制裁所禁止的武器？中方回应
1703289209# #日本政府决定将向美国出口“爱国者”防空导弹
1703712165# #【盘点2023大国外交高光时刻】这一年，中国特色大国外交步履不停，亮点纷呈。在全球变局中开创新局，在世界乱局中化危为机，致力于和平发展、合作共赢的大国外交，定能破浪远航！主播说联播走过2023
1698843610# #巴以冲突联合国：加沙已沦为“儿童坟场人间地狱”
1702166019# #菲船只企图向仁爱礁非法“坐滩”军舰运送物资，中国海警依法管制。
1698840237# #伊拉克民兵武装：将以军事手段“清除”美在伊军事存在。
1695875660# #央视新闻9月27日发布，中国海警局新闻发言人就菲律宾公务船非法侵闯黄岩岛发表谈话，菲方所谓拆除中方拦阻网具，完全是捏造事实、自导自演
1687868851# #普京要求会面现场人员为牺牲的飞行员默哀一分钟瓦格纳从俄南部军区司令部撤离
1697171185# #王毅就巴以冲突表示：巴勒斯坦问题症结在于一直没有还巴勒斯坦人民一个公道。巴以冲突
1694433474# #爽歪歪华为mateX5开售排队抢购华为
1701612347# #哈尔滨“宝妈”群13人被抓：被骗金额高达500余万元
1697630500# #恶毒野蛮可恨巴以冲突联合国儿童基金会为加沙儿童募捐，遭到不明身份男子野蛮阻挠，“你再说一遍巴勒斯坦试试！”
1698840028# #美国FBI局长警告:多个恐怖组织威胁袭击美国和西方针对美国人的恐怖袭击威胁已提升到全新水平巴以冲突
1694139777# #李在明绝食第八天，韩民众到场接力声援“抗议”日本核污染水排海，促弹劾尹锡悦
1703652469# #太可恨！巴以冲突
1689556190# #普京讽欧洲政客听令于美国：如果得知自己要被绞死，他们会问能不能用国产绳索关注俄乌局势最新进展
1698757105# #下一步铲除伊朗
1698112004# #王毅分别同巴以外长通话。王毅同巴外长表示，中方对巴方特别是加沙人民的艰难处境深表同情；王毅同以方表示，各国都有自卫权，但应遵守国际人道法。巴以冲突
1698045056# #美国发生大规模反抗以色列活动。巴以冲突
1699068178# #美代表团称访华行大开眼界，呼吁美政界改变对中国看法
1702284817# #美国一票否决巴以人道停火决议。联合国秘书长：很遗憾安理会未能做到但我不会放弃
1703913015# #1月1日起，北京将查处电动三四轮车违规上路或停放
1688860572# #小马顶住拳头日媒：马克龙已向北约秘书长提出法方反对，开设日本联络处恐难实现！中方曾回应：不需要建立亚太版“北约”
1697682044# #加沙医院遭到袭击事件发生后，以色列和美国的驻外大使馆等遭到冲击巴以冲突
1687833638# #连老美都害怕的大学
1695521173# #印度专家：西方所谓的“中国债务陷阱”极其可笑
1692230890# #主播说联播【国产电影一定能带给我们更多惊喜心】这个夏天，你看电影了吗？数据显示，我国电影市场已连续55天破亿元，暑期档票房已超171亿元。国产电影强势崛起，出彩又“出圈”，优秀传统文化成爆款神器，彰显文化自信。电影产业一边连着经济，一边连着文化，在今年暑期档，我们看到了热气腾腾
1702268877# #美国在安理会会议上再次向国际社会的一致意志提出正面挑战，朝鲜痛批美国“没资格留在联合国舞台”
1702713172# #气CNN直播以军群殴记者！以军持枪实弹威胁后，勒脖按倒巴勒斯坦记者，狠踹头部十几脚致其重伤巴以冲突
1697787794# #
1689301282# #台媒曝光解放军与美军空中对峙录音台湾省
1695206509# #美商务部长对华为发布新机感到不悦？外交部回应
1687951439# #中国布下惊天大局，人民币踏出重要一步赞
1694172886# #加军舰跑中国周边挑衅，加媒却炒遭中方“激光照射”。大老远的跑到人家门口来装逼，照死你
1703724764# #美国参议院：国会已休假，对乌克兰支持等明年再说俄乌冲突
1703554306# #明年万亿级地方债蓄势待发！4省份预计一季度发债规模超2200亿
1702284362# #“他们批评中国，却想复制中国”
1695298172# #说是司机就是犹太人，这是要把乌克兰大换血吗？关注俄乌局势最新进展
1699152236# #多国民众走上街头声援巴勒斯坦美国民众冲到了白宫前巴以冲突
1694214376# #【总书记为龙江发展指明方向】近日，习近平总书记在黑龙江考察，为龙江大地的下一步发展指明方向。简单说，就是要把握好定位，将自身优势转化为发展动能。具体到这片黑土地的优势，主要包括五个方面，资源、生态、科研、产业以及区位优势。这次总书记到黑龙江还专门看望慰问受灾群众，在田间地头、在
1698568101# #又一个好消息，缅北威胜园区解散，全部中国籍電詐嫌犯可以回国。10🈷️28日下午！
1690069554# #【守护中华文化要薪火相传与时俱进】最近，电影《长安三万里》热映，除了熟悉的唐诗，台词“只要诗在、书在，长安就在”也让人印象深刻。将这句话延展开来，只要保护好、传承好、利用好优秀传统文化，就能守住中华民族的“根”和“魂”。中华文化延续着我们国家和民族的精神血脉，要薪火相传、代代守
1699013407# #6名中国公民在菲律宾被绑架是否是专门针对中国人？王晓鹏：可能性很大，菲媒释放信息也指向此结论中国人在菲被绑架
1690271043# #新冠病毒依然是存在的，大家依然要重视，蔡英文确诊新冠肺炎关注俄乌局势最新进展
1689339503# #卢甘斯克10岁男孩每天坚持高举俄罗斯国旗向路过的俄军士兵致敬：我希望他们能够胜利关注俄乌局势最新进展
1703288206# #【巩固拓展主题教育成果要常学常新】21日至22日，中共中央政治局召开专题民主生活会。如何巩固拓展主题教育成果、形成长效机制，是当前面临的重要任务。主题教育重在实效，贵在慎终如始、久久为功；群众盼望的是形成长效，切实解决问题。明年是实现“十四五”规划目标任务的关键一年。全面深化改革开
1697074300# #CNN新闻媒体造假拍摄视频外泄巴以冲突
1689302892# #警报拉响！北约已逼近中国家门口，日韩加速靠拢，美国越赌越大
1689977223# #CIA"已建立渠道shen透中国"威胁破坏中国统一大业
1688371822# #法国骚乱持续进行，一名白人妇女下跪求情法国警察不要驱逐和逮捕街头骚乱者。
1691832405# #月11日（发布），中国海警遇违法违规渔船暴力抗法，4名主要嫌疑人被批捕
1693177751# #【多姿多彩多元多样是世界应有的样子】本周，在金砖国家领导人第十五次会晤上，习近平主席强调，文明多姿多彩、发展道路多元多样，这是世界应有的样子。金砖大家庭又一次扩员，秉持的是开放包容、合作共赢的精神，是金砖应有的样子。此外，习主席全面阐明了中国经济发展的“四大优势”。当前中国经济
1700373015# #沙特外交大臣:周一将访华讨论以哈停火。呼吁确保人道主义援助立即送达加沙地带巴以冲突
1687869199# #卢卡申科：“瓦格纳事件”期间，白俄罗斯反对派也曾计划实施武装叛乱瓦格纳从俄南部军区司令部撤离
1699876896# #缅北战斗持续
