1696511607# #世界贸易组织：将2023年商品贸易增长预测下调至0.8%（之前为1.7%），将2024年商品贸易增长预测上调至3.3%（之前为3.2%）。
1690384888# #收评刚才简单说了几句，足矣！前两天没睡好，这就洗洗睡！想跟大家说句晚安😴⭐️💤
1697594190# #今天又想重复昨天的故事？故事里的事，是呀也不是，就那么回事！早就无惧了！可以躺平！
1698105574# #中金：汇金买入ETF再度释放积极信号。。中金公司研报指出，10月23日晚间，中央汇金公司公告买入交易型开放式指数基金（ETF），并将在未来继续增持。以往历史上，汇金公司共两次公开宣布购买指数ETF，分别为2013年6月20日和2015年7月5日。汇金再度增持释放积极信号，后市表现不必过于悲观。当前国内经济层
1694408000# #涨疯了！
1690949170# #从2021年到今年，这两年多做私募基金这行还是很不容易的，特别是处于起步阶段的基金，更需要来自各层面上的支持！大众的噪音着眼点在于管理费、抬轿子、割韭菜，我还是保持我的观点，真这么好赚，私募的头部位置早就被各大首席和知名的经济学家们给包抄了，哪还有我们的份，有的首席也不需要去卖洗发水
1693139881# #政策组合拳：。。1.印花税减半。2.阶段性收紧IPO节奏。3.上市公司存在破发、破净或三年未进行现金分红等情况不得减持股份。4.将投资者融资买入证券时的融资保证金最低比例由100%降低至80%。。特别是第三条，为第三条点赞👍
1703937024# #做个小调查，三连阳之后，你们认为股市见底了吗？认真投个票！
1687531071# #看到这种消息，转发呼吁一下，很多电动车确实有规范的必要。就比如我自己，曾经也遭遇过不测，出某地铁正往前走，莫名其妙就天昏地暗倒地了，眼下灼热感强烈，血流不止，是被载客摩托车上面的遮阳伞边缘划伤了眼下。由于伞边缘的塑料不是光滑的球体是带有菱角的，所以一划到就必遭殃。图二已是我恢复后
1694790430# #说明一、这种垃圾股背后庄家据我所知是一伙人，在有的v推荐这种牛股的时候，我简直如五雷轰顶，因为知道背后不干净；二、不要低估了国家意志这一次，咱们慢慢来，还有时间！
1697689860# #在校园里吃点，15块…
1694748288# #我相信平准基金一定会出现，但是可以先搞，后公布出来。做因为相信而看见的人！相信投资是相对论，不要像死读书那样，相信事在人为不教条主义，相信国家意志，相信变革的线变，相信时间的力量，相信量变累积终能成质变，相信利好效应会最后一齐发挥出巨大的能量，相信下一轮大牛市已经在路上，相信你的
1699011453# #本周我基金是大涨的，但开心不起来，一直都很想吐槽一下自己。每当有人说看我微博多少年，给他带来了很大启发，我都很羞愧。我自己都毫不含糊地认为，我发的微博十条有九条是垃圾。如果不是因为做自媒体，我就是个沉默寡言的人，根本没那么多要发的东西。如果要发，就像现在这样，诚恳踏实地整一本书出
1690209726# #查理芒格在穷查理宝典一书中说过，如果你只是在商业领域思考，你的视野将会非常狭窄，如果你想更好地投资，你必须更深刻地理解世界。
1693319506# #从昨天到今天，市场的狡诈走势再一次告诉了所有人，股市里没有“明摆着”的机会，一定是要你多动脑筋的，想在这个市场吃白食是不可能的。我对周一走势提前进行投票，结果扎堆于涨幅在90点以上，结果市场不遂人愿，于是就反其道行之了。今天则继续完美，后市可继续看涨！
1703206924# #我已经说过一百遍了，我的投资方式里，没有抄底的概念。这样做的好处是，我不会抄到任何一次底，但同时我也不会错过任何一段行情。这是这三年来有目共睹拿可持续业绩说话的，绝不是瞎掰。具体的操作方式也已成书了，更严谨了，更没有瞎掰或吹嘘的成分了。所以我很奇怪那些总觉得我短线说错害人抄错底的
1695621344# #今天医疗不错，咱也沾点光嘻嘻看样子是持续性行情，它们早盘出底了！
1687597997# #你说啥？谁赶紧给我拿块红砖来顶诚恳地说，大家应该越跌越乐观才对
1703218448# #洪灏在采访中用粤语说道，大部分大V都是垃圾！。。我赞同洪某的观点，然后补充一句，所有经济学家炒股也都是垃圾！在微博开V+的经济学家恐怕还辱没了“首席”和“经济学家”这两个头衔！
1692757913# #非常重磅，请耐心看完：。。明哲保身的方法很多，“聪明人”不会发昨夜收评的，大家看发的时间，我确实有犹豫过，不过还是选择做自己，说自己想说的话，这么说，代表了我对当前股市的态度。在外围频频打击中国股市之下，那么多人对股市的态度，无非就是后市大起或大落的选择判断问题。再说的尖锐一点。为
1697848873# #第二个是炸扇贝柱！
1689480578# #看乘风破浪的姐姐，我总是觉得娜姐差了点意思，可人气就是特别高哇
1701860783# #当网红风险真的很大呀，你们有没有发现，小黄自从被通报后，再也没刷到过了，就这样凉了。其实小姑娘也没做错什么，就是不符合主流价值观。
1689934979# #有一种老铁，一起聊到什么书，觉得好，当场会立马下单给我，也不挑选看价的那种，真的是又爱又恨又无奈😮‍💨
1687487600# #今天港股是开盘的，这走得挺凄凄惨惨戚戚呀！
1693270521# #您说的是！好一个比如嘻嘻
1695879673# #排名第七，作者叫姚忠震的这个书是我姚忠震写的
1703833894# #我知道2023年大家过得太不容易，祝福你们2024年在股市中迎来鲤鱼跃龙门～～～2024年会比2023好很多的！
1703742794# #今天明天都妥了的架势，所以提前安排好直播活动，加播一场，明年再见→→耶
1691398544# #憧憬
1701771468# #你们觉得历史会重演吗？
1687782055# #这两天沪指下方补缺之后，你是否相信我的观点，股市反转即将正式到来？做个投票，我看看结果对比！
1701701042# #茅台又有新动作！新私募落子北京吃饱了撑的，败品牌！
1700099376# #直接把限售股的转融通给堵死就完事了！提振信心此一点就能传导至国外资金！呼声再大点，雨点再大点！nnd
1690426036# #美联储加息的破靴子已然落地，美股不慌不忙不跟加息做对抗。我们A股今天受大金融带动走势尚可，氢能源热度炒起来了，后续还有持续的我估计。另，最近咋听吹人工智能的少了许多呢？
1696296187# #华尔街谚语：。。有老交易员，。也有胆大的交易员，。但没有既老又胆大的交易员！
1691504951# #我正在与连麦，快来围观~
1697453789# #谢谢牛总啊，看书还做笔记划线，大受感动作揖作揖作揖祝牛总在未来的日子里常赚常有！
1700620930# #极限压制+小阴小阳+冲高易回落。。几个技术上的小东西，把散户折磨得半死不活！。。我相信很快会破局！。。猜不到是哪天，现在一猜就被扣帽子！。。那就等吧！
1701606945# #股市是越跌投资性价比越高，市场给你的风险补偿机制越高，这时候你但凡多付出一点风险，就容易在未来获得高收益率，但是整个市场渲染的氛围几乎是对风险零容忍。反之，在市场涨很高的时候，市场的风险补偿很低，投资性价比越来越低，这时候大家却喜欢加杠杆借钱炒股，不在乎风险，对风险是无限容忍。真
1699846583# #看书就头晕允悲允悲允悲好气又好笑。。欢迎都来晕一晕，万一我的书治疗头晕呢汗
1689571668# #我说补缺都说几个月了，如此坚持，不是刻舟求剑，还是因为本轮行情刻着大牛市的基因，那么补缺就是重中之重，现在越墨迹。后市行情越大，彼此是相辅相成的。所以至今无论涨跌我从未动摇过此观点。如果这次熬了那么久真补上了，那么你们有必要重读我的置顶文章，相信大牛市的观点，那么下半年的目标就能
1689604119# #那个阶段确实很多股票恨不得天天涨，涨得人买股票不看估值了。我还是很注重投资规律的，论理性，我还真是天生干投资的料，谁也憾不动我！我一直宣扬的是正确的投资理念。可是一些喜欢白嫖的，哪管你什么理念，就是想几个代码想赚快钱而已。这种道不同的还是离我远一点，我怕你遭雷劈时连累到我
1695188625# #算力租赁概念涨幅榜
1694702714# #看了我各自媒体平台情况，发现今晚非常反常。明天大涨超过2%概率大增。为啥在周四晚发利好而不是像往常那样等周五，这就是准备跟你玩“阳谋”啊，你们觉得呢？总之，打开酱香天窗说亮话，我看好后市！
1695350945# #分享图片
1691842673# #瞎扯，最可能是资深老股民！
1702882070# #就这点量，真不想说啥。毛线用！不是说抛盘有多汹涌，纯粹是市场没赚钱效应，缺带头大哥！就等郭嘉队出手，而且是连续出手了。不然又是重复昨天的故事！
