1703755378# #繁花。玲子收阿宝天价饭钱真相终于找到了！汪小姐成最大牺牲品
1702044565# #《一念关山》。一念关山第二十二集上，俩徒弟笑死人了啊！捡起来吃太搞笑了啊，哈哈哈哈哈😂
1704210790# #繁花魏总喜欢汪小姐，可汪小姐喜欢宝总，哎，出场顺序不对吧
1701996685# #《我们的美好生活》。我们的美好生活第六期6，十七光年赞赞大家果真是接地气的那种，大棉袄来二棉裤，里面是棉花外面裹着布哈哈哈哈哈哈
1703814206# #三大队内鬼反水曝王大勇行踪，程兵为女报仇差点没命，石头泪目
1703983074# #繁花阿宝跪地央求李李同居，汪小姐挺孕肚索要名分，爷叔被气疯
1704122162# #《三大队》。程队和大彬子都把苗苗当女儿一样对待
1702017973# #《很想很想你》。原来万事都把你放在第一位的爱情真的存在，锖青磁你不要太宠啦
1702629890# #《一念关山》。听到这个配乐，看到刘诗诗这张熟悉的脸，尤其是加上那一袭红衣，你们想起了谁？哇哇哇
1704158448# #繁花梅萍和范总的私下交易，才知A先生的可怕，汪小姐成牺牲品
1702601045# #“我们结婚吧就是因为这个孩子我们相爱了就算孩子不是我们俩的我依然爱你一定会给你幸福的”陈宥维
1701444857# #关晓彤王牌对王牌天使造型美翻了
1702437276# #《一念关山》。如意对杨盈说自己是因为对以前的徒弟愧疚才对她好，可就算和他相认了，如意也没对他好，句句都说着令他伤心的话，嘴上说着愧疚，为何不对他好一些呢
1702354620# #《鸣龙少年&nbsp;》。天才老师差点被撤班，结果学生来救场。
1701658954# #《一念关山》。一念关山第十七集预告，你们知道这个长庆候是好的还是坏的？？？
1701696471# #《与恶魔有约》。家银们😭谁懂啊，Vk一开口，青春回来了...晚风告白治愈版好好听...我真的爱先婚后爱的戏码
1703208927# #《脱轨》。江小媛和祁连都是现在世界的人，不过两个人一个因为钱一个因为抑郁症都参与了灯塔实验，江晓媛只留存了灯塔虚拟实验的记忆而祁连现实虚拟的记忆都有，女主一直是那个普通的江晓媛只不过忘记了和祁连相爱的记忆罢了
1703775090# #神隐。看到帝眷竟然早已经堕魔，才明白凤隐归来为何颠覆三界内外
1703819159# #神隐化姝当上天帝的原因曝光，凤渊才是罪魁祸首，凤隐懵了
1703916648# #脱轨头天晚上的江晓媛：我的人生如履薄冰；第二天祁连：哟，媛姐笑cry笑cry笑cry
1703167289# #《鸣龙少年》。雷鸣为他们请来了最适合的老师，我的历史老师就是这种，我们班历史没有几个不及格的
1703345330# #《一念关山》。如意指给李同光的亲随朱殷，真的对李同光很忠心了，为他排除障碍，时刻为他考虑，时刻在他身边，即便有时李同光对他苛刻，他也从无怨怼一念关山
1703391986# #《一念关山》。鹫儿和师父终究走不到一起，细节就是鹫儿为师父准备的婚服是外绿内红，说明是师父高攀了自己；而任如意和宁远舟拜天地时着一身红色婚服，他们的爱情才是势均力敌的
1702954531# #《一念关山》。刘诗诗刘宇宁''飞花落叶''指不使用内力的所有兵器。如意不愧是曾经安帝亲封的朱衣卫左使啊...
1701612207# #《小破宋2》。真的太刀了😭😭😭从不撒谎的王宽，确因小景哭了而撒谎。
1703424528# #《一念关山》。意挽舟赶路小细节如意伤势真的很严重&nbsp;。其实这些都是铺垫结局的细节大哭如意需要和远舟共骑一匹马这样才能更好地休息养伤、下马也是远舟扶。如意去杀敌军首领注定是不能活着回来了大哭，她不是神，她只是武功高强，可她伤势真的很重大哭
1702601874# #《三个少年》。第二季第六期【3】
1701406978# #谢娜报名家长会表演落选了。现在的小托班够卷的呀，谢娜这读绘本、唱歌、主持都被淘汰了，转战另一个孩子班上的表演，这才被选上了允悲允悲。网友：还好你孩子多偷笑
1703683865# #章泽天二胎双胞胎。章泽天二胎被曝光！疑似双胞胎儿子，引起网友猜测🧐
1702435115# #众星发博悼念周海媚李若彤、张钧甯、尹正等众星发文悼念周海媚：一路走好，愿天堂没有病痛
1701478676# #再见李可乐。愿你此生想见的人，真的会在见到！。歌曲或许有多长，能否多停留一分钟！。只为那些简单的想念泪泪泪
1701531013# #《一念关山》。情敌见面分外眼红，小侯爷终于再次见到师傅、快来追新剧
1701531388# #《一念关山》。这就是长嘴的好处，这放在别的剧了能误会个3-4集的，你们觉得呢？
1702217533# #《与恶魔有约》。嘴硬的男女主终于契约结婚啦，表面上是契约结婚，可背地里对彼此疯狂心动，女主终于感受到男主的爱意，彻底沦陷，下一步就是甜甜的恋爱啦……
1702964764# #《一念关山》。"你是钱昭你不是于十三""你叫死要面子我叫冷眼旁观"
1704209413# #繁花。汪小姐放弃爱情升科长，玲子称霸黄河路，阿宝李李终成眷属
1703850950# #鸣龙少年赵晴晴因爱生恨，竟当众曝光沈耀抑郁自残真相，太狠毒
1702216612# #《一念关山》。为了引起师父的注意，不惜采用自鲨的方式，疯了疯了……这剧真有在认真补🔪，绝不放过任何一个反派……公主成长了，越来越有女帝的样子
1701617007# #《折腰》讲述了魏劭和小乔之间先婚后爱的故事，两人因为家族利益而结合，却在相处中逐渐发现彼此的优点，共同经历各种挑战和困难，最终实现爱情与家族的和谐。剧中魏劭的扮演者刘宇宁和宋祖儿的搭配也让人眼前一亮，两人之间的火花和默契让观众忍不住想一直看下去。魏劭作为一方霸主，对小乔一见钟情，
1703084508# #《鸣龙少年》。鸣龙少年第十四集预告
1704070513# #繁花陶陶满身伤害，还要给宝总出主意哈哈&nbsp;，血的代价，那可是分期付款的哈哈哈哈
1703687889# #《鸣龙少年》。再次回到十一班，爹味越来越浓了，一直在为他们未来考虑
1703898124# #王牌对王牌王牌对王牌第八季20231229期，第八季第十期4，景甜专门记沈腾！刘雪华挖坑给大家跳
1701479568# #张元英生图💖绝了生图美成这样。。。。真的和get不到的人没什么好说的，生图堪比精修，这才是五颜一该有的水平
1702255375# #《鸣龙少年》。鸣龙少年第二集预告，你们知道男女主是谁吗？？？而且还是校园剧哦哇哇哇
1703845716# #神隐凤染到死都不知道，宴爽是她与景涧亲女，元启肠子悔青
1703946695# #《神隐》。古晋以身献祭魔尊灰飞烟灭，生前遗物让凤隐心碎欲死，好虐&nbsp;
1702342848# #《一念关山》。所以宁远舟在安都究竟是做什么营生呢,大家都是不可说,不可说......
1701525155# #于十三给好兄弟出主意，导致如意和宁远舟相互吃醋！&nbsp;快来追新剧&nbsp;一念关山&nbsp;
1702613054# #《一念关山》。金媚娘身边出场不到三秒的女人救了任如意！
1704116766# #繁花爷叔的一句话，揭穿“至真园”活不过三个月的真相，都是老板娘，老板们都跑哪去了
1702654864# #《一念关山》。原来萧皇后的孩子竟是钱昭的，难产时的嘱托激怒杨盈
1701396452# #很想很想你的前世今生。转身千万次，只为遇见你！檀健次周也
1703513722# #《三大队》。三大队第六集中，老赵是肥唐啊！剃了胡子差点认不出来！预测老赵最后的大boss
1702048505# #肖战红海。红海他被那片红海惊艳到了，他非常感动，哽咽着，但是想哭却又不敢哭，加油，战战，小飞侠一直在你身后
1702431720# #《鸣龙少年》。去一趟超市啥都没买，但还是赚到了。以前觉得这样男人真好会过日子现在看啥玩意吧哈哈哈哈
1703079772# #《一念关山》。没有了于十三，宁远舟和如意的暧昧关系都进行不下去
1703165321# #《一念关山》。就杨盈和李同光活着还有初月，全局be，真的我哭死，李同光唯一一次叫宁远舟师丈大哭
1704203290# #《三大队》。找到你了，王二勇，可你逃得了一时，逃不了一世。
1702389438# #徐峥三刷三大队陈思诚报销本想安安稳稳的看个《三大队》没想到看个电影还会成为大家眼中的好好先生，遇到影院故障站起来共同协商解决办法就冲这态度，说什么都得让给大家把电影票给报销陈思诚给徐峥报销三大队电影票
1701855714# #《很想很想你》。我真的就不该看这个剧！看得我心里一直在土拨鼠尖叫！现实里却一直在捂嘴，脸上的笑容止都止不住！这剧情太合我胃口了！就是不知道啥时候能大结局？
1701410571# #姚政求婚成功恭喜姚政求婚成功，陆虎求婚写了歌，姚政也写了歌，他们好浪漫啊！网友说:婚庆歌手名不虚传，张远见证了0713所有兄弟的爱情！今天更新的《快乐老友记》真好看，好感动！
1703085665# #《一念关山》。一群吃瓜群众上线，都在看宁老大怎么听如意的
1702611217# #霍建华像弹幕一样飘过去了网友上海街头偶遇霍建华打了个招呼结果只拍到了残影。网友们急了：你很赶时间吗？&nbsp;。霍建华&nbsp;惊喜不惊喜意外不意外&nbsp;
1701527270# #幻山抱王漫妮，这关系多多少少是有些混乱在身上的！
1702345143# #周海媚工作室电话虽然周海媚本人和经纪人都没有发声澄清，但关心她的好友经过多方打听，终于有了最新的情况进展。谭飞也在今天凌晨发文，表示周海媚并未去世。
1701673064# #《一念关山》。娘娘只希望我一辈子不要爱上男人，她从没让我放下剑，想要解甲归田的宁远舟终究和十九岁成名的任如意相忘于江湖
1701530685# #《三大队》。同样的碰杯，不同的高度！。5位兄弟，8座城市，12载追凶，1件真事，命运的齿轮开始转动……个人一件事，命运的齿轮开始转动
1704245720# #繁花宝总要开始整顿黄河路了，这部剧告诉我们一句话人情债才是最贵，最值钱的东西。有钱人都是人情债才是最难还的东西。
1701410238# #《南海归墟》不是在南海拍的，也不是在东海拍的，而是在一个用蓝色彩条布做的水池子里拍的。。使用挖掘机拍打水产生水浪，最后通过电脑处理，和在大海中的效果一模一样。真的太高端了赞赞
1702520139# #《鸣龙少年》。男生大小便失禁弄到了同学的小白鞋上，想不到同学竟这样报复………
1703428512# #《一念关山》。他守住了家国，却负了自己，如果钱昭没死，孙朗就不用扔盾帮十三找机会，孙朗就不会死，如果孙朗没死，元禄就不用去送信，如果元禄没死，宁远舟就不会死，如果宁远舟没死，如意就不会死
1702539797# #范丞丞的星星好可爱心中星星的概括代表的更多是他内心当中的那份纯真和美好，星光大赏来临之际，用一颗星星来表示笑口常开，与范丞丞一起共赴星光✨，一起感受浩瀚星空带来的极致魅力
1701413047# #相柳的嘴全长莫青成身上了……哈哈哈哈哈哈很想很想你
1703987161# #鸣龙少年自救抵不过伤害！从光明跌入深渊，能救赎沈耀的只有自己
1701995770# #《我们的美好生活》。我们的美好生活第六期3，陆毅这么搞笑是认真的吗？哈哈哈哈哈哈
1704174686# #紫禁城里什么都有，唯独真心难求。把仅有的一点温柔善意给了他
1702435345# #愿逝者安息，愿吾辈自强！
1701960940# #《小满生活》。小满生活第三十三集预告。该说不说这男的，真是无药可救！衰
1703170224# #《一念关山》。前期是高冷男神后期就是宠妻狂魔笑cry笑cry这才对嘛，智商妥妥在线呀
1703722987# #神隐华姝为复活澜沣堕入魔道，凤隐一招将其唤醒，与孔雀王同归于尽
