1694969802# #淄博经济学
1697809396# #当前股市，李大霄怎么看？【刘纪鹏痛批股市15年3000点徘徊】
1694422315# #转发微博
1702536362# #允悲
1692506223# #确实看到过几个女骑手外卖
1688101228# #转发微博
1702652505# #老胡这是赌股市冬至逆转啊！作为大V，违规不？思考，胡锡进宣称股市冬至将出现转折、胡锡进总浮亏已达到42317元】
1698650343# #🙏蜡烛
1703581195# #转发微博
1696066149# #是的，零陈水技术，解决第一杯水TDS高的问题！
1696436804# #这个视频，马云估计不想看到呀~许家印
1691386364# #巢湖学院这致歉声明，很官方
1689078316# #深圳房价
1688038689# #净水器行业也不例外，假洋鬼子很坑爹的！
1688639911# #不要质疑美帝的情报搜集能力，唯一需要质疑的是美帝有没有把它搜集的情报有没有真说出来？
1691843631# #我的朋友就被共享充电宝给这样套路了，还不了！摊手
1693266011# #苏拉和台风海葵，来者不善啊！
1688626540# #抑郁症
1692537228# #清华、北大都把校属企业整破产了，懂得太多了，还要去给企业家上课，我到觉得应该反过来。本科院校开设“工商管理”专业是个笑话，搞企业纯粹是实践。MBA专业也没必要开，很多人读完MBA，就不知道企业怎么做了。老板在上完EMBA后，企业一般会遭受重大波折。
1688134678# #很多人暑假旅游攻略又白做了
1702279991# #喵喵
1692681020# #A股超话
1696746817# #惠州一项目五折卖房被停业整顿
1690552881# #1905年的魔术，虽然已经一百多年了，但这个西方魔术师表演的魔术依然很惊艳！good
1695394488# #【要曝光发抖音，已经暗示广播媒体也式微了，即便交通广播类媒体，广告收入也在快速下降！】。传统报纸、资质没落，电视开机率快速下滑之后，一向以“强势媒体”自居的广播媒体，近几年也显示出了颓势。一是电动汽车被互联网媒体抢占资源，二是手机媒体和大屏导航互动占据了车主的关注点，第三则是
1694858919# #淄博烧烤烧烤经济的热闹降温之后，前不久，淄博公布了上半年的经济运行情况。。。从数据来看，可能要让不少人有些意外了——上半年GDP为2295.4亿元，同比增长5.3%，跑输5.5%的全国大盘增速，也大幅落后6.2%的山东平均增速，增速位列山东倒数第三。。。这几天在山东出差，来到淄博烧烤，明显客流降温很大
1696641248# #鲜花
1687150875# #允悲
1701302359# #装修经验谈前置过滤器是自来水入户后第一道水净化过滤的安全防线，很多时候是家庭装修的必选项。
1688967213# #有的就是啃老！毕业后一直在当女大学生
1693745969# #嗯也叫软水器，是不容忽视的一个隐性市场！
1687824934# #蹭热度，也是手段思考【胡锡进在多家公司任职高管】胡锡进商业版图
1701839082# #胡耀邦
1694668188# #摊手腾讯qq小世界被罚100万
1691499142# #炒股千万不要说，你股票投资多么专业了！这可是专业级的依然巨亏，至于韭菜就靠边站吧，允悲
1693319192# #华为据说，李相刚去了华为。雷女士来访，今天华为mate60开售了，5G也是没跑了。。此前华为说：轻舟已过万重山。
1695855220# #这两年小学入学是计划生育放开头两年的叠加因素思考多家医院关闭产科
1689137847# #轴！女子高铁要求边座旁人让座称侮辱【女子被让座后在高铁大吵抹泪说委屈
1694786831# #高铁还有15元的餐饭？思考广西铁路文旅集团通报35元盒饭事件
1692319689# #【经济日报：美国才是全球经济复苏最大风险】
1697586338# #这个破坏力会比较严重。集束弹药
1687693270# #科学界能做的只是把已知病毒做一些重组和突变。之前情报机构讨论，有没有可能病毒是蝙蝠样本被带到实验室，从实验室中泄露，这个报告说没有实验室泄露发生。
1692283467# #代理们是用实际行动在投票思考
1699056087# #净水机滤芯更换的便捷性是重要选购指标！
1694351593# #平安就好🙏心【国航CA403疑发出紧急代码7700？】
1693524256# #这算底线思维了思考【首套房贷款最低首付比例不低于20%】二套房贷款最低首付比例不低于30%
1694487174# #做好癌症早筛，减轻癌症负担
1692097335# #恭喜出坑笑cry
1694422559# #带癌生存率提高至四成患癌症5年生存率由10年前的30.9%提升至40.5%，熬成了慢性病。癌症癌症在我国已经熬成慢性病
1691290579# #涿州暴雨
1700751522# #小杨哥回应徒弟圣罗兰事件
1689684344# #【人情世故，越早明白越通透！转发】。。早些年前，朋友家的女儿考上清华她的妈妈没有对外声张，更没有请客。。。后来，女儿本科毕业后，又考上了复旦大学的研究生，她们家依然没有大张旗鼓的四处宣扬。。。今年，女儿被浙江一家知名企业录用庆祝年薪近百万，有人问起女儿的情况，母亲却对外说勉强糊口
1691212318# #站着睡？思考【专家称投降式睡姿弊大于利：属于不良睡姿】
1692520928# #净水机，这样选才靠谱！
1692107327# #直播一半被骂停。讲真，商家也是没脑，找他带货！网红铁头称蹭流量是假未来带货是真
1688638151# #鲜花艺术
1698123677# #深秋已过，霜降已至，一场秋雨一场寒，各位多添衣、多保重！🙏鲜花
1702165783# #普京将在2024年竞选总统
1701186705# #或早或晚人都会成为自己讨厌的样子
1704034002# #笑cry阿根廷总统与女友秀热吻
1697261075# #博主的综述很客观！巴勒斯坦以色列冲突
1701965940# #老孙好着哩~
1695359926# #西安交大取消四六级学位证挂钩
1689204860# #乌克兰局势
1691404954# #子弟兵辛苦！作揖鲜花暴雨
1694771356# #远洋集团将暂停所有境外债务项下的付款
1702427413# #鲜花
1702337494# #国际贸易
1689985061# #代理商加盟，选择与努力需要并重！
1689577570# #但年轻人失业率正在持续上升，16-24岁劳动力调查失业率为21.3%，为连续第五个月增长。
1695479532# #专家估计房子14亿人住不完财联社9月23日电，十一届全国人大财经委副主任，国家统计局原副局长贺铿在2023中国实体经济发展大会上表示，现在房地产供应过剩，空置的房屋究竟有多少，各个专家估出来的数字相差很大，14亿人可能住不完。房地产。这么多空置房子再要大力发展房地产是不明智的，所以在这
1698365328# #哦🙏
1691969856# #诚信的味道像瓜一样甜good丽水男子推无人售瓜摊1天收入2000多元
1703133474# #A股超话老是问，中国股市为啥不涨。你们想一想，中国房地产市场为啥一直涨（直到中央出来搞房住不炒），其实原因就是各级地方政府的财政依赖在于房地产，而大家的资金也就全部流入了房地产。一旦中国地方各级政府的财政，都依赖于股权收入，然后大家的资金就会全部去了股市，懂了吗？中国经济
1696377199# #乌克兰局势
1702443388# #此情可待成追忆？只是当时已惘然。微笑
1695307664# #转发微博
1694755165# #估算整体有0.8%的浮动空间，一年确实省大几千没问题！多家银行降低存量首套住房贷款利率
1700726313# #中美关系‭没有清场，没有特别安保，一开始甚至有些尴尬。2011年，时任美国副总统的拜登，午饭时间突然来到了北京的一家餐馆，大家对拜登表示欢迎，期间一位民众还自顾自的现场啤酒对瓶吹。没有群演~
1703163881# #乌克兰局势
1693702086# #这个是正面袭来，福建、广东要同步迎战！台风海葵来了
1694487007# #嘻嘻
1698596282# #历史是人民书写的。
1688994161# #有毛病吗？允悲
1704108580# #与9月份利率下调不冲突！存量房贷利率迎来下调
1698670011# #一只乌鸦口渴了
1691802853# #出口汽车最多的企业是上海汽车，总共超过48万辆；新能源汽车方面，在上海设有超级工厂的美国电动车生产商特斯拉出口了超过18万辆，大型企业比亚迪也向海外出口超过8万辆。上半年中国汽车出口击败日本再次第一
1691592157# #思考经济形势
1689248841# #它怎么贪腐那么多？出乎意料思考蔡鄂生被控受贿超5亿
1689293156# #有多少借经营贷还房贷的
1693029925# #驱逐出境吧，这种烂货花钱养不熟。
1692720647# #那时看到这些节目，尽管暴露的都是社会问题，但感觉充满希望！
1694243164# #实话！【荷兰光刻机巨头说我们太自以为是了】
1693749972# #浙江大学一个人打伞正好，两个人有点过，三个人是蠢货！卷亦有道
1703243377# #冬至吃什么超话
1699762008# #作揖
1700665083# #这就印证了🔪是双刃剑，可以自伤两次允悲【张小泉为应对拍蒜断刀负面舆情刷好评被罚】
1702253669# #今年去日本，下个打车app只能绑日本信用卡，给俺气的直骂娘允悲允悲所以稍微理解别人为啥觉得不方便允悲
1695374434# #没有英语能力，不仅仅是论文看不懂，信息也会越来越闭塞（依赖投喂）思考任正非说不学英文农村孩子永远是农民
1689575257# #祝福鲜花上海中考成绩
1688615035# #经典流传李玟
1690085083# #跳梁小丑，抵挡不了趋势。
1700716301# #会出现多少个鹤岗疑问思考
1692283901# #护犊之情good🙏
1695100484# #能借债说明还有信用，债多不压人酷美国国债首次突破33万亿美元美国历史上首次，国债突破33万亿美元！
1693271110# #多元的社会，多元的活法
1702306520# #直接极值到位！允悲
1695053360# #作揖鲜花早安,新的一天
1702466240# #一个涂鸦而已，至于吗？。联想互联网开放与娱乐精神，欠缺啊！。网传联想大厦logo被涂鸦成huawei
1693576287# #上海认房不认贷继广州、深圳之后，上海与北京同一天官宣“认房不认贷”，自此，一线城市全部实施！此番房地产救市大招，虽有些晚，但终究还是来了，一线城市房地产的“大底”应该逐步形成。北京认房不认贷。三四线城市？很难见底，有的城市都完全放开了，也看不到底~。核心，还是供需、人口、经
1695312760# #刘纪鹏评胡锡进称不卖股票就不是韭菜
1688387502# #学区房实施校长教师有序交流轮岗行动计划，科学推进教师“县管校聘”管理改革，从城市、农村等不同地区的实际出发，完善交流轮岗保障与激励机制，将到乡村学校或办学条件薄弱学校任教1年以上作为申报高级职称的必要条件，3年以上作为选任中小学校长的优先条件。义务教育均衡发展
1696724253# #热点背后多数有推手！挖呀挖黄老师5场直播销售额超百万
1695223482# #作揖鲜花晚安
1701008534# #坐后座，或者跟大人一起坐后座，系上安全带！【覆车之戒！家长副驾抱娃幼童被甩出车外身亡】开车时你都让孩子坐哪里？
1688272704# #净水机品牌选择，对经销商而言，确实需要下一番功夫good
1699595050# #水丽宝前置过滤器，还是比较能打的，主打性价比，很受欢迎。
1689696969# #唉，好好的旅游惨遭意外🙏【越南一载有21名中国游客巴士侧翻已致4人死亡8人重伤】
1692595821# #没错，应该入刑！女生摆拍被性骚扰视频博流量
1689119407# #转发微博
1690077175# #把最美好的形象留给公众鲜花林志玲亲口证实引退
1699805758# #头部太强大了李佳琦双十一收入超250亿
1699270644# #嗯，跟水质，以及锅，可能都有关系思考饮水
1700667878# #为什么最近几大洋资本逃了，赚不到钱只是一方面，理论上时间长了会赚钱，更大原因就是造假，而且还不让说，这就造成假成一片，这是抓出来几个大的，真要严查，有几个好的。
1693650301# #新潮厨电·美食好厨造好厨需好水💦
1688864206# #好运安康
1700149805# #思考
1698130034# #转发微博
1694173190# #【国美半年报家底彻底败光了，黄光裕落花流水春去也！】。据国美零售半年报披露，截至6月30日，国美上半年收入4.15亿元，较去年同期的121.09亿元大幅缩减96.6%。。毛亏损约为人民币1.2亿元，去年同期这一数字为毛利人民币20.88亿元。国美
1694352059# #连秘书都没有？差评！酷
1700216595# #希望再去西递宏村！【好看！安徽宏村现丁达尔现象】
1691969940# #不熬了作揖熬夜熬的是甲状腺寿命
1703120202# #这个专家靠谱
1692194126# #允悲山东将全面落实带薪休假制度
1694770940# #净水器，值得装！
1690196909# #那是一个文艺繁荣的时期！封神
1689383706# #美国大选
1693395037# #作揖给力鲜花
1688168522# #房地产
1690934058# #台风卡努抵近日本冲绳据最新预报，基本无悬念了，大概率不会登陆福建或浙江，拐的比较明显，向日本冲绳方向奔去。台风卡努
1701562123# #2024龙年春晚每家都必须吃饺子允悲
1695996821# #思考俄罗斯
1696436454# #债务违约，除了央企，房企能独善其身的寥寥无几！
1698753040# #开个玩笑也不行？思考核酸，不远，都记得！
1698236479# #思考客观，是媒体报道的基本功能
1690176980# #上海房租
1695651526# #机构都扛不住啊！【上半年A股股民人均盈利3.91万元】
1688688740# #思考
1701822247# #就业
1690782691# #发钱，试试？思考
1698989107# #喵喵
1694646964# #俄罗斯乌克兰战况
1702081154# #公权不能私用！警方通报辅警称要查网友个人信息【官方通报警务辅助人员称要查网友个人信息：已解除劳动合同】
1696547831# #这种免安装净饮机，适合人不多的办公室或者居家便捷使用！
1698842304# #净水器会销，没走正道！思考【诈骗团伙进村卖给老人2880元净水器】
1692055503# #大部分信托底层资产都是地产，这会还信5-8%收益信托的人，只能金融知识还是缺的doge
1698191482# #自从苏宁和国美崛起的那一刻，品牌方与平台方的角色就开始起了变化，到后来的京东，现在的抖音，等等！思考海氏电器实名举报京东
1689078462# #借道good
1692574923# #电商只有头部，没有长尾！利益不能均沾！
1693547218# #印度GDP
1690782500# #数量型缺水，也称水源性缺水，即整体水资源不足，水资源分布不均衡。
1693612960# #深圳地铁还能这样玩儿？
1691310597# #思考宁波房产
1695223562# #删除的所有QQ空间都在这里
1695252005# #西安交大走出了自己的独立行情，不过，英语还是得学呀！思考【西安交大取消四六级学位证挂钩】
1700893558# #思考
1689205457# #南京、杭州、合肥、西安、长沙、成都、重庆，这十几年城建进步很大，经济发展很快，呆在京沪深也未必能发展出个啥名堂。早点占坑，早点受益。
1694345532# #国家队出手了允悲
1698214980# #思考
1688046362# #这也不是西瓜的秧子啊笑cry
1695053698# #一群聪明人都知道，就是沉默的割韭菜
1691711276# #思考骗子不骗用卡通头像的人
1692106966# #所以，商务部称聪明的外商一定不会放弃中国市场
1697879719# #太欺负人了！笑cry研究称肚子胖的人脑子可能更笨
1691370410# #不出问题就是胜利，出了问题就是事故！还好，挺顺利！鲜花TFBOYS官博急了
1700887281# #院士
1703389470# #头条为头天，德国人在国内创的一家商超，后法人转让给中国人，这次“关门”前五天，法人又做了变更。比宜德暂停营业
1704125836# #原创完整版科目三，不土！
1699762946# #走了，不玩儿，心伤透了伤心贝莱德回应关闭中国主题基金全球资管巨头先锋领航确认退出中国
1688569473# #大家都一起节约了，经济就更差了，大家花钱我不花才能叫节约，大家一起节约经济扛不住的
1687446228# #这种状态，衰老的会很快！拜登又迷糊了
1699612269# #没有最高，只有更高思考中信银行原行长孙德顺受贿案一审宣判【孙德顺非法收受财物超9亿元】
1689225744# #所有的数据，同比已经失去意义，更应该与2019年作对比，才具有参考性。思考进出口
1687570398# #转发微博
1690328844# #白宫今天例行记者会上，发言人对这个问题的回答：这是他们内部事务，应该由他们做出解释，我们不发表评论；我们致力于保持沟通渠道，是为了避免误解或误判，这件事对此没有影响。
1696862071# #以色列巴勒斯坦冲突
1692540831# #今夕何夕？和你心动七夕鲜花
1692506454# #格力会不会沦落，还有没有未来，还真不好说！董明珠回应落榜世界500强
1699196396# #郑州也明显冷了北京供暖
