1700739205# #杨幂…天…
1694960588# #关于《云之羽》的网传离谱剧情合集…。。我被网友骗得好惨苦涩，当时还有人说，云为衫其实是孤鹰是最高等级，我真信了…😤
1702916954# #晚安😴，各位
1697382619# #大梦归离，拍戏过程中喊代拍蹲下，因为穿帮了允悲。大梦归离
1701604493# #五月天不如营销的火？真的假的，有没有买过票的说说？
1695027014# #赵今麦，面相变了
1699275536# #不许思考，李现一番代表作是。
1690361359# #庄达菲、周翊然《白日梦我》8.22湖南台+芒果tv
1694333276# #网友评选的“新四大墙头”。。陈哲远、张凌赫、于适、邓为
1691847186# #好东西，大家一起看笑而不语
1702527598# #怎么张凌赫魏大勋两家粉丝在交流啊？这两有交集吗？
1694156336# #腾讯VS爱艺奇，近一年的下载量
1688621246# #张彬彬真的适合拍现代剧
1689403230# #好消息：安乐传出追剧日历了。坏消息：只排到17集还没想好怎么播
1701682830# #包上恩水龙吟，出妆，好别致的发型
1690035313# #王楚然，卖惨贴，🈶被虐到吗？
1692710078# #檀健次今天🈶三个直播，状态如何？
1697357144# #刘诗诗，竹业打戏路透🈶，如何？
1694345299# #猜猜这是谁
1691149849# #魏大勋，今晚直播截图🈶，如何？
1697076931# #赵今麦、张凌赫《度华年》开机路透🈶
1697951933# #经纪人和cp粉头，炒cp？……啊？什么意思？
1700469370# #11.19酷云。宁安如梦，昨天有8000w+，云合还没出来
1703052287# #豆瓣四缩，缩就缩吧，没一部是扑的
1691934012# #王一栩，你不觉得尴尬吗？
1701529119# #包上恩，有流量花的潜力吗？
1700905462# #猜猜这是谁
1690369554# #邓为男妲己别咧嘴笑…就这样演到最后
1689162237# #“不懂就问，怎么能合法合理的把对家狙下来？。我就随便问问？”。。有人真问，有人真答允悲
1690450498# #杨洋的你是我的荣耀思考
1704282638# #2023云合热播期均集播放量（统计至12.31）
1697783861# #任敏，今日线下活动，生图🈶，如何？
1700986529# #刘大锤，真的不行，他唯一的作用，就是帮明星辟辟谣了，而且又不用出去跑，讲几句话，一单就完成了doge
1702526719# #《水龙吟》罗云熙林允包上恩敖子逸路透🈶
1689342473# #由于太过于缺德，我还有点不敢发允悲
1701663484# #雷佳音、胡歌，谁咖位大？并不简单
1696650097# #巴黎时装周内娱明星媒体价值排行榜top10:。。迪丽热巴、王一博、王俊凯、徐明浩、杨幂、angelababy、戚薇、白鹿、娜扎、马思纯
1693134664# #任敏：把我拍好看点哟，我可是瘦了，别拍出双下巴。
1694098931# #阿云嘎，了虞书欣的道歉，好高的情商
1704021799# #跨年演唱会各家线下应援汇总。。王一博、成毅、檀健次杨紫
1699261926# #11.3-11.4-11.5，云合估算播放量(明月版）。。11.5以爱为营无所畏惧。明月26912196。林克29852436。。两位差别还挺大的
1701614213# #有人统计了《一念关山》前14集戏份时长
1695130869# #🐮🐮还是谢谢小四吧，云之羽里要更好看点
1688970534# #李现疑似恋情李现都32岁了，谈恋爱多正常
1701240175# #视组投票，各平台押宝失败的剧集。。爱奇艺🥝七时吉祥，腾讯🐧玉骨遥，。优酷👖安乐传，芒果🥭以爱为营
1692960054# #现在的婚服，越搞越复杂了允悲
1690200290# #檀健次，出场
1702801737# #杨紫，第二套怎么样？
1691388310# #豆瓣在扒邓为b站买水…允悲
1689829704# #杨洋回应近期争议。谁告诉你要这么做公关的？衰
1700743801# #三毛审美。别说，这两套确实挺像的，也是都是三毛做的造型
1690445360# #邓为真要火了，没开玩笑…
1695540409# #赵今麦，出发巴黎
1699268157# #天，金莎男友比金莎小19岁哆啦A梦害怕
1700572533# #珠帘玉幕，赵露思造型🈶，我jio得不行🙅‍
1696934390# #鞠婧祎还是有底盘的
1696421936# #替身文学
1692793468# #日天允悲
1690527080# #王楚然书亦烧仙草。这个热搜没眼看啊允悲
1703833694# #刘亦菲胖了吗？
1694586580# #云之羽浅之角。怎么说呢，男女主那条线，索然无味。男二女二男三这一家三口更好嗑，观众是喜欢哪个嗑哪个，才不管那么多…要怪就怪郭敬明吧二哈
1697447676# #无人在意的角落，虎鹤妖师录，超点了。张凌赫又扑一部允悲
1693671198# #云之羽，空降热度6523，什么水平？
1691903300# #七时吉祥走势比不上同平台的花戎…
1693232375# #提纯这种事，虽然大家都心知肚明，你后援会怎么能拿到明面上来说呢，至少装一下嘛doge…
1688912960# #王俊凯粉丝测速，一小时6w赞，什么水平？
1694415079# #理涛，杨紫算不算又当了次奶妈？
1704176188# #杨迪檀健次。杨迪发了没P图的照片后，又出来回应了，大家怎么看？
1701230614# #如果刘诗诗没和吴奇隆结婚，现在会不会是85花里发展最好的？
1701601004# #各明星，工作室状况广场一览
1699090592# #黄景瑜前妻…。。这姐妹儿不行啊，刚开始的时候大多数网友都是站她的，她反复倒戈，现在说什么话谁信呢？。黄景瑜前妻再发文
1701180106# #周也为什么不吸粉？
1697091432# #孙珍妮，第一次当女主吧，这么紧张doge
1695905867# #花粉天堂or花粉地狱的女明星有哪些？
1698213262# #大杨哥怒批李佳琦挟持商家。乐了，两个资本家…支持李佳琦出来怒批小杨哥畅游，互咬爱看
1696221588# #王源、王俊凯粉，又双叒叕在友好通话中…
1697779330# #宋茜、王鹤棣、白鹿、陈牧驰今日杂志大片🈶
1698819070# #爱奇艺的热度值，是最不虚的了允悲，粉丝做数据有用，但不多…
1699957442# #邓为，仙台有树，白发路透🈶，如何？
1694439607# #宫远徵，抖🎵话题登顶
1691399368# #任嘉伦，新杂志
1698050592# #卢昱晓开通工作室了
1703857905# #繁花，今天平均收视1.7299％，连续下跌允悲
1700542471# #豆瓣年度红名单
1699433852# #我知道啦，他是你签约的艺人吧？你好
1690290069# #🐧小心思真多
1692260191# #云之羽，不会接档70吧？
1700304466# #11.17酷云，全端、点播播放量🈶。11.17云合，占有率🈶
1697197960# #豆瓣网友输出，直言“张凌赫粉丝太会甩锅”。🐮→张凌赫
1701161662# #演过耽改再演偶像剧大家能嗑下去吗？
1689250916# #取个名
1695719321# #9.25云合估算播放量（明月版）。。好事成双，4382（+637）。西出玉门，2931（-540）。他从火光中走来，2350（-695）。异人之下，2147（-745）。云之羽，1683（-479）
1690386087# #OMG，魏大勋签到13.4w了…
1704288779# #云合出了热播期，具体播放量。。宁安如梦5336w，确实没有超过莲花楼5355w。一念关山4461w（还未结束）。南海归墟3755w
1702195957# #12.9酷云，全端、点播，播放量🈶。12.9云合占有率🈶
1698248689# #《七夜雪》大半夜官宣演员…。主演：李沁、曾舜晞
1690441022# #任嘉伦，今日品牌活动图🈶，如何？
1688657919# #看起来犟犟的
1699510067# #是时候，重新审判这张【2023业内爆剧预测图】。业内的眼光如何？doge
1704201298# #迪丽热巴和陈哲远搭挺好的，花粉满意，生粉也满意干饭人
1692890252# #七时吉祥，丁禹兮，前面是演员自己领悟的演法，后面导演指导后的演法，大家觉得哪种好？
1697264318# #陈牧驰工作室发布严正声明，称网传爆料内容系虚假信息，公司已委托律师持续取证
1697466242# #彭楚粤直播，评论有人刷“夹总来了”，彭楚粤问夹总是谁？在工作人员提醒是微博CEO后疯狂道歉笑cry……更搞笑的是，他问夹总是谁的同时，夹总正在他的直播间…二哈
1688802525# #八角笼中，口碑有点起色了
1695911060# #成毅，巴黎新造型🈶，两套造型
1700894800# #邓为，营业了
1697712301# #狐妖竹业篇，王权富贵小时候
1689253826# #短暂的怜爱一下杨洋，虽然你是男主，但今天热闹不属于你…
1703756358# #邓为经纪人黄卉道歉。。看来这事儿对邓为还是有影响的，不然怎么会低下她高贵的头颅笑cry
1698846679# #话说，后面angelababy解禁了，还能回到以前风光无限的时候吗？高定商务走红毯，影视剧综艺这些？没向lisa微博号那样直接炸号，也算手下留情了
1693320644# #封神男团好几个男的，为啥就于适火了？有啥特别之处吗？
1692975944# #《珠帘玉幕》《逐月》《仙台有树》《似锦》哪个饼更好？
1691399135# #张若昀，庆余年2路透🈶
1698998638# #王一博，金鸡内场图
1699965369# #这，身高差，也差太多了吧…
1699331983# #杨紫，新杂志🈶，表现力如何？
1693398255# #于适和邓为，感觉他俩对外营造的风格有点相反。于适，比较憨，很直，看起来缺点心眼。邓为，有点茶，扭捏，看起来心眼子多多
1702806904# #棣欣引力破防。没关系，“棣欣引力”改嗑“棣久田长”也是一样的doge
1695709518# #三体，扑了吗？
1698817852# #万圣节宋焰cos。当成为一种梗，他就糊不了了允悲
1690611557# #什么鬼？还可以私自加吻戏？？？吻戏至少要双方同意吧…打着工作的名义性骚扰吗？😰？张艺凡施柏宇吻戏加戏
1697104718# #任敏，活动纯生视频🈶，状态如何？
1702884566# #视组：鹅今年s＋古偶除了长相思表现不错外全部扑街？
1688906691# #陈星旭
1701005805# #赵露思＞白鹿≥虞书欣，咖位排名认可吗？
1704370868# #马伯庸来了，马伯庸来了，马伯庸真的又来了…
1693997315# #竹业篇
1692809178# #紫粉，檀粉，打一整天了，还没结束啊
1697092533# #《奔跑吧》最新录制路透，李晨、郑恺、沙溢、白鹿、周深、范丞丞、张真源。跑男
1702277478# #酱园弄85花最全时间线🈶并不简单
1700488113# #《我要逆风去》就这样出圈了哆啦A梦害怕
1689434828# #不知道咋说，但是我感觉，王楚然跟杨洋扫楼和直播时，就表现的不是那么的真情实意，表情和神态都带点嫌弃…但是他俩又是真情侣…难以理解…可能她就是单纯的喜欢谈恋爱吧…。（个人看法啊别杠，杠也是我对的老师好）
1698056190# #攻、受，哪一方更容易提纯？
1703658902# #杨洋大粉，因为《月明千里》这个饼，已破防…
1697807281# #10.19云合估算播放量（明月版）。。田耕纪3434（-511）停更，。问心3407（-35），。为有暗香来2889（-77）一集，
1700582348# #到点了，大家吃宵夜月亮吗？
1699947282# #2023年酷云+云合，首日播放量【双破千】的剧集。长相思、玉骨遥、长月烬明、偷偷藏不住。长风渡、宁安如梦、莲花楼
1702308386# #云合热播期均集（统计至12.10）
1702099894# #大家觉得，今晚，刘宇宁会直播吗？现在剧外吵成这样并不简单
1700391872# #刘学义VS吴谨言
1690025849# #谢谢大家老师好
1688629632# #“所以截止目前，暑期剧一个也没爆出来，对吧？热播不少”
1704091329# #来了，三大队，大家觉得播得如何？
1698646808# #云合热播期均集（统计至10.28）
1699237631# #李枫说郭敬明事件是性骚扰。大概就是这么个事
1704102968# #芒果TV跨年晚会首推舞台🈶️。。宋茜王鹤棣超燃🔥。大张伟王一博唱哭汪涵😭
1694517088# #其实阿瑟本来不爆🛏️照的话，流量真的可以走起来了
1690351870# #7.25云合占有率。长相思13.6%，以0.1％的优势登顶，竟然被我压中了…。曾少年13.5%，受害人11％，莲花楼9.3%，安乐传6.8％
1701428401# #关晓彤
1701072036# #导演协会奖，推介女演员有金晨，男演员怎么没张艺兴？
1704452336# #你们分得清吗？两个人，两部剧…
1693747566# #云之羽，目前热度8957，今天能破9000吗？收到
1699777345# #刘亦菲，玫瑰故事，校园路透🈶，纯生图如何？
1695106154# #大勋啊…是你吗…魏大勋…？？
1698664003# #广电从《云之羽》《宁安如梦》《无忧渡》里面选了云之羽？？？真的假的？？
1702131878# #好好好，网友都是你们play的一环是吗？。柠萌🍋爱奇艺🥝，双方连发两条单人博，真是罕见doge
1694595235# #邓为、刘宇，两家粉丝在友好交流🤝。起因👉邓为粉用了刘宇家的文案
1691942775# #长相思开播，7.24~8.13号超话签到（不定时记录）。。张晚意，签到31498，涨幅+2.78w。邓为，签到214082，涨幅+20.68w。檀健次，签到218587，涨幅+14.09w。王弘毅，签到4194，涨幅+2559。。邓为跟檀健次的签到差不多了哆啦A梦害怕哆啦A梦害怕
1700913843# #尖叫之夜座位座位图来了
1691053916# #ELLEMEN，皮下是不是切错号了doge？。这下真要救救了，小心扣工资阴险
