1695008041# #英特尔也是允悲十多年的命名体系说改就改
1690869017# #涂抹痕迹严重doge
1703766561# #转发微博
1695258279# #转发微博
1689119593# #这破电池2000到顶了。竟然卖2万黑线不坑穷人
1694419208# #没有任何证据表明不吃早饭和胆结石有关联性。
1700268806# #转发微博
1695456306# #诶以后我每个节气都去买一杯doge
1701144903# #哈哈哈哈哈哈
1703806483# #转发微博
1702304301# #一个是国之利刃，一个是民之所需
1692624481# #中国可以内循环，欧美就不一定了
1699170801# #转发微博
1694087025# #转发微博
1701937825# #转发微博
1687928644# #造谣doge
1694515265# #天玑牛逼
1696262222# #可爱
1692325209# #真的
1703814397# #银河OS2.0！刷上了刷上了！
1699721333# #系统自动转发哇
1690729248# #转发微博
1696905362# #攒那么多钱干什么，当彩礼花出去才能更好奋斗
1703239487# #哈哈哈哈哈
1692714827# #转发微博
1702472906# #转发微博
1688710583# #微胖勒肉yydsdoge
1703060581# #转发微博
1703225882# #转发微博
1690382677# #转发微博
1688720518# #主要还是太卷了允悲cos正片特效越来越牛，道具越来越华丽，以前卡片机拍拍都觉得够了，现在有些福利姬都开始用中画幅了。
1700458213# #转发微博
1694238701# #哆啦A梦害怕哆啦A梦害怕高
1697673263# #转发微博
1688230711# #我推的孩子剧情好离谱允悲第一集死了多少人
1701844377# #哈哈哈哈哈哈
1695439271# #公交车有监控的啊，起码拘留一个呗
1689498045# #牛啊
1692418885# #转发微博
1703230890# #转发微博
1696423235# #平时追番下载用的爱恋动漫和蜜柑计划怎么突然都挂了裂开裂开裂开风车动漫也上不去，啥情况。各位动漫高手现在还有什么好的追番渠道啊
1691380699# #？？？
1697892021# #是真的哈哈哈哈哈
1688962855# #转发微博
1702597644# #→→
1691149777# #doge
1693413573# #“我们不是为了满足别人的期待而活着，而是为了自己活出自己的人生。纵使被说坏话，被讨厌，也没什么好在意的，因为对方如何看待你，那是对方的课题。”
1698210648# #哈哈哈哈哈哈倒爷死了
1699344002# #转发微博
1702042633# #转发微博
1697413805# #哈哈哈哈哈哈哈
1692942278# #三元锂我觉得是负面啊doge
1694340763# #转发微博
1700353477# #转发微博
1692878345# #转发微博
1701324166# #谁给看看说的对不对？
1692461920# #笑死
1695273190# #火龙果哈哈哈哈
1689131581# #哈哈哈哈哈
1699879166# #？？？？
1702543414# #doge智驾没有护城河我绝对相信。明年就下放到25万了
1689835224# #咽下去以后还是会有空气啊
1702653024# #长5打遥感卫星？doge有人信吗
1688626715# #静电吧允悲
1696397106# #牛啊
1698936438# #？？？
1695800060# #允悲
1689567151# #🌿
1696239268# #要素叠满了真的是开学季荣耀小仙女恨国嘴臭原黑。不会是个行走的50万吧
1701792251# #？？？
1700580867# #草
1700741642# #转发微博
1690522205# #哈哈哈哈哈
1696651336# #其实大部分尿外面是因为小便池实在太脏不想靠近或者地上有尿允悲然后就恶性循环了。有些小便池散发着恶臭还粘着扭曲的毛是真恶心
1690877390# #五个菜有两个。等板块轮动了裂开
1695991017# #加油干死合资！！
1693298583# #转发微博
1688624986# #转发微博
1690769197# #哈哈哈哈哈哈双角兽
1698494106# #草
1689071728# #吃桃儿啦开学季今年第一波白凤这也太大了
1698628115# #转发微博
1692766721# #外国人可以提前换好现金啊doge又不是不收现金。中国人出国不也是只能按照当地的支付方式来
1699830869# #六翅兽二哈
1698363780# #哈哈哈哈哈哈
1703250471# #？？？
1695309137# #转发微博
1704176625# #好神奇的人生。
1694836759# #我妈竟然还好意思叫我去帮她搬家喵喵
1703084577# #转发微博
1690107556# #转发微博
1690500767# #草纯电船
1687854820# #我的了doge
1699342893# #好可怕卧槽
1692677164# #感谢秋唧唧的奶茶！开学季
1689943244# #二哈牛啊
1694943195# #转发微博
1688649543# #哈哈哈哈哈哈
1690423319# #乐
1697679782# #生活、健康和快乐才是最重要的！！
1700285843# #八戒doge
1694086874# #太离谱了
1698672230# #整理了两天极影视，324部电影41部电视剧167部动漫整整齐齐开学季太爽了
1702011469# #好运连连
1689130604# #哈哈哈哈哈
1688372533# #懂个屁，这个贴纸才是精髓好吧doge
1697076282# #转发微博
1702645907# #转发微博
1701047008# #车机b站首页给我推了这个，一路听得我眼泪汪汪。时代的一粒灰尘，落在个人头上就是一座大山苦涩所以我们的防疫一定是有意义的。失去心爱的人这种痛时间是消磨不了的，它总会在夜深人静的时候把你吞没。希望这位老哥能好好生活，为自己而活。bilibili冲男阿凉的视频
1701324245# #哈哈哈哈哈哈
1694358778# #13u阉割了长焦微距真是哭死
1700471777# #转发微博
1688043849# #？
1698622499# #哈哈哈哈哈哈
1688886753# #哈哈哈哈哈哈
1699710666# #明治习惯了。看谁再吹
1695948497# #转发微博
1687843588# #可是光伏电板放车上肯定是亏的允悲
1687855369# #草
1696044000# #转发微博
1690801216# #没啥竞争力的东西还不准别人薄利多销了
1700629788# #太便宜了吧
1689697368# #施佬那么有名吗二哈
1693542658# #转发微博
1688002779# #笑飞了
1699924560# #草
1688607006# #转发微博
1690338446# #假的不能再假了允悲直接去美国产n+2颅内高潮？
1690954080# #六爷是好飞机啊哆啦A梦吃惊
1699871987# #哈哈哈哈哈
1701536041# #转发微博
1697343271# #转发微博
1692339013# #哈哈哈哈哈哈
1694074296# #恒大汽车？？
1694585927# #二哈
1703248968# #转发微博
1696415839# #万家灯火不如厨房的人间烟火doge
1698672494# #哈哈哈哈哈
1691133589# #哈哈哈哈哈
1702538164# #哈哈哈哈哈
1690349975# #我同事上次买了5块一支的二哈
1703140444# #哈哈哈哈哈哈
1698515550# #我将无我，不负人民。心
1692251756# #2599要什么自行车
1692661603# #舍不得给自己花，舍不得收拾自己，然后还要被骂一句油腻，何苦呢
1700745014# #两个熊头+一个尾巴二哈
1694248242# #乐
1695442139# #允悲
1690896038# #转发微博
1693351988# #哈哈哈哈哈
1699185676# #升级了一下全屋WIFI，那么点大面积组mesh真是太奢侈了二哈。NAS的2.5G口连到电脑，发现古董Z370-P的板载网卡是个千兆的裂开nnd又去下单了PCI-E的网卡。几经波折局域网2500Mbps终于跑满了🐾。但是电脑里往nas丢文件还是只有150MB的写入速度，不知道和硬盘写入有没有关系二哈下次用ssd测速试试
1702355870# #转发微博
1700178588# #这不就是女拳吗？自己永远都是对的，别人永远都是错的
1694736319# #哈哈哈哈哈哈
1691717541# #好消息：脚可以穿鞋了。坏消息：他妈的全身多处过敏裂开
1699365168# #共产党人是最纯粹的共产党员收到收到收到
1702360033# #JN1病毒
1699695795# #转发微博
1695725058# #哈哈哈哈哈哈
1702215911# #转发微博
1704121276# #？？？最近理想咋了
1691683691# #转发微博
1702468951# #哈哈哈哈哈哈哈
1699866874# #赞good
1690721585# #转发微博
1690816557# #算运气好的了二哈
1697383700# #转发微博
1699326019# #好强
1699587222# #有时我也在想现在的新能源汽车还不如叫数码汽车，更新换代速度营销方式都和数码产品差不多，基本上1年就中期改款2年就换代了而原来的燃油车干脆就叫机械汽车，本来也没有多少东西跟数码产品有关系。以后就跟机械手表和电子手表的发展差不多，大排量精密机械成为奢侈品小排量直接消失
1694328502# #哈哈哈哈哈
1700273710# #哈哈哈哈哈
1692451043# #妈的太黑了允悲
1697979110# #洗澡时候发了会儿呆，用洗面奶洗了头发允悲
1688104151# #红红火火恍恍惚惚
1690876164# #175140真不胖啊二哈
1690426848# #转发微博
1688467069# #哈哈哈哈哈
1699699884# #水产市场买完螃蟹顺路去山姆拿了送的伞，又带了点吃的回去二哈绝不会空手而归.jpg
1696639677# #有个车在十字路口等红灯排第一个，等完红灯打不着火了，交警在帮他搭电。笑死，好尴尬二哈
1694616964# #转发微博
1691236388# #风湿免疫科，全科，都可以查，直接让医生帮开''淋巴细胞亚群''检查就行，540块钱左右
1694836957# #仪式感情绪价值都是自己在提供。太把自己当回事了二哈
1690418899# #60篇sci傻眼
1701529183# #转发微博
1692666390# #中国可不傻doge之前借给他们美元让他们还RMB，或者用物资抵，这次应该也有什么协议了
1691033905# #哈哈哈哈哈
1688475841# #地狱笑话哈哈哈哈哈
1695781758# #？
1702383396# #doge
1695174782# #太强了二哈再等几年等成本再降降
1696229809# #三十万的合资油车开完过后会发现也就国产15-20万的水平可能还不如喵喵
1696675525# #挺好的父母
1696730819# #雀食doge骁龙换代了
1690774576# #笑死他们的白幼瘦就是字面意义吧
1695716760# #我一朋友的兄弟做那行的，说预制菜可以保证生产过程卫生，不能保证食材好/我觉得预制菜很正常，只要安全卫生味道好价格合算我自己吃完全没事，麦当劳也都是预制菜。但支持和反对学校用并不是相不相信科学，完全理解家长为啥反对，同样我也不信学校提供方的标准比麦当劳好，再说麦当劳也出过事
1703329773# #穷人最不缺的就是时间了doge等我车开几年旧了我也这么干。
1697303396# #？？？
1690538995# #说不过就拉黑？你不是要比油耗吗doge来比呀大众全系加上奥迪保时捷，蓝牌中型车你要能找出一个城市油耗比我低的就算你赢。。别说德系了，日系都没几个。
1702872938# #转发微博
1703725242# #草22娘允悲
1703668502# #转发微博
1690380996# #牛啊
1695174196# #doge菜
1689647302# #相信用煮石头补矿物质我还不如相信这是用来防止爆沸
1688784155# #看上去还是个激光雷达啊二哈
1696223989# #再一次证明安全才是汽车最大的奢华，人会疏忽走神，但机器一直严格按照程序干活
1700477048# #看上去好好吃
1702538418# #草
1702646259# #明天有没有机会让我试试雪地模式doge
1689392303# #转发微博
1695874356# #现在大多数公司培养的都是会做人的干部。
1689939558# #二哈果然是晚点小王子始发站上车第一站就晚点
1698927127# #哈哈哈哈哈哈
1701687018# #哈哈哈哈哈
1693412988# #好
1703683940# #主动降噪再怎么做都不可能完全中和的并不简单
1692752908# #市中心挖5年允悲
1687791533# #允悲
1704260394# #转发微博
1692666747# #转发微博
1690529914# #我投给了“不会，搞不清楚植物提取物到底是啥功效。”~讲个笑话da麻也是植物提取物
1690271369# #？
1691460749# #草
1696226152# #转发微博
1697078674# #牛
1697458071# #转发微博
1693541182# #你怎么能假定屁股的性别doge
1695088041# #允悲允悲
1693542212# #友商松了一口气
1699086868# #好帅
1697983191# #没有主动散热的无线充根本没意义二哈那些小功率的设备手机无线反冲功率都够了
1699117169# #哈哈哈哈真实
1699805284# #强无敌允悲
1699970850# #转发微博
1701218417# #这次终于好好拍了开学季
1700953360# #草
1695562967# #转发微博
1690373135# #doge
1690799163# #草
1695258169# #草
1699532407# #毕竟很多家庭买车最后拍板的是女主人，讨好女性有助于销量。
1694854750# #清理冰箱库存之。冻了2年的僵尸扇贝肉&amp;冻了半年多的老母鸡二哈。加上早上薛定谔的拉面说我的胃就是厨余垃圾处理中心哈哈哈哈哈
1694611830# #转发微博
1689766796# #用力
1689420568# #转发微博
1695260423# #其实差不多doge不要做舔狗
1696055928# #好漂亮的蓝色
1698588160# #牛
1692447955# #哈哈哈哈哈
1701754860# #转发微博
1700834373# #反智行为。光速远离
1699333671# #而且评测也说不咋滴二哈
1702216641# #大骨熬成汤！
1698038028# #转发微博
1689068242# #天天短途开空调开到6个油了二哈去年13个油眼睛都不眨一下，现在6个油觉得油耗好高
1697523881# #同事家一万多的狗得了细小允悲还是打过疫苗的。太惨了
1691219775# #doge苹果用户的忍耐性真的高
1702380616# #哈哈哈哈哈
1695485492# #草苏北话
1701354976# #打通垂直路径为传统渠道赋能笑哈哈
1694003239# #允悲
1697545867# #卧槽
1700450021# #光猫坏了应该运营商免费换的。。凭什么收钱
1688715881# #哇
1698666136# #他们骑在我头上就算了，现在连他们的狗都骑在我头上了
1692677403# #草
1695365643# #发面小笼也挺好吃的，当肉包子吃
1692426629# #Part2。火炬八街刘公岛威海超话烟台超话
1687775567# #这不科学。。毫米波雷达可以不工作，超声波雷达肯定要工作啊
1691041255# #草
1699513420# #哈哈哈哈哈哈
1688130853# #可以接受说我们穷low，土，不时尚，但绝对不接受说我们东西不好吃怒骂，广东人的食材超级新鲜，新鲜食材做出来的怎么会不好吃！怒骂
1690121802# #转发微博
1701764392# #doge你这张应该缩一档光圈拍
1691052501# #功耗能耗分不清允悲
1689392481# #腾势最丑允悲
1688887492# #？？！
1703141919# #转发微博
1704086344# #哈哈哈哈
1695782231# #？这个确实
1700091878# #转发微博
1694151941# #卧槽
1698212925# #我投给了“小米13”~看投票就知道13口碑有多好了二哈
1694668129# #不要放水还行
1689644823# #嘻嘻早就说了，这人算个屁劳动者。给她洗地的还是一群天真女性
1691296854# #🌿
1690778598# #...
1688988830# #联想什么垃圾质量。。一块NGFF固态才用没两个月就挂了黑线不会是黑片吧
1691502185# #6
1689657904# #所以除了核心城市以外的地方房价要崩盘了二哈
1701787629# #转发微博
1699598881# #二哈气囊在哪，会不会阔剑地雷
1697383386# #转发微博
1694022949# #都是典型的看着很牛逼实际没卵用的功能允悲
1702275303# #456doge
1701733417# #希望有些人能明白，除了你自己没人在乎你家娃微笑你家娃的成绩好坏，在学校干了什么，和小时候长得多像，我是一点兴趣都没有。上班时候能不能别说了
1688015548# #哈哈哈哈哈
1698216037# #说真的英特尔从12代开始就几乎没怎么提升二哈显卡也是越来越贵，3060-4060提升太小，内存已经体会不到提升了，固态还是今年趁早入手吧。
1698938830# #转发微博
1697193205# #确实，15系列配的线属于这图分类里的第一种。这线除了够软和颜值不错之外没啥优点，性能方面属于要啥没啥的类型，而且单卖还贵得一批
1698481022# #转发微博
1695620832# #好好好
1700177822# #这可是北京小米啊二哈
1692073550# #有些家长除了扫兴和添堵真的没啥特长。
1690734591# #转发微博
1689924726# #hso
1703467709# #哈哈哈哈哈哈哈
1699543876# #哈哈哈哈哈哈不得不怀疑是不是你真的在炒作
1696257982# #没想到碰到个硬茬喵喵
1688588701# #哈哈哈哈哈哈哈
1692337581# #雀食二哈江苏省内除了不去徐州，其他都近
1690508211# #emmmmmm外形真的很像
1700187648# #太惨了
1698631362# #脑门哈哈哈哈哈
1696125488# #哈哈哈哈哈哈所以好多人都贴乳贴二哈
1701953236# #转发微博
1697930981# #转发微博
1694882846# #草
1691133312# #政府培养了茫茫多的巨婴，从疫情就能看出来。有些爱闹事的🐶东西真应该让他们自生自灭，这种人真是自私自利。
1694185262# #作为星越L车主，我就一句话，配置一样的车机不给升级的厂商，逐渐掉队。
1692539356# #大概率假的允悲气压过大会直接吹爆肠子，又不是死人给你一直按着吹
1701129972# #非常怪。轻症感冒快一个星期了，除了喉咙和鼻子有点不舒服外没啥其他症状，也不恶化也不缓解允悲
1704087335# #哈哈哈哈哈哈
1694521238# #转发微博
1699593687# #允悲
1689922426# #和Ctrl
1704117861# #哈哈哈哈哈哈明示
1691624281# #格局打开！！
1703741282# #手机厂商去做营销是降维打击允悲
1701528398# #非常理解允悲我也是拍了一大堆照片屯着不想p图。创作，看自己的心情，做自己想做的事就好了爱你
1702213031# #今日文案
1696231291# #火力不足恐惧症
1704351549# #你们的快递员有岗前培训吗？服务行业就这么做的？
1688429228# #果然摊手
1688819749# #二哈
1697099120# #转发微博
1700842339# #6
1699238854# #转发微博
1687753442# #哈哈哈哈哈哈不要用夜景模式啊
1693473103# #卡片机能打电话二哈
1698751522# #哈哈哈哈哈
1693924657# #6
1695080614# #京津冀
1698331459# #今晚会睡不着吗二哈
1695705960# #太强了
1700029996# #草
1688222467# #太稳了吧
1702543275# #🌿这都行允悲面个试不就暴露了吗
1692697300# #噫呜呜呜呜这七夕皮肤也在嘲讽我
1699243451# #哈哈哈哈哈哈热水器好惨
1698568514# #转发微博
1701354462# #这装修不错
1687919584# #原神允悲
1696408683# #碰瓷大爷还能这么用允悲允悲允悲
1692863919# #doge
1688630260# #转发微博
1688625279# #笑死
1699238819# #？
1704094772# #这才是偶像存在的意义
1700097714# #转发微博
1693542383# #朝菌不知晦朔
1699597500# #二哈
1690675283# #已经开始了，这波三阳好多都是二阳一个多月的迅速三阳，而没二阳的很多一直浪也不阳。不防就开盲盒吧。
1701688221# #转发微博
1692854716# #哈哈哈哈哈哈哈笑死了你是真没概念啊
1696847664# #所以双休比钱重要doge
1689606077# #爱...
1687778509# #小姐姐不错doge
1695829900# #转发微博
1702387396# #转发微博
1703314069# #参与讨论，就有帮助
1703549318# #哈哈哈哈哈哈
1689895930# #可是大功率发电机也非常贵二哈
1694146046# #现在奥特曼那么高级？
1698673486# #无情铁手
1691331374# #怎么还有人质疑这种事。。预警每提前一秒收益都是巨大的
1698752395# #转发微博
1703920142# #笑死。有人会为了赠品去买吗
1688090205# #没有充电桩的家庭不建议买插混。。
1696840463# #现在送的越来越少了。。一开始买一年送9个月
1690877774# #哈哈哈哈哈哈
1689005942# #转发微博
1698924499# #转发微博
1694618578# #京东那么强
1689780489# #离谱。那我是不是把一些社交软件调成女就少点垃圾短信了
1687996229# #哈哈哈哈哈哈
1695367313# #关闭小白条，把桌面显示设置成全面屏，真的能有效降低卡顿概率。miui这bug真的是无话可说允悲允悲允悲希望下一代剃刀计划给力点。成也miui败也miui
1695439456# #doge可能现在的年轻家长都不怎么做饭，不知道超市里的冰鲜鸡腿鸡翅有多贵
1690877350# #今晚再加一个菜打call
1697075180# #昨天成功让两个不吃腰子和脑花的人真香了开学季
1702273401# #红红火火恍恍惚惚
1700744609# #偷笑
1701311175# #转发微博
1702810474# #哈哈哈哈哈哈哈
1691381489# #大众新能源比吉利还高？靠id系列吗二哈
1699193776# #无锡一直在进进出出二哈
1694486310# #哈哈哈哈哈
1700055666# #科技感
1699776800# #除了变速箱复杂一点，成本不好降，多档混动就是无敌的开学季
1697211341# #新概念英语哈哈哈哈哈
1694581900# #转发微博
1689032153# #这牌子很贵吗。。
1695827019# #纯爱真是太棒了苦涩苦涩苦涩太喜欢抱在怀里揉头了
1702652613# #转发微博
1690437644# #哈哈哈哈哈
1698819791# #草
1699366121# #这才是真正的英雄
1692607842# #转发微博
1696726116# #牛
1695456343# #香兰子！
1694417193# #？
1695257901# #哈哈哈哈哈typec
1697094358# #二哈这个月生日给自己买点啥呢。感觉已经无欲无求了。要不整个ax9000吧？
1700353724# #星越L！
1700713145# #所以感染新冠的真正影响其实还没有搞清楚，其实麻疹删库的情况也是21世纪之后才发现的。
1702741087# #转发微博
1698221994# #等一等，最近正好想升级个2.5G口二哈
1696781355# #牛。这才是好瓜doge
1691135392# #羡慕
1689081574# #我的天
1702597631# #借你吉言
1690194118# #doge比小米还离谱
1703237746# #这也太惨了。。能不阳还是别阳了
1701248007# #转发微博
1688889572# #点点点
1701313052# #哈哈哈哈哈哈
1701862549# #转发微博
1691735109# #吉月绝
1690887072# #？
1687834615# #牛，还嫌死得不够快
1703034713# #哈哈哈哈哈
1689324998# #牛
1700100884# #转发微博
1689684099# #乐
1694475246# #这是一天赚不到几个花西子的我该关心的吗？
1703595428# #桑拿鱼！好吃！
1692149720# #真就反向营销是吧，学会了：“低速，大容量，高可靠性，单T价格低，技术成熟，数据好恢复的硬盘。”友情提醒，低速这块固态硬盘跟我竞争不了。请君下单
1694521946# #牛批
1703996066# #那我这种随手记录不一定发的算什么doge
1698751673# #草
1693353926# #哈哈哈哈哈哈
1690869635# #步惊云！
1687932213# #Ai真牛皮二哈
1687823328# #🌿
1698972586# #好强
1700114346# #转发微博
1696729725# #好的谢谢
1689487991# #哈哈哈哈哈
1695469443# #果子视频完胜。但是好像色温有点高
1701268988# #看看银杏～
1689762048# #转发微博
1687748312# #小鸡炖蘑菇！
1702442688# #分了吧，封建迷信谈不得
1695830024# #牛哦
1703685105# #6这比虚拟机还便宜了
1702458237# #除了车子那条我不认同doge现在谁还买bba啊
1694959934# #我们这还有羊油面呢doge
1691460882# #只能说，你们的青春根本不值那么多钱微笑
1689518171# #剪下来剪下来
1701754664# #哈哈哈哈哈哈哈
1702297097# #人类从历史中吸取的唯一教训，就是人类不会从历史中吸取教训
1688479898# #转发微博
1695123212# #小米这几代的快充兼容真的好多了二哈10pro那狗屁10V5A的50W，如果没这个档位直接降到QC3的18W现在这个13U我40W/65W/90W的头都能触发快充，车上的C2C口也能触发米系快充基本可以放弃无线了
1701511967# #哈哈哈哈哈哈
1689004258# #所以气温低于-8以后制热几乎不起作用。裂开
1693299974# #哈哈哈哈哈
1689334498# #笑死了，出门拿个快递三个人都没带钥匙，然后打了人生中第一次110允悲
1702913068# #无锡也是下午四点放学doge
1696954614# #报警吧怕她下一秒就冲上来了
1697766118# #这人跟我约了10点原来是因为十点才开门？允悲
1688832315# #他不会越拉越稀细吗
1702653426# #哈哈哈哈哈
1696862359# #其实是把伤口阻碍细胞生长的死细胞去掉就好了doge
1699842825# #天王老子来了他也不一样
1701267102# #1/25s的夜景人像二哈果然是无情铁手
1688716303# #离异不要孩子对女性自身利益跟未来生活都是最优选择，但绝大多数母亲宁可吃大亏净身出户也要争取孩子抚养权...
1700006331# #转发微博
1697198772# #等我再清清冰箱二哈
1702517811# #哈哈哈哈哈哈
1692848038# #转发微博
1691027738# #转发微博
1688785004# #转发微博
1693317530# #哈哈哈哈哈哈牛啊
1698845123# #草允悲还好现在新车开门自动p档
1694752995# #紧跟时事
1692538953# #低成本娱乐活动二哈
1687790032# #躲仪器设备后面是因为医生打电话给院办值班室说自己被打、有人闹事，医院领导不一定立马会派大量保安过来制止，但是你打电话是说有人在磁共振室打砸机器设备，院领导会立马派人过来制止。因为一台磁共振上千万，是医院固定资产，而医生只是个合同工，人没了可以再招一个。就这么现实
1689580712# #又拉黑一个二哈我一喝植脂末就拉肚子
1693627522# #毕竟女厕
1692671445# #转发微博
1698171784# #
1689291753# #最后一段我……/都在夸这个孩子通透聪明文笔好？14岁的孩子并不该写出这样的东西，有什么好夸的，都是被痛苦逼的过度思考出来的，都是家长教的。这些人到底在夸什么，死了就别再有下辈子了，评论里为什么还诅咒她要有来生？
1701744115# #doge草老师有些言论看看就行。
1688015708# #我觉得翻包可以接受，但是前男友的戒指接受不了允悲/就没有一个人思考为什么要打开女朋友的抽屉里的化妆包吗，擅动私人物品，感动的点在哪/相信自己被爱相信自己能给出最好的爱，这种人的人生会有什么烦恼吗，好嫉妒（阴暗的爬行/天呐好健康的人格
1689859556# #牛批
1697439038# #车友群看到的允悲星越L是真的硬啊，副驾AB柱都没啥事，还能正常开门，真就大吉大利了。吉利:出车祸可以但是不能死在车上吉利汽车超话星越l
1700092372# #好强
1694577615# #转发微博
1698291795# #哈哈哈哈哈
1701674951# #转发微博
1694753120# #难怪只能当巡视员
1703509765# #那么大？？
1692855422# #用痔疮可以调整花型(
1689834624# #来个《全频带阻塞干扰》
1703323419# #我国的反诈真的挺牛的二哈上次点了公司邮箱收到的一个诈骗链接，看一半发现有猫腻是诈骗就关掉了，今天社区民警找我反诈宣传来了。说后台监控到风险
1699672205# #这牙刷好别致啊
1688910789# #快突破400部了doge
1703509845# #二哈去威海的时候副驾陪我吹了10个小时是真的牛啊
1699439964# #这也太大了
1688650729# #哈哈哈哈哈哈
1689504321# #doge
1702733268# #澎湃os的续航好强二哈今天外面最低-6度啊
1700562003# #显示设备的目的不是让你眼睛收集能量，而是信息嘛，拿这个斗蛐蛐还是有点价值的老师好
1690599516# #转发微博
1700831488# #我能理解1A1C充电头的用处了允悲米系快充全是魔改A2C，但是常规设备必须是PD协议的C2C才能激活，现在我拿个90w的米系A口快充头，冲90瓦输入的Cuktech10号，只能65WPD允悲
1702123800# #本周逛吃逛吃来到了溧阳开学季
1702356140# #哈哈哈哈哈
1702269474# #原神启动！
1695529773# #378公里1.5小时还差不多
1702864700# #hso
1699843809# #？
1701784865# #肉食够吃3个月的二哈米够半年的蔬菜没有办法。。只有点干蘑菇之类的
1694618763# #8马力？？？允悲真就一个5kw小电动机
1698886283# #为什么站起来要背手啊允悲
1690953677# #早晚的事。。沿海发达地区可能稍微好一点，不过逃不掉的
1698200521# #大号流感而已
1696981993# #转发微博
1696600005# #转发微博
1692253319# #苦涩
1690344200# #如果中国的电车算1C那BBA的岂不是1/5Cdoge
1689655998# #哈哈哈哈哈哈哈
1690802936# #这个月没出去玩，就开了800公里二哈
1693002062# #转发微博
1689140647# #其实水印还是摄影师的版权申明doge
1690023347# #没点武功不要来武功山裂开要死在这了
1697704004# #转发微博
1698238678# #我没文化，我只会说——我勒个擦
1692772789# #转发微博
1699503212# #背后是成功的家庭教育，虽然没有高学历，但是有高素质，人活在世，无愧于心，做自己认为对的事情就好
1694065056# #好可爱
1696061107# #哈哈哈哈哈哈哈
1694076491# #蛤？？？？？？？难道华为真是屯了2年12GB大运存啊
1703315498# #二哈最近身边痛失两位黑长直难过
1701536653# #不会是专职反辐射吧？
1688646612# #确实该反思了：这破社会怎么变成这样？
1702454480# #月薪5000的本地人大部分过得很舒服了doge（北上广深除外）非要高端消费，借钱结婚那只能说自找的
1699068474# #转发微博
1687828290# #资瓷
1702626166# #转发微博
1691373173# #超我脚上就是这个裂开痒死了
1700830379# #三个拉黑了两个二哈
1691232579# #一个企业的社会责任感苦涩
1697617063# #？这都能禁
1693919607# #二哈
1694130002# #？
1702272851# #这定语多的麻了允悲
1691020588# #好想法
1700202124# #转发微博
1699028667# #雷老板永远不会辜负米粉的期待苦涩
1689205609# #基本赞同，但是PT还没用过二哈
1698247803# #二哈没毛病，确实是这么吃的。
1689749477# #我的车最高才跑过60二哈不知道设计最高时速180+能不能跑出来
1691857454# #这辈子开的最远的一次长途二哈一个人从无锡干到威海。副驾一路陪我唠嗑唠了十个多小时真滴牛
1693624962# #转发微博
1695081044# #罗翔老师说过:“你证明不了照片是我，我就告你诽谤，你拿出证据这个照片是我，那这就是你犯罪的证据”
1697369383# #转发微博
1697462994# #三年疫情后再看埃博拉前线。看的揪心苦涩虽然是演的，你口罩能不能带带好！
1691484601# #你就说震不震惊吧，我现在感觉很震惊
1690501092# #没有ACC也敢脱手。。
1693283936# #？
1690866273# #哈哈哈哈哈
1696259997# #转发微博
1702952940# #转发微博
1690268403# #？
1700219340# #转发微博
1687697610# #哈哈哈哈哈
1703896946# #🌿
1704366043# #🌿
1703157825# #转发微博
1692866312# #那就抓紧时间多吃口乌冬
1694503576# #培训visio软件，突然发现用来做装修设计还挺不错的开学季
1695795589# #doge
1690545804# #冲啊
1697523991# #海底捞马克
1699616842# #转发微博
1697596102# #唉，希望能挺过来
1689677131# #排气像个巨型TypeC二哈
1691223270# #解压
1692426289# #微博也发点图吧。📍威海烟台。Part.1
1702996632# #二哈终于吃上了说实话这自助也没啥大菜。胜在品种多
1695216699# #好强
1697338445# #星越L的产线二哈
1699082330# #转发微博
1694922399# #挺恶心的。国外的很多就很正常
1687780454# #说难听点真想要孩子聪明应该从基因考虑
1702274029# #好！
1695561889# #其实还是看晶体管密度二哈
1703402845# #这啥。。芝士？
1689733160# #只要确定不是橡胶制品，那基本问题不大
1699059571# #这期的尺度……
1690771545# #二哈
1696314729# #恭喜苏神！！
1695054003# #当年生产力不行的时候我被摁着头反思，现在生产力发展了我特么还是被摁着头反思，那特么生产力不是白特么发展了？
1696841649# #红红火火恍恍惚惚
1690707606# #草
1698156607# #13ultra的杜比视界颜色好奇怪啊。。。是我打开方式不对吗二哈相册里看都明显发灰而且饱和度低
1691111080# #？？？
1689860126# #我们这大润发已经开始用了
1701992362# #第三个哈哈哈哈哈
1702165085# #我的三个办法：1.看电影看书，恢复专注力2.把社交媒体搞得难看一点3.这条最重要但是写不下了以后再说
1703635247# #转发微博
1691019466# #牛逼第二个月就破万
1697499631# #为什么粉色要贵这么多女人的钱好赚啊二哈都不买不就便宜了。市场决定价格，让它烂在黄牛手里啊
1699515064# #想买好久了二哈
1703157170# #昨天跟我同事聊天，她竟然还记得我好多年前说的我基友和x同事一个小区的事二哈真好啊
1701246643# #我也不喜欢戴头盔，所以我开车了二哈
1694954264# #转发微博
1699443221# #90年代我家有台21寸的松下二哈我爷爷托人日本买的。只有29个频道
1691716814# #转发微博
1697088373# #一体式桅杆真帅开学季
1699420974# #彩票滞销
1694050455# #哈哈哈哈哈
1695872679# #转发微博
1692430520# #微型车位只能停微型车啊黑线
1689575579# #哈哈哈哈哈哈哈
