1689300563# #羊羊：你说话怎么有口音呀？
1697766359# #拉布拉猪哪有什么坏心思啊，都是些恶意截图罢了！二哈
1702736911# #未婚但有“娃”的日常：自从成为“狗妈妈”以后，生活不自觉就被“娃”给占满了！doge
1694509142# #近距离感受大猩猩捶胸，这满满的压迫感...摄影师：根本不敢动！
1695306664# #比赛选出“全世界最懒的人”：参赛者必须全程躺着，可以玩手机玩电脑、看书吃东西，每8个小时可以上10分钟厕所，看谁坚持躺得更久...在评论区艾特出你心目中的冠军朋友吧！
1701057605# #伦敦街头采访，遇到了一对有着“特殊”恋爱经历的夫妻。他们结缘于1988年的电视相亲节目，甚至有1750万网友见证了他们的婚礼...不知道他们会给相亲人士什么建议呢？
1688097713# #鸭鸭和牛牛是最好的朋友，每天都要一起游泳一起回家，画面很温馨很甜。。。但因为它们太黏对方了，偶尔也会让主人“头疼”...
1689173178# #艾特出你那个没办法好好走路的朋友...太真实了，原来大家都有过这样的体验doge
1702982367# #大叔回家时遇到的“惊喜”，估计他从此以后对开门都有阴影了吃惊微盘点V笑年度大赏
1701438898# #冷知识：女性生产完以后，膨大的子宫并不会马上复原，所以可能还会持续隆起很长一段时间...
1704017257# #孕妈妈精心准备的“肚皮舞”惊喜，老公回家看到这一幕，双方都被逗乐了，肚子里的宝宝是不是也很开心呢？V笑年度大赏
1691501934# #以防你没见过螃蟹脱壳，戳视频感受一下这个“诡异”程度....
1698390420# #网友遛猫时遇到的粉裙小女孩，蹲下来抱抱摸摸小猫咪，还要和它交朋友，这两个小可爱太治愈了吧~
1699922786# #我滴个龟龟，这仙人掌一口咬下去嘎嘣脆，真香啊~
1702662080# #【奥利奥大礼包夹心饼干*35包34.9💰】。里面包含可可棒牛奶巧克力味*13条、可可棒黑巧克力味*14条、双果味夹心饼干97g*1盒、白桃乌龙味夹心饼干97g*1盒、可可脆卷50g*1盒、迷你可可酥40g*1盒、mini奥利奥小饼干4g*4包。比超市单买要划算很多，一次尝遍多种口味，午后小零嘴安排上！
1697943486# #农场小游戏真人版，采集原料制作青贮饲料....配合默契莫名解压，甚至还想看他们换个地方再弄一遍！
1697162415# #网友养了一群小鹌鹑，每天逗它们跑来跑去...可千万别踩到了噢！
1694777024# #豹子盯上了豪猪，但是人家也不是好惹的...
1701352271# #沉浸式体验帮孩子打包午餐，每顿饭的品类都还挺多，是用了心的~
1699021271# #土耳其胡子大厨做饭时，偶尔还会遇到喵喵客人来蹭饭。份量这么扎实，一定吃的很饱！
1703608044# #【奥利奥大礼包夹心饼干*35包34.9💰】。包含可可棒牛奶巧克力味*13条、可可棒黑巧克力味*14条、双果味夹心饼干97g*1盒、白桃乌龙味夹心饼干97g*1盒、可可脆卷50g*1盒、迷你可可酥40g*1盒、mini奥利奥小饼干4g*4包。。。比超市单买要划算很多，一次尝遍多种口味，午后小零嘴安排上‼️
1693060748# #两只有着最萌身高差的“鹿”，会不会都觉得对方很神奇呢？
1693300109# #在澳洲生活，你有可能会看到这样的奇观：5米长的地毯蟒从屋顶爬上树裂开
1694001655# #妹子晒出自己的发量，其他网友坐不住了...别看我们头发少，我们还掉头发呢！doge
1692544561# #憨憨男友花了三个小时准备的惊喜，看到第二盒打开的时候...感不感动？意不意外？doge
1689842011# #钓鱼老哥的崩溃一刻：到手的鱼溜了，鱼竿丢了，渔网也坏了允悲
1693231756# #女友说自己头痛，男友是这样回应的...但是他很真诚诶！
1702823309# #复古风格的美食制作，整个过程真是莫名治愈~
1687872701# #如果“泰坦”号观光艇没有发生内爆，作为乘客看“泰坦尼克”号残骸是怎样的体验？来看看它之前顺利潜水的画面...
1690696228# #用气球测试不同颜色的吸热能力，对比很明显啊~
1688123714# #一只擅长跳舞的鸵鸟Jimmy～这年头没点才艺，真不好意思混互联网了！
1692952986# #美女们挑战N连拍锁屏壁纸，好纠结呀，该选哪一张呢？
1698330748# #原来玻璃上那些独特的碎纹，是真的要把玻璃敲碎啊...破碎美学get！
1698223280# #容易分心人士每天的日常：我刚刚准备干啥来着？
1698755097# #自动包饺子神器：边包边做边吃，整挺好！
1703667151# #当你推开船舱门看到这一幕...裸眼3d的效果都出来了哆啦A梦吃惊
1700372338# #制作“鱼生拼盘”的乐高定格动画，短短几十秒的视频，幕后的工程量肯定超级大！
1690776540# #谁能拒绝这样的蜘蛛侠蛋糕道理我都懂，可它还会“变魔术”诶！
1698762838# #【冷酸灵牙膏🧊组合10件套39.9抢‼️】。冷酸灵旗舰店：130g泵式2支+100g正装3支（超市10几块一支）+牙刷2支+专研漱口水12ml*3支。。清洁牙齿更呵护牙齿，给你刷牙全新体验。一套多效解决多重问题，需要的速囤👇
1695865887# #网友的狗狗追着一只小袋鼠跑，结果袋鼠反过来对着主人“拳打脚踢”...你们放尊重一点噢！
1693408864# #海里的甲藻受到扰动刺激时，会发出这样的蓝色荧光，看起来像是加了特效...
1699588619# #小哥模仿伦敦地铁广播：“地铁上禁止吃薯片”、“地铁上禁止吃麦当劳”、“地铁上禁止吃冰激凌”...。。乘客们很疑惑但也照做了，啊？这是什么新规定吗？微博喜剧现场
1688390983# #妈妈说每次送女儿去托儿所时，都是这般情景...小宝贝越懂事就越让人心疼！
1696824263# #借着玩笑说出心里话，心疼小哥三秒钟...你能接受异性好友的告白吗？
1687697889# #艺术家ErwinWurm设计的“窄房子”，房子里的一切物件都像被压缩过，走进去有一种窒息感...
1703246438# #20000帧每秒拍摄一滴水坠入水面，本以为只是个简单的过程，没想到要经历这么多步骤...
1700753300# #【口乐火影拉面点心杯*8杯19.9💰】。咖喱鸡肉、小鸡炖蘑菇、咖喱牛肉、文火小牛肉、黑椒牛排五种口味混合发8杯，超市都要¥5+/杯。严选好食材，FD冻干料包，低油低脂无油包，面条劲道爽滑，汤汁鲜浓，小杯量不大，饿了垫肚子刚好。
1689256795# #大叔的狗狗几个月前因为车祸离世了，他儿子就在父亲节这天，带回来了一只新的家庭成员...以后治愈家人的任务就交给你咯！
1688112327# #知道这个小游戏玩法的人，现在年纪应该也不小了吧？
1698129555# #在灯下聚集的扑棱蛾子真的很烦人，启动：飞蛾召唤驱逐术！
1689953183# #短短一分钟的视频，解压又助眠，就像给大脑做了一次按摩...
1704194427# #实拍印度的蛋糕作坊，总觉得有点不对劲，但是看到成品又觉得没毛病doge
1703743338# #当你看到有些过于夸张的美甲时，内心belike：
1693835998# #您的摄像机已经被狮子捡到，对方不想返还，并且来了一段自拍...
1704734451# #【冈本超薄小气球20只¥29.9】。冈本官方旗舰店进口小气球🎈限时活动：29.9元到手：超薄20片。仅一天时间！！。。进口品质严格质检，隐私发货‼️
1695833748# #【德芙排块巧克力*4碗69.9💰】。到手222g什锦*3+112g牛奶，也有3盒选项可选，丝滑牛奶、浓香黑巧、奶香白巧、什锦等多种组合口味可选，口感浓郁丝滑，嘴馋或者饿了随时来一颗补充能量。
1701609081# #两性冷知识：男生的荷尔蒙周期只有一天，而女性的荷尔蒙周期长达28天。有时候她的情绪起伏很大，很可能只是激素在作怪...
1702637521# #用不同的电压测试玩具，米奇：好好好，谁能玩过你们啊！二哈微盘点V笑年度大赏
1702436733# #喜欢站着的猫猫，只不过这个姿势有点显肚子呀~
1688915018# #一场体型悬殊的较量，可不能掉以轻心哦～
1688371936# #当你曾经在求职简历上撒谎...好险，差点就被识破了！doge
1692285716# #从上往下依次查看人类脑部的切片，从大脑一直到椎管...
1691028556# #一只机警的猞猁想要穿过结冰的水面，刚踩上去就听到了冰裂的声音，它果断选择了跳过去...
1703255812# #问小女孩一个问题：你为什么不想当个成年人？别说了别说了，再说我可就真难过了！。。V笑年度大赏微盘点
1689067294# #两人原本想把妹子扔下泳池，没想到...对方这是练过金蝉脱壳啊！
1701863961# #街头采访到一位大叔，他姐姐辛勤工作了40年，却在60岁就过世了，甚至还没来得及享受退休生活。。。于是大叔给想要告诉年轻的自己：世间万物到头来都没有意义，你要学会享受当下...
1688712756# #3d花朵蝴蝶妆，再也找不到比这还仿真的妆容了~
1693818536# #原来真的有会“飞”的鱼，名字就叫“飞鱼”...
1692498920# #超生气的小猫咪，气到忘了呼吸允悲
1695040920# #看开头：这是在干什么...。看结尾：好酷，想学！
1688702302# #一位神经科学理学硕士表示，她会避免做伤害大脑的这3件事...你中了几个？
1695779971# #留这个发型需要注意什么呢？应该是要注意防风...
1700138098# #极致纯净的冰川，透露着一股神秘、治愈的力量，眼睛和心灵都被洗干净了憧憬
1704811922# #土耳其网红户外美食博主KaradenizliMaceracı更新，沉浸式体验一下，原来每天换着花样做好吃的就是这种感觉...
1691302569# #几个月前搬家转学的小男孩凯森，被老师邀请回来参加毕业典礼，老同学们看到他的反应是这样的...
1701957381# #高能预警：扁桃体结石清理视频，刚吃完饭可千万别看，会yue！
1695217402# #没有手也能写字吗？残疾小哥展示了自己一直在练习的绝技：手肘握笔...不仅能写，还写得不错哦！
1698217508# #专业化妆师提供的底妆新思路：在上粉底前，先打一层白色的底...看起来有点离谱，直接上脸试试看！美出圈
1691753756# #当你便秘的时候，记得打开这个视频...沉浸式陪伴体验，让你上厕所也不孤单doge
1698322532# #一个视频带你身临其境地感受冬天，好了，已经开始哈热气了！
1703912119# #男生打理刘海的误区以及正确方法...终于知道他们额前那团卷毛，是怎么做出来的了，原来这样才自然！美妆V赏
1690019186# #小时候养过蚕的朋友请看过来，一起来回忆童年了~
1693651195# #来自菲律宾的“手影舞者”，根据歌曲设计动作，手指变成了俏皮的小人儿~毫无违和感！
1704299522# #【清扬男士洗发水500g*2瓶57.9💰】。买即赠洗发露200g*3，一次共到手5件，超市2瓶装要¥74+的，专为男士设计，含舒缓头痒去屑专利技术，3倍添加冰爽薄荷精粹，从根源解决头屑烦恼！持续去屑/去油/止痒，适合多种头皮护理需求。
1696042480# #边牧的牧羊效率有多高：听到主人指令后迅速出动，一分钟就完成了任务...
1692669531# #当表情包小狗变成了“椰子”...被这个魔性的画面和旋律洗脑了！
1696644832# #小蜘蛛要吃虫虫咯，咦，它怎么奶里奶气的？
1693322638# #沉寂多年的乐队再次爆红，只因为其中两位成员生了个小主唱、以及另外两位小成员...来听听加拿大乐队“WalkofftheEarth”6岁的小主唱Romeo，演唱新歌《MyStupidHeart》。
1703251862# #在家里培养体操运动员，不知道的还以为是培养“复仇者联盟”呢！
1699106860# #不要低估当代网友的脑洞，沙雕发明这一方面，年轻人就没输过！
1692696509# #这位阿姨研究出来的麦当劳套餐新吃法，她很认真的演示，周围的人也很认真地在听...所以到底会不会更好吃呢？
1699102228# #男友策备的求婚计划，就这样提前暴露了...女友：完了完了，要怎么装作不知道呢？微博喜剧现场
1701759718# #原来土豆皮不用削，这样一招就能轻松剥下来...好嘛，之前都白费力气了！
1701872290# #刚刚孵化出来的小海龟，被捕猎者——螃蟹盯上，整个带走了...
1694690647# #别人家的狗狗vs你家的狗狗...
1697545140# #路人正在好奇地拍摄一头驼鹿，本尊站起来后...拍啊？你怎么不拍了？二哈
1690039328# #如何在五秒钟之内，画完两个眼睛的上下眼线，一整个惊呆...手残党还是别轻易尝试了。美出圈
1688905402# #前任和现任的关系可以有多好？好到仿佛大家是一家人...
1689518789# #如何用粉笔画出完美的虚线...老师们轻松画虚线的技巧找到了！
1692884135# #小哥穿着各种各样的cos服装跑步，莫名戳中笑点...
1700496183# #【桃李天然酵母面包*600g25.8💰】。牛奶蛋羹、新口味斑斓鲜椰、巧克力、红豆、香蕉5种口味，还有混合口味可选，共到手8包，折¥3.3/包。二十四小时低温发酵工艺，面包体香软蓬松，好吃不干噎，微甜不腻。。现做现发，新鲜短保🍞保质期45天。
1702031812# #新的“世纪难题”？吸管上到底有几个洞...原本以为答案简单明了，听完这个解释，已经不会回答了！
1700570351# #猛地一看：什么奇怪的猫猫雕塑？。仔细一看：原来是拉屎的功夫猫！
1698556090# #单眼皮女生化妆的日常，没什么特别的，就是比较费眼线笔眼影罢了....美出圈
1702007931# #头一次看见抹整瓶发胶的狠人，还以为玩橡皮泥呢，洗头的时候够你哭的了...
1702643215# #患有自闭症的网友，初次尝试酒店客房的点餐服务，提前做了很久的心理建设+排练...成功以后太激动了！这感觉谁懂！自闭症女孩第一次尝试点餐
1690463420# #小干脆面：本来睡得好好的，一觉醒来家被拆了允悲
1695805129# #可乐：没人教过你不要乱扔垃圾吗？！二哈
1696511147# #网上看到的vs实际看到的...怎么这么多“照骗”啊，次次都上当，当当还都不一样！doge
1703227559# #被伞蜥追是什么体验...有话好好说，你别爬上来啊啊啊啊！。。V笑年度大赏微盘点
1690768757# #羊羊们开饭吃草莓咯，这满满一车，让我看看谁羡慕了？
1701415035# #在南极零下70多摄氏度的极寒天气里，穿的衣服并没有想象中那么臃肿....这份终极保暖的御寒穿搭，收好了！
1699191700# #大哥留了四年的胡子，今天决定全部剃完...瞬间年轻十岁！
1700142963# #主人弹吉他，喵喵在旁边负责伴唱，果然没有一口猫粮是白吃的嘻嘻
1694085616# #位于秘鲁小镇的Skylodge酒店，建在陡峭又险峻的山峰上，全玻璃舱设计，视野极佳。但是想要住进来，得先冒险爬两个小时的山，想要退房下山，唯一的方法就是滑索道...
1696987640# #有过养猫经验的小姐姐，第一次尝试养橘猫。虽然听过很多关于橘猫的传闻，但是没想到这货真的和传闻里一模一样...猫友们来看看，它到底正不正常？
1697378991# #还以为是个菜鸟初学舞者，没想到是个会“轻功”的高手！
1691719136# #网友家的小博美犬，看到冰箱里的食物就急了，被赶走以后就更着急了...嘴里在“骂”什么呢，快给它翻译翻译！
1703167853# #给睡梦中的对象一个惊喜，等ta第二天打开盒子，会是什么反应？微盘点V笑年度大赏
1701307275# #网友们呼吁大家不要佩戴皮草制品，但是...你可以选择戴猫猫！
1691669087# #水里一个不起眼的漩涡，扔个足球测试一下才知道，它有多危险...
1703387105# #三只迷你的狐獴宝宝，毛茸茸的太可爱了~
1695701542# #现存最大的蜥蜴品种：科莫多巨蜥。一顿可以吃掉自身体重80%的猎物，一口吞下整只山羊也毫无压力哆啦A梦吃惊
1689922386# #眼看就要到手的美餐飞走了...鲨鱼：好气哦！允悲
1700704813# #猫猫：别看了，烦死了！
1695740883# #会做饭的老爸+捧场嘴甜的宝宝，感觉每一顿饭都是人间美味，而且他们俩一定都乐在其中！
1698316322# #一棵树，一辆汽车，差点把我的cpu都干烧了...
1696947131# #比脸还大的“巨型可颂”了解一下，咱就是说，这个咖啡是非蘸不可吗...
1695202197# #姐姐逛超市时一眼就相中的玩具，准备带回去送给妹妹。啊这...不愧是亲姐妹，连审美都一样！
1695382070# #女士患有严重的脊柱侧凸，整脊师上手“咔咔”一顿按，这声音听得人后背都凉了吃惊
1699621958# #妹子做了个过敏原测试，这个结果...对吃货来说简直是噩梦！
1692763527# #觉得别人化完妆好看的，有没有可能，人家素颜就已经很美了...美出圈
1688972985# #很有创意的睫毛膏广告，被这个“duang~”一下的睫毛可爱到了...
1697680961# #不同的闹钟铃声，决定了不同的起床方式...你是哪一种？
1692800845# #这大概就是理想中爱情的样子吧！街头采访一对老夫妻，让他们分享初见时的情景。40多年过去了，他们依旧想和对方共度余生...
1692974108# #做完超长美甲如何吃东西...行吧，连签子都省了！
1696158375# #一个敢说一个敢听系列：不好意思，请你离开！（请勿模仿）
1698408359# #看到这双“牵手袜子”，你第一时间想到谁呢？快在评论区艾特ta以后一起穿~
1697634538# #从此以后，女生每次拿出钥匙准备进家门，都会想到这一幕吧！心
1699003075# #一个视频自查，你是不是把物理知识全部还给老师了...
1692167760# #居然每一次都被她成功骗到....很有创意，而且根本没有创作瓶颈！
1700902239# #来看看不同年代的人，都是怎么开罐头的...有些工具看起来还真顺手！
1701930390# #一根简单的珍珠链也能戴出这么多花样，手法多看几遍就学会了，很实用！美出圈
1696841422# #请艾特出你身边吃东西最慢的那个朋友，这种集体等ta一个人的感受，谁懂？doge
1691054556# #羊羊们的抢凳子大战，战况好激烈...
1693451433# #小哥：我该怎么解释，我真不是卖艺的...
1697784043# #感受一下韩国托尼的烫发技术，让普通人也能拥有男明星同款发型，就看能不能hold住了...
1699337963# #这位网友难过的时候就去做数学题，好独特的“解压”方式！微博喜剧现场
1704850420# #猫捉耗子是天经地义，那...耗子捉猫该怎么说？喵喵
1689678681# #引起舒适的刮脸视频，一顿操作下来清爽了不少！美出圈
1696773077# #棒棒糖的正确打开方式，我应该不是最后一个知道的吧？
1702017238# #和富婆闺蜜玩一周的消费...姐姐们是真不缺钱啊
1703400734# #一键开罐头神器，力气居然这么大？哆啦A梦吃惊
1693205825# #几个无法理解的英语单词拼写，看到他都这么崩溃，我突然释怀了一些...
1703934889# #【慕滋曲奇饼干礼盒装*908g29.9💰】。经典酥香酥脆，一箱里面是独立小包装，易储存不反潮。优选小麦粉和植物油，饼干色泽金黄，酥脆可口，有股淡淡奶香味。拿来当午后小甜点，休闲磨牙来一包，精致礼盒装，送人也可。
1688818373# #边牧和主人合作表演舞蹈《很久很久以前》，不但要模仿主人的动作，还要演绎童话故事剧情。。。剧情简介：小女孩有天遇到了一面镜子，镜中的狗狗刚开始很友善，会和她一起跳舞，两人的舞蹈完全同步犹如镜像。然而随后狗狗打破了玻璃，和女孩一番打斗之后，把她推入镜子困在里面，还发出邪恶的笑声...
1702192641# #一个塑料袋跳出了芭蕾舞的感觉~优雅，实在是优雅！
1699329534# #家里的两只乌龟要冬眠了，跟着小姐姐一起来挖洞埋了它们吧，又是涨姿势的一天~
1698846928# #【全球城市定制地图装饰画66💰】。最近入手了一款地图装饰画，地图的细节清晰得好像就在眼前。采用专业的制作工艺，将地图和画面完美融合，既美观又具有纪念意义。真的超好看！。。而且，这款装饰画的适用场所非常广泛，无论是家里、办公室还是咖啡厅都可以轻松搭配。更棒的是，双11期间这款装饰画还
1692875805# #巨嘴鸟：可恶，这个人类居然能100%避开我的攻击！
1702038827# #小哥的服装设计作品，从画图到剪裁到缝制都是自己完成，看到模特穿上身一定满满的成就感吧~
1702394001# #20多岁的年纪，最重要的事情是什么呢？来听听网友的人生感悟...
1701181380# #这只兔子也太聪明了：知道狗狗靠气味追踪它，就假装跑远再返回来，最后在狗狗的眼皮底下溜走了...
1690276876# #不敢想象，如果直接穿进去会发生什么吃惊
1689731830# #狗狗也有自己的“青春期”，主打就是两个字：叛逆！
1701525676# #一时不知道这个项目，是在考验游客还是鸵鸟，还是陪跑的工作人员允悲
1698033375# #模仿不同动物突然遇到人类的反应，这哥们儿可以去开个表演班了~
1697076627# #家里的猫咪下崽了，但是狗子对这个新手妈妈很不满意：你到底行不行，不行我来！
1689075744# #严冬过后，北极熊就出来撒欢了。就算是冰面上一个小窟窿，都能玩得不亦乐乎~
1703234481# #现在的仿真面具都做到这个程度了吗，甚至还做出了头皮、脖子和胸前的皮肤，细思极恐...微盘点V笑年度大赏
1688910771# #猪猪做错了什么，要这样对它...不过确实挺解压的doge
1702955706# #小狐狸跟在人类大叔后面：你可以带我去找妈妈吗？
1689003278# #女儿意外烧伤，妈妈用自己的头发订制假发，当成生日礼物送给她，希望她永远都是那个爱漂亮的小姑娘。
1703502750# #道理我都懂，但这只蓝猫怎么像另一个图层的生物？哆啦A梦吃惊V笑年度大赏
1700132714# #几十年、上百年的老旧铸铁锅，翻新修复以后崭新如初...是可以拿来当收藏品的程度了！
1694568432# #一只可爱的笑翠鸟宝宝正在向你走来，这“笑声”怎么略显沧桑呀！
1699972813# #虎鲸：谁说笑不露齿的，我偏偏就要露~
1704558113# #【诚有味手撕素大牛排*共10包10.1💰】。有香辣味、黑椒味、黑鸭味和混合口味可选。选用大豆等优质原料，细嫩多汁，口感紧实，Q弹有劲，卤香四溢，丝丝入味，好吃不长肉，解馋没负担。
1694423380# #男人努力赚钱买下这条裙子，只为让心爱的人开心...啊？结局怎么和想的不太一样？
1698759192# #吃饱以后假装孕妇，摸摸这圆滚滚的小肚子，如果不说还真看不出来！微博喜剧现场
1688305290# #假期最幸福的事情，就是待在属于自己的小房子里....想弄乱就弄乱，想收拾再收拾。
1697439951# #医生示范如何把假眼球摘下来清洗，再戴回去...
1697800379# #混血帅哥吐槽自己父母吵架，一个说中文，一个说西班牙语...但是这样很难吵起来吧？
1689854354# #日本商店里的冰淇淋机器人...有点智能，但不多二哈
1703123708# #养狗的人都知道，狗子这样跑过来的杀伤力有多大...它绝对是故意的！doge微盘点V笑年度大赏
1704262785# #孔雀和鸡杂交的后代长这样，又长见识了...
1690724855# #外行看热闹，内行人看了...也要说一句真牛！
1692887524# #天生就拥有浅色虹膜的小姐姐，因为被怀疑戴了美瞳，直接拿出自己小时候的照片...真得不能再真了！
1704677873# #一只胖乎乎的袋熊，每到晚上就会来到这户人家里，蹭吃蹭住蹭睡，天一亮就会离开...这是什么大自然赏赐的神仙宠物啊！
1699956818# #石头+玻璃拼接而成的艺术品，考验手艺的同时审美也要在线。有人质疑视频是假的，作者马上就拍视频“打假”咯~
1691291838# #小企鹅们集体背着书包出来了，这是准备去上学吗？
1696731032# #当你的老师在考试时看了一眼你的卷子，说了一段这样的话...已经开始紧张了！
1702298731# #将水银滴在铝板上，就能看到“高楼拔地而起”的神奇反应，你知道这是什么原理吗？
1690785173# #西班牙一家公司设计的“植物顶棚”，搭建在街道楼栋之间，可以降温、净化空气、吸引野生动物...你觉得怎么样呢？
1698733139# #给无人机戴头套穿白袍，谁想出来的，太损太吓人了！允悲万圣节西方猛鬼为何输给了中式恐怖
1700916315# #一直盼望当哥哥的男孩，梦想成真的那一刻，激动地哭了！
1695957145# #三只小熊趴在熊妈妈的背上，确保行动安全，这样看还挺萌哒~
1691130061# #南非艺术家CliffordBeddy制作的毛毡定格动画，视频很治愈很解压，但是看幕后花絮就知道有多不容易~
1690032668# #大叔自制各种“创意版”意大利美食，就算不是意大利人，看了都会两眼一黑的程度...
1688435848# #拍河马屁屁是什么手感？看起来黏糊糊、滑溜溜的...
1690637514# #街头小贩出于好心，免费请陌生人吃了三个甜甜圈。而接下来发生的事情，可以治愈她很久很久.....
1697552797# #泰国清迈的12岁小歌手Khaitun，最近又翻唱了经典粤语歌曲《上海滩》。外国人能把粤语歌练到这个地步，真的相当优秀了！
1703762308# #马儿也有它自己的“指纹”：附蝉，这种长在马腿上的老茧，掰下来以后，还能当作狗狗的小零食...
1699360376# #宝宝的鼻子堵了，这位妈妈在征得儿科医生的同意后，用生理盐水帮宝宝冲洗鼻腔....后面还附上了洗鼻教程，记得要先遵医嘱哦！
1689863833# #用一年半的时间，书写的一个励志故事...这完全像是换了个人啊！
1691477394# #孙子孙女们给爷爷准备的80岁生日蛋糕...看到有人拿着灭火器我就放心了doge
1688051352# #深夜美食之宿舍系列，炊具不够厨艺来凑...
1701317238# #游隼妈妈正在教孩子们空中抓捕猎物，失手了也没关系，鸟妈妈会一个俯冲再把猎物叼回来...
1700487779# #埃塞俄比亚蛋白石，里面仿佛藏着另一片星光宇宙...
1688739300# #在地铁上假装偷看别人的手机...这样的整蛊视频建议中午拍，不然早晚会被人打的doge
1697103992# #国外一年级班主任，给全班孩子安排了一场“墨西哥”之旅：办护照、坐飞机、过海关...每个环节都有模有样的！
1701513063# #蛇蛇的花哨走步...你别这么灵活，我害怕！（怕蛇星人慎点）
1701499368# #晚上的瑞典斯德哥尔摩街头，尖叫声+撞击声根本停不下来...丝滑，太丝滑了！允悲
1704336829# #猜猜到底是谁在唱歌，这个人数规模有点大，咱们用排除法试试！
1702281128# #男孩放学回家后倒沙发上睡着了，全家人合起伙来演了一场戏，让他相信自己睡过头了，上学要迟到了...孩子这辈子走过最多的路，是家人们的套路啊！允悲
1696417918# #用红黄蓝白四种颜料，是不是就可以调出所有颜色了呢？
1692244999# #已经无法用语言来形容他的牛了...运动技能点满，帅飞了！
1696601884# #蒙眼传物游戏，虽然都不知道里面是什么，但是照着做就对了二哈
1699270263# #当一块香蕉皮，被不同的人踩到之后...微博喜剧现场
1690854102# #小朋友配上bgm踩点做鬼脸，他好像知道自己很可爱~
1689162721# #最近在美国佛罗里达州的机场，一位78岁老爷爷向高中时的暗恋对象求婚。鲜花、礼物、单膝跪地宣誓，在两人分开60年后，他给了她一个浪漫的结局...
1698576781# #攀岩都可以不用手的大佬，地心引力已经拦不住他了...
1696071559# #妈妈捕鼠失败，女儿的心理阴影面积比这只老鼠还大！
1703860758# #两只处于发情期的公鹿，因为鹿角交叉被困在一起，双方性命危在旦夕。幸亏遇上了好心的夫妇，用电锯割断一只鹿角，它们才得以获救...
1689645528# #羊驼：这是什么玩意儿，快跑！
1697627476# #看各种各样的热气球，一个个轮流升空飞走，这个视角好好玩~
1704002770# #分享几个精致的妆发小技巧，又在网上学到了有用的东西！美妆V赏
1696996620# #有没有人和这位网友一样，特别讨厌泡沫摩擦声的，光是想想都要作呕的程度...所以你最讨厌听到什么声音呢？
1703060727# #单身vs已婚，这一刻光头大哥的羡慕值达到了顶峰doge微盘点V笑年度大赏
1689835619# #遇到这样问路的人，你会生气还是跟着一起笑呢？doge
1698819363# #可怕的“视错觉”：盯着中间的交叉点，两边的人脸就会扭曲变形，暂停一看却又没问题...
1689089249# #乘船偶遇蓝鲸，这感觉太奇妙了~乍一看还以为电脑合成的哆啦A梦吃惊
1688546601# #父母感情太好了是什么体验...。儿子：总觉得自己在这个家里很多余。
1694397211# #正在练习咆哮的小狮子：嗷~嗷~嗷~
1693485516# #收到丈夫精心准备的惊喜，有点开心，但不多！
1704869523# #打开爷爷的衣柜，宛若进入了异世界...童话里的场景成真了！
1702534342# #冬天汽车结冰了怎么办，方法都试过了，人也逐渐暴躁了二哈V笑年度大赏微盘点冬天汽车结冰了怎么办
1698976432# #大龟看到小龟后格外激动，这....养在一起真的没问题吗？
1691847123# #巧...巧克力披萨？光是看一眼都觉得血糖飙升了...
1699202135# #【小林百货STINK鞋子除臭喷雾剂9元💰】。除臭黑科技来啦~小林鞋袜除臭喷雾260ml，轻轻一喷，1秒除鞋臭，持久抑菌。。。日常价29，现9元包邮秒杀‼️运动鞋、板鞋等都能用，清爽速干👇
1699016186# #家里有个“臭弟弟”是什么体验...不管什么年龄段，都很难搞！微博喜剧现场
1700750113# #海龟找到了一个纯天然的“海绵床垫”，打了一个大大的哈欠，没事我就先睡啦~
1704538490# #小姐姐不理解，为什么有人形容自己的性格像黑猫...这玩意脑袋空空啊，不信自己看！喵喵
1692601949# #站在象耳芋旁边的小姐姐，好像来到了巨人国...
1697169482# #蜘蛛：好家伙，还是你们会玩啊！
1698292906# #【掰指关节到底有没有坏处】很多人都喜欢把手指掰得“嘎嘎”响，那这个动作到底对关节有没有伤害？发出响声的原理又是什么？戳视频一起涨姿势了~
1703171745# #刚出生不久还在哭闹的婴儿，贴着妈妈就瞬间止哭了，安全感满满~
1688696147# #尼泊尔的一条马路中间，牛妈妈守在孩子身边保护它不被撞，还用影子帮孩子遮阳。这时一位好心的大叔路过，把牛宝宝移到了路边阴凉处，牛妈妈也向他点头示意...
1692100497# #小哥列举了世界上最没用的三种生物，最后一个我不是很赞同doge
1701681194# #学习时装的网友，晒出自己教授的每日课堂穿搭。既敢穿又会穿，而且这些衣服都是教授本人设计剪裁的哆啦A梦吃惊美出圈
1704772742# #专业清理蜜蜂的小姐姐，完成了本季最“疯狂”的一次行动：无防护清理巨型蜂巢。专业操作请勿模仿，看视频过过眼瘾就好了！
1703589722# #一只蜜獾单挑三只豹子，最后还大摇大摆地踱步离开，留下对手怀疑豹生！
1703598479# #这种害怕真不是装出来的，怕狗人士狠狠地共情了...
1702865349# #这家救援中心经常接到人们的求助电话，去拯救落单的小树懒。。。救援人员会在发现小树懒的地方附近，用扬声器播放小树懒的哭声，找到对声音有反应的树懒妈妈，然后吸引它们下树找回孩子。微盘点V笑年度大赏
1692073080# #T恤自动扇风装置，随身佩戴即开即用，这下即使没有风扇也不会热啦doge
1703425016# #小姐姐患精神疾病住院治疗时，迷上了折纸星星，一不小心居然折了这么多...
